date	code	name	count	unlimit	limit	totalA	zyRatio
2018-08-17	000408	____	47	3433.21	151501.43	199377.95	77.71
2018-08-17	000409	*ST__	1	0.58	0.00	51093.12	0.00
2018-08-17	000410	____	1	11500.00	0.00	76547.09	15.02
2018-08-17	000411	____	2	0.02	0.00	20744.99	0.00
2018-08-17	000413	____	707	32561.98	76580.38	548025.01	19.92
2018-08-17	000415	____	111	172938.49	197692.00	618452.13	59.93
2018-08-17	000416	____	28	12231.46	0.00	53187.15	23.00
2018-08-17	000417	____	14	22.50	0.00	77988.42	0.03
2018-08-17	000418	____	6	1.40	0.00	44145.19	0.00
2018-08-17	000419	____	19	7716.84	0.00	54358.27	14.20
2018-08-17	000420	____	22	41958.63	13272.00	197070.67	28.03
2018-08-17	000421	____	3	6.63	0.00	57264.69	0.01
2018-08-17	000422	*ST__	3	6300.69	0.00	89786.67	7.02
2018-08-17	000423	____	80	11.30	0.00	65402.15	0.02
2018-08-17	000425	____	61	154.17	49880.96	783366.84	6.39
2018-08-17	000426	____	55	53400.49	50858.91	187769.96	55.53
2018-08-17	000428	____	47	16469.12	29281.96	101892.60	44.90
2018-08-17	000429	____	18	58.40	15665.25	174205.61	9.03
2018-08-17	000430	___	43	8348.07	5850.00	40481.77	35.07
2018-08-17	000488	____	148	34788.90	0.00	166991.77	20.83
2018-08-17	000498	____	53	3174.22	0.00	112013.91	2.83
2018-08-17	000501	____	20	16.82	1599.67	76899.27	2.10
2018-08-17	000502	____	11	17.13	0.00	18481.96	0.09
2018-08-17	000503	____	91	9473.60	0.00	89882.22	10.54
2018-08-17	000504	____	3	3573.70	0.00	31157.39	11.47
2018-08-17	000505	____	10	2.83	0.00	62081.54	0.00
2018-08-17	000506	____	35	23304.39	0.00	92901.78	25.08
2018-08-17	000507	___	50	66.90	0.00	78954.09	0.08
2018-08-17	000509	____	9	20348.71	0.00	82548.31	24.65
2018-08-17	000510	____	40	14979.55	0.00	60918.23	24.59
2018-08-17	000513	____	16	18.12	1331.26	47300.08	2.85
2018-08-17	000514	___	109	26508.23	0.00	84377.10	31.42
2018-08-17	000516	____	23	50676.01	0.00	197104.93	25.71
2018-08-17	000517	____	32	122817.10	0.00	318392.25	38.57
2018-08-17	000518	____	100	30973.07	0.00	102955.62	30.08
2018-08-17	000519	____	59	596.81	3817.00	140346.16	3.14
2018-08-17	000520	____	71	18152.79	0.00	101208.35	17.94
2018-08-17	000521	____	53	156.25	0.00	88173.39	0.18
2018-08-17	000523	____	30	29.08	0.00	52294.43	0.06
2018-08-17	000524	____	16	5.51	0.00	67020.86	0.01
2018-08-17	000525	___	18	22348.95	1700.00	58077.29	41.41
2018-08-17	000528	__	25	8.87	0.00	112524.21	0.01
2018-08-17	000529	____	26	58.00	0.00	58379.03	0.10
2018-08-17	000530	____	43	19.46	0.00	61393.41	0.03
2018-08-17	000531	____	10	8.82	0.00	68508.28	0.01
2018-08-17	000532	____	7	1996.80	0.00	34470.83	5.79
2018-08-17	000533	___	38	9.09	0.00	69081.60	0.01
2018-08-17	000534	____	13	16019.46	0.00	49178.51	32.57
2018-08-17	000536	____	28	78115.12	37986.70	276603.28	41.97
2018-08-17	000537	____	7	0.77	0.00	186252.07	0.00
2018-08-17	000538	____	33	7.51	0.00	104139.97	0.01
2018-08-17	000539	____	10	6.26	0.00	445187.60	0.00
2018-08-17	000540	____	127	163350.78	45638.95	704649.72	29.66
2018-08-17	000541	____	11	15320.72	0.00	107727.44	14.22
2018-08-17	000543	____	22	66.36	0.00	179039.60	0.04
2018-08-17	000544	____	11	21284.93	0.00	97468.45	21.84
2018-08-17	000545	____	28	34951.13	2000.00	98683.31	37.44
2018-08-17	000546	____	36	17705.72	0.00	71464.44	24.78
2018-08-17	000547	____	67	7352.24	5995.00	142962.89	9.34
2018-08-17	000548	____	21	30.15	0.00	49921.58	0.06
2018-08-17	000550	____	10	4.05	0.00	51921.40	0.01
2018-08-17	000551	____	11	7.63	0.00	40008.04	0.02
2018-08-17	000552	____	18	37.15	0.00	228697.11	0.02
2018-08-17	000553	____	59	31.07	0.00	227950.42	0.01
2018-08-17	000554	____	12	69.80	0.00	48079.33	0.15
2018-08-17	000555	____	98	32393.55	0.00	96343.13	33.62
2018-08-17	000557	____	38	77.27	0.00	145837.47	0.05
2018-08-17	000558	____	57	62941.82	0.00	128922.39	48.82
2018-08-17	000559	____	70	43.29	0.00	275315.95	0.02
2018-08-17	000560	____	41	31372.19	39802.97	235550.09	30.22
2018-08-17	000561	____	15	46.93	0.00	60477.08	0.08
2018-08-17	000563	____	121	106.27	0.00	396401.28	0.03
2018-08-17	000564	____	107	70013.67	375042.16	600782.82	74.08
2018-08-17	000565	____	30	15.25	0.00	43359.22	0.04
2018-08-17	000566	____	37	17376.45	20152.57	133597.93	28.09
2018-08-17	000567	____	25	4196.88	29013.94	44216.48	75.11
2018-08-17	000568	____	33	16604.34	0.00	146475.25	11.34
2018-08-17	000570	____	6	16.25	0.00	41137.43	0.04
2018-08-17	000571	____	129	11490.66	0.00	81406.40	14.12
2018-08-17	000572	____	14	9307.30	0.00	164463.64	5.66
2018-08-17	000573	____	21	11751.17	0.00	64820.56	18.13
2018-08-17	000576	____	5	18633.76	0.00	44286.13	42.08
2018-08-17	000581	____	60	11.13	0.00	83657.06	0.01
2018-08-17	000582	____	50	26.95	0.00	138656.50	0.02
2018-08-17	000584	____	79	13822.17	0.00	61332.43	22.54
2018-08-17	000585	*ST__	8	4.85	0.00	61542.00	0.01
2018-08-17	000586	____	113	1129.89	0.00	19344.00	5.84
2018-08-17	000587	____	97	39349.00	69758.43	212374.93	51.37
2018-08-17	000589	____	32	7823.98	0.00	77546.43	10.09
2018-08-17	000590	____	26	1857.20	0.00	23947.13	7.76
2018-08-17	000591	___	46	1610.30	0.00	300709.80	0.54
2018-08-17	000592	____	26	42101.44	0.00	193178.09	21.79
2018-08-17	000593	____	32	10805.94	6869.08	35863.10	49.28
2018-08-17	000595	____	5	34367.56	0.00	76427.93	44.97
2018-08-17	000596	____	2	11400.01	0.00	38360.00	29.72
2018-08-17	000597	____	7	97.81	0.00	56958.61	0.17
2018-08-17	000598	____	49	52.27	0.00	298621.86	0.02
2018-08-17	000599	____	37	37.84	4658.90	83562.76	5.62
2018-08-17	000600	____	100	22.93	0.00	179162.64	0.01
2018-08-17	000601	____	66	9930.63	0.00	108055.17	9.19
2018-08-17	000603	____	54	16213.14	16011.02	68996.93	46.70
2018-08-17	000605	____	19	6.10	4936.28	35265.86	14.01
2018-08-17	000606	___	39	5353.74	15481.00	76579.94	27.21
2018-08-17	000607	____	11	23.94	0.00	101769.84	0.02
2018-08-17	000608	____	14	2973.00	0.00	74991.33	3.96
2018-08-17	000609	____	31	8634.07	0.00	29927.55	28.85
2018-08-17	000610	____	4	1.53	0.00	23674.79	0.01
2018-08-17	000611	____	5	4004.10	0.00	32182.20	12.44
2018-08-17	000612	____	66	60158.21	0.00	119219.94	50.46
2018-08-17	000615	____	37	3.93	30937.00	78340.60	39.50
2018-08-17	000616	____	25	30633.66	0.00	143023.44	21.42
2018-08-17	000617	____	14	18.47	0.00	903005.65	0.00
2018-08-17	000619	____	13	176.57	0.00	36000.00	0.49
2018-08-17	000620	___	28	113146.37	0.00	189669.04	59.65
2018-08-17	000622	____	6	9225.22	0.00	42522.60	21.69
2018-08-17	000623	____	128	14728.57	0.00	116277.00	12.67
2018-08-17	000625	____	405	465.67	0.00	390066.24	0.12
2018-08-17	000626	____	73	15104.44	4894.73	59863.45	33.41
2018-08-17	000627	____	120	32901.57	292276.81	494062.92	65.82
2018-08-17	000628	____	2	5.15	0.00	31148.00	0.02
2018-08-17	000629	*ST__	1	0.00	24773.23	858974.62	2.88
2018-08-17	000630	____	87	656.79	0.00	1052653.33	0.06
2018-08-17	000631	____	16	33.85	0.00	243251.92	0.01
2018-08-17	000632	____	6	168.56	0.00	46551.96	0.36
2018-08-17	000633	____	19	9439.64	0.00	38510.64	24.51
2018-08-17	000635	___	51	39.15	0.00	30308.76	0.13
2018-08-17	000636	____	34	5691.17	1567.00	89523.31	8.11
2018-08-17	000637	____	7	2.42	15153.81	51987.54	29.15
2018-08-17	000638	____	11	11826.38	0.00	30940.00	38.22
2018-08-17	000639	____	54	25405.63	12317.87	77102.01	48.93
2018-08-17	000650	____	15	4.54	0.00	123834.01	0.00
2018-08-17	000651	____	597	4590.35	0.00	601573.09	0.76
2018-08-17	000652	____	44	24082.81	0.00	147557.39	16.32
2018-08-17	000655	*ST__	8	17403.64	0.00	59534.02	29.23
2018-08-17	000656	____	74	130422.99	0.00	533971.58	24.43
2018-08-17	000657	____	13	203.23	0.00	88011.65	0.23
2018-08-17	000659	____	2	14647.32	0.00	128570.25	11.39
2018-08-17	000661	____	12	1902.91	0.00	17011.23	11.19
2018-08-17	000662	____	40	7103.62	71870.72	109309.77	72.25
2018-08-17	000663	____	26	4229.09	12512.16	34098.87	49.10
2018-08-17	000665	____	6	3.39	0.00	63621.74	0.01
2018-08-17	000666	____	52	34.22	433.94	52333.00	0.89
2018-08-17	000667	____	88	37559.83	0.00	255959.23	14.67
2018-08-17	000668	____	9	5774.65	0.00	14684.19	39.33
2018-08-17	000669	____	56	25039.40	0.00	68040.88	36.80
2018-08-17	000670	___	12	67.14	10518.26	81662.74	12.96
2018-08-17	000671	___	203	173826.38	73051.94	405007.33	60.96
2018-08-17	000672	____	36	18182.68	0.00	81361.99	22.35
2018-08-17	000673	____	26	33648.10	0.00	79155.04	42.51
2018-08-17	000676	____	103	1980.52	21784.54	96571.08	24.61
2018-08-17	000677	____	11	20083.36	0.00	86397.79	23.25
2018-08-17	000678	____	13	9.51	1999.98	45961.18	4.37
2018-08-17	000679	____	28	103.20	0.00	35640.00	0.29
2018-08-17	000680	____	47	103.99	0.00	124078.76	0.08
2018-08-17	000681	____	30	1385.20	22716.10	70057.74	34.40
2018-08-17	000682	____	13	16.03	0.00	134072.70	0.01
2018-08-17	000683	____	105	30509.21	106623.44	396717.30	34.57
2018-08-17	000685	____	33	694.58	0.00	147511.14	0.47
2018-08-17	000686	____	254	81954.81	0.00	234045.29	35.02
2018-08-17	000687	____	36	10.59	22569.58	76619.94	29.47
2018-08-17	000688	____	7	74106.91	0.00	113729.93	65.16
2018-08-17	000690	____	32	23057.80	0.00	217588.79	10.60
2018-08-17	000691	____	10	4759.50	3278.37	32327.00	24.86
2018-08-17	000692	____	15	9720.94	0.00	53283.30	18.24
2018-08-17	000693	*ST__	19	13.24	25441.85	54349.19	46.84
2018-08-17	000695	____	4	1.01	0.00	22214.75	0.00
2018-08-17	000697	____	69	14291.13	0.00	55968.00	25.53
2018-08-17	000698	____	19	55.06	0.00	81951.44	0.07
2018-08-17	000700	____	37	21732.26	0.00	82717.87	26.27
2018-08-17	000701	____	53	28.28	0.00	40661.31	0.07
2018-08-17	000702	____	7	4.63	0.00	26663.46	0.02
2018-08-17	000703	____	25	92892.88	0.00	230779.41	40.25
2018-08-17	000705	____	8	4.42	0.00	33412.33	0.01
2018-08-17	000707	*ST__	1	5700.00	0.00	46414.58	12.28
2018-08-17	000708	____	7	5.56	0.00	44940.85	0.01
2018-08-17	000709	____	234	3849.70	0.00	1061860.79	0.36
2018-08-17	000710	____	19	5403.16	4825.80	35460.59	28.85
2018-08-17	000711	____	32	6594.94	42236.74	87665.51	55.70
2018-08-17	000712	____	185	42530.69	0.00	89600.00	47.47
2018-08-17	000713	____	23	82.82	0.00	29887.60	0.28
2018-08-17	000715	____	8	2954.85	0.00	27900.60	10.59
2018-08-17	000716	___	50	21266.97	0.00	70565.26	30.14
2018-08-17	000717	____	16	64193.32	0.00	241952.44	26.53
2018-08-17	000718	____	113	94505.41	0.00	303463.64	31.14
2018-08-17	000719	____	66	6.27	0.00	102320.37	0.01
2018-08-17	000720	*ST__	19	7.04	0.00	128965.10	0.01
2018-08-17	000721	____	11	5.95	5929.92	49905.59	11.89
2018-08-17	000722	____	74	10655.17	0.00	46415.83	22.96
2018-08-17	000723	____	94	16706.16	297499.41	410593.21	76.52
2018-08-17	000725	____	977	882.42	0.00	3386228.53	0.03
2018-08-17	000726	___	8	8.70	0.00	56188.34	0.02
2018-08-17	000727	____	49	80.16	55517.24	452956.70	12.27
2018-08-17	000728	____	231	6068.07	10148.26	336544.70	4.82
2018-08-17	000729	____	24	49.11	0.00	281853.93	0.02
2018-08-17	000731	____	11	1330.74	0.00	59148.44	2.25
2018-08-17	000732	____	46	78143.66	0.00	124445.07	62.79
2018-08-17	000733	____	8	12.11	0.00	46934.22	0.03
2018-08-17	000735	___	54	14005.37	8000.00	115151.36	19.11
2018-08-17	000736	____	7	3808.00	0.00	44579.08	8.54
2018-08-17	000737	*ST__	3	7080.37	0.00	54876.00	12.90
2018-08-17	000738	____	12	2.44	0.00	114564.23	0.00
2018-08-17	000739	____	14	35992.99	0.00	117852.35	30.54
2018-08-17	000750	____	527	932.40	0.00	421554.20	0.22
2018-08-17	000751	____	48	84.57	0.00	140986.93	0.06
2018-08-17	000752	____	12	2852.49	0.00	26375.85	10.81
2018-08-17	000753	____	24	244.94	0.00	99148.11	0.25
2018-08-17	000756	____	18	38.00	0.00	42685.94	0.09
2018-08-17	000757	____	40	14.71	0.00	45162.12	0.03
2018-08-17	000758	____	55	83.71	0.00	196937.84	0.04
2018-08-17	000759	____	11	12370.91	0.00	68102.15	18.17
2018-08-17	000760	___	64	22870.76	11739.00	77184.46	44.84
2018-08-17	000761	____	18	152321.09	0.00	347537.15	43.83
2018-08-17	000762	____	54	3571.33	0.00	52081.92	6.86
2018-08-17	000766	____	43	19172.82	39268.24	96649.47	60.47
2018-08-17	000767	____	22	8932.01	0.00	307694.22	2.90
2018-08-17	000768	____	76	7016.09	0.00	276864.51	2.53
2018-08-17	000776	____	249	14470.57	0.00	591929.15	2.44
2018-08-17	000777	____	17	2.45	0.00	38341.76	0.01
2018-08-17	000778	____	90	81.05	0.00	399088.02	0.02
2018-08-17	000779	____	12	966.95	0.00	18644.10	5.19
2018-08-17	000780	____	1	25.61	0.00	101430.63	0.03
2018-08-17	000782	____	42	4073.95	8181.82	52813.96	23.21
2018-08-17	000783	____	204	70499.31	0.00	552946.77	12.75
2018-08-17	000785	____	20	14.57	0.00	25122.17	0.06
2018-08-17	000786	____	47	53.57	11676.64	168950.78	6.94
2018-08-17	000788	____	16	24.24	0.00	59598.74	0.04
2018-08-17	000789	___	41	11.99	0.00	61336.44	0.02
2018-08-17	000790	____	10	13.66	0.00	56032.78	0.02
2018-08-17	000791	____	10	19.66	0.00	97112.62	0.02
2018-08-17	000792	____	81	36138.16	0.00	278609.06	12.97
2018-08-17	000793	____	103	17200.73	5798.63	200129.47	11.49
2018-08-17	000795	___	47	12585.05	11994.01	113368.41	21.68
2018-08-17	000796	____	32	4564.68	45118.65	80300.03	61.87
2018-08-17	000797	____	139	14625.53	0.00	130976.27	11.17
2018-08-17	000798	____	14	4.71	0.00	31945.50	0.01
2018-08-17	000799	___	54	32.78	0.00	32492.90	0.10
2018-08-17	000800	____	78	64.96	0.00	162750.00	0.04
2018-08-17	000801	____	9	23129.69	0.00	102280.66	22.61
2018-08-17	000802	____	93	11514.60	13765.00	72315.03	34.96
2018-08-17	000803	*ST__	1	3002.60	0.00	12773.09	23.51
2018-08-17	000806	____	38	11311.25	40031.30	109991.18	46.68
2018-08-17	000807	____	51	37676.31	17705.68	260683.88	21.24
2018-08-17	000809	____	6	8500.94	0.00	82479.13	10.31
2018-08-17	000810	____	48	62427.60	0.00	106989.63	58.35
2018-08-17	000811	____	53	10000.48	0.00	65305.42	15.31
2018-08-17	000812	____	33	11172.10	8180.94	76869.26	25.18
2018-08-17	000813	____	39	20168.47	67293.54	224148.18	39.02
2018-08-17	000815	___	32	3976.85	22647.61	69526.30	38.29
2018-08-17	000816	*ST__	11	28739.09	8250.00	141880.33	26.07
2018-08-17	000818	____	36	22602.89	0.00	69000.00	32.76
2018-08-17	000819	____	51	1204.66	0.00	27133.81	4.44
2018-08-17	000820	____	56	3228.31	33969.00	63724.52	58.37
2018-08-17	000821	____	45	15620.13	555.56	53823.53	30.05
2018-08-17	000822	____	20	18026.54	0.00	89509.19	20.14
2018-08-17	000823	____	6	8501.04	0.00	53696.60	15.83
2018-08-17	000825	____	45	64.21	0.00	569624.78	0.01
2018-08-17	000826	____	75	19050.30	5656.90	143057.88	17.27
2018-08-17	000828	____	47	286.12	0.00	103951.70	0.28
2018-08-17	000829	____	61	8007.48	0.00	106092.45	7.55
2018-08-17	000830	____	20	19645.99	0.00	146486.08	13.41
2018-08-17	000831	____	72	161.71	0.00	98088.90	0.16
2018-08-17	000833	____	35	34.15	0.00	66840.19	0.05
2018-08-17	000835	____	24	6283.90	2139.00	32676.04	25.78
2018-08-17	000836	____	13	11660.35	0.00	120845.52	9.65
2018-08-17	000837	____	37	51.23	0.00	69337.09	0.07
2018-08-17	000838	____	106	19220.79	46313.57	110046.22	59.55
2018-08-17	000839	____	455	130469.96	0.00	391982.64	33.28
2018-08-17	000848	____	9	5.97	0.00	97856.27	0.01
2018-08-17	000850	____	23	335.85	0.00	94366.50	0.36
2018-08-17	000851	____	74	2602.95	4093.21	90762.99	7.38
2018-08-17	000852	____	27	33.00	0.00	59815.77	0.06
2018-08-17	000856	____	14	632.03	0.00	22700.00	2.78
2018-08-17	000858	___	139	14.23	0.00	388160.80	0.00
2018-08-17	000859	____	21	170.17	0.00	73944.97	0.23
2018-08-17	000860	____	7	0.66	0.00	57059.00	0.00
2018-08-17	000861	____	77	77233.77	12933.43	224988.00	40.08
2018-08-17	000862	____	25	884.50	0.00	70611.90	1.25
2018-08-17	000863	____	44	42985.17	21119.69	137127.11	46.75
2018-08-17	000868	____	11	18.50	0.00	73332.92	0.03
2018-08-17	000869	___	22	4.30	0.00	45346.08	0.01
2018-08-17	000875	____	70	51.55	0.00	214631.40	0.02
2018-08-17	000876	___	72	209.29	0.00	421601.50	0.05
2018-08-17	000877	____	51	15.75	0.00	104872.30	0.02
2018-08-17	000878	____	123	48.42	0.00	141639.88	0.03
2018-08-17	000880	____	5	3.03	2825.00	27610.05	10.24
2018-08-17	000881	____	73	5809.43	30252.68	105559.80	34.16
2018-08-17	000882	____	98	30182.85	0.00	273735.19	11.03
2018-08-17	000883	____	37	3079.54	0.00	650744.95	0.47
2018-08-17	000885	____	65	12035.60	0.00	49638.20	24.25
2018-08-17	000886	____	160	142.58	0.00	98882.83	0.14
2018-08-17	000887	____	58	26032.51	0.00	123438.61	21.09
2018-08-17	000888	____	5	2.73	0.00	52691.31	0.01
2018-08-17	000889	____	13	30594.65	0.00	62182.68	49.20
2018-08-17	000890	___	36	13614.71	0.00	37964.16	35.86
2018-08-17	000892	____	93	1826.61	34543.74	98098.05	37.08
2018-08-17	000893	*ST__	24	16808.78	16925.97	75690.33	44.57
2018-08-17	000895	____	33	4.65	0.00	329955.83	0.00
2018-08-17	000897	____	11	3622.64	0.00	161727.22	2.24
2018-08-17	000898	____	64	74.25	0.00	614900.78	0.01
2018-08-17	000899	____	17	15374.42	0.00	97567.78	15.76
2018-08-17	000900	____	18	9.80	0.00	151782.83	0.01
2018-08-17	000901	____	14	1.24	0.00	61419.07	0.00
2018-08-17	000902	___	12	1227.18	0.00	130452.93	0.94
2018-08-17	000903	____	42	23.89	0.00	197080.09	0.01
2018-08-17	000905	____	22	6.18	0.00	53100.00	0.01
2018-08-17	000906	____	9	1218.89	701.80	67553.55	2.84
2018-08-17	000908	____	167	24274.79	0.00	87977.44	27.59
2018-08-17	000909	____	23	20.12	0.00	31235.25	0.06
2018-08-17	000910	____	30	23638.88	0.00	55506.00	42.59
2018-08-17	000911	____	37	6864.50	0.00	32408.09	21.18
2018-08-17	000912	*ST__	2	28.72	0.00	156800.00	0.02
2018-08-17	000913	____	41	17.77	0.00	45353.60	0.04
2018-08-17	000915	____	24	3.71	0.00	23433.15	0.02
2018-08-17	000917	____	156	1012.57	0.00	141755.63	0.71
2018-08-17	000918	___	58	101665.16	0.00	180419.15	56.35
2018-08-17	000919	____	7	6.09	0.00	50400.00	0.01
2018-08-17	000920	____	24	127.84	0.00	42200.00	0.30
2018-08-17	000921	____	49	11.92	0.00	90313.56	0.01
2018-08-17	000922	*ST__	4	3073.00	0.00	48989.34	6.27
2018-08-17	000923	____	85	138.24	20483.83	65272.90	31.59
2018-08-17	000925	____	31	8315.14	5140.93	55009.60	24.46
2018-08-17	000926	____	34	12726.12	0.00	96246.25	13.22
2018-08-17	000927	____	20	119.62	0.00	159517.40	0.07
2018-08-17	000928	____	46	21921.59	43022.51	125666.29	51.68
2018-08-17	000929	____	67	1681.68	0.00	18576.60	9.05
2018-08-17	000930	____	40	34.21	0.00	96441.11	0.04
2018-08-17	000931	___	19	15827.57	4410.14	75312.70	26.87
2018-08-17	000932	____	8	180658.36	0.00	301565.00	59.91
2018-08-17	000933	____	64	20065.51	0.00	190050.00	10.56
2018-08-17	000935	____	102	19100.17	0.00	76344.03	25.02
2018-08-17	000936	____	44	22822.25	11000.00	88601.29	38.17
2018-08-17	000937	____	61	11318.54	24266.67	353354.69	10.07
2018-08-17	000938	____	38	60.38	45875.71	145922.44	31.48
2018-08-17	000939	*ST__	32	55703.85	70980.00	392959.55	32.24
2018-08-17	000948	____	21	50.06	0.00	24660.60	0.20
2018-08-17	000949	____	22	25284.76	0.00	125765.60	20.10
2018-08-17	000950	*ST__	1	0.84	0.00	172818.47	0.00
2018-08-17	000951	____	18	32.13	0.00	67108.08	0.05
2018-08-17	000952	____	3	0.39	0.00	25170.55	0.00
2018-08-17	000953	ST__	2	8700.00	0.00	29405.94	29.59
2018-08-17	000955	____	15	10095.01	0.00	53839.50	18.75
2018-08-17	000957	____	64	19.68	0.00	59290.39	0.03
2018-08-17	000958	____	145	102.65	0.00	110227.32	0.09
2018-08-17	000959	____	20	185015.48	0.00	528938.96	34.98
2018-08-17	000960	____	81	27181.27	9927.00	166877.64	22.24
2018-08-17	000961	____	125	135586.69	0.00	370978.88	36.55
2018-08-17	000962	____	13	2020.21	0.00	44083.26	4.58
2018-08-17	000963	____	27	17502.20	14679.28	145817.46	22.07
2018-08-17	000965	____	24	37.82	0.00	110983.09	0.03
2018-08-17	000966	____	10	6.61	0.00	110828.41	0.01
2018-08-17	000967	____	36	28635.63	30741.29	116698.89	50.88
2018-08-17	000968	____	14	4426.06	8985.51	96750.27	13.86
2018-08-17	000969	____	32	391.46	1787.50	102600.81	2.12
2018-08-17	000970	____	57	1199.28	0.00	106520.00	1.13
2018-08-17	000971	____	77	14555.62	25499.45	102163.53	39.21
2018-08-17	000973	____	34	66.16	0.00	96742.32	0.07
