code,name,industry,area,pe,outstanding,totals,esp,bvps,pb,timeToMarket,rev,profit,gpr,npr,tmpclose,pos2year,pos1year,pos6month,de2year,de1year,de6month,totalvalue,subvalue
11,深物业A,区域地产,深圳,30.24,1.76,5.96,0.09,5,2.17,19920330,-47.59,-82.28,14.48,9.82,10.85,0.08,0.08,0.14,0.49,0.49,0.34,64.67,19.1
600620,天宸股份,综合类,上海,0,6.87,6.87,-0.006,3.6,1.73,19921117,-1.45,24.47,40.39,-34.25,6.24,0.04,0.06,0.15,0.68,0.56,0.34,42.87,42.87
600233,圆通速递,仓储物流,辽宁,27.16,7.83,28.31,0.11,3.4,3.56,20000608,52.88,13,12.31,5.91,12.11,0.01,0.02,0.04,0.68,0.46,0.34,342.83,94.82
2399,海普瑞,化学制药,深圳,125.13,12.47,12.47,0.034,6.12,2.75,20100506,75.15,447.55,31.55,5.26,16.85,0.17,0.17,0.05,0.34,0.34,0.34,210.12,210.12
687,华讯方舟,通信设备,河北,87.33,5.29,7.66,0.023,1.95,4.12,19970221,33.45,46.15,36.7,4.69,8.06,0.02,0.03,0.06,0.63,0.52,0.34,61.74,42.64
600636,三爱富,化工原料,上海,10.1,4.47,4.47,0.536,6.19,1.75,19930316,-68.48,127.78,12.5,26.37,10.83,0,0,0,0.34,0.34,0.34,48.41,48.41
600373,中文传媒,出版业,江西,8.39,13.78,13.78,0.327,9.18,1.2,20020304,-2.4,-4.75,41.78,15.81,10.98,0,0,0,0.57,0.55,0.34,151.3,151.3
600010,包钢股份,普钢,内蒙,28.09,316.77,455.85,0.014,1.1,1.43,20010309,22.18,222.19,18.32,4.9,1.57,0.05,0.06,0.09,0.49,0.46,0.34,715.68,497.33
887,中鼎股份,橡胶,安徽,9.69,12.19,12.34,0.305,6.42,1.84,19981203,25.24,20.24,28.56,12.39,11.83,0,0,0,0.56,0.44,0.34,145.98,144.21
2224,三 力 士,橡胶,浙江,47.43,4.7,6.58,0.029,2.59,2.12,20080425,16.59,-40.05,35.88,10.55,5.49,0.02,0.03,0.08,0.72,0.56,0.34,36.12,25.8
2119,康强电子,半导体,浙江,38.72,2.83,2.89,0.061,2.62,3.58,20070302,27.95,28.87,21.33,5.13,9.4,0,0,0,0.42,0.42,0.34,27.17,26.6
972,*ST中基,食品,新疆,0,7.71,7.71,-0.013,1.13,2.49,20000926,-31.3,51.84,30.26,-21.09,2.81,0,0.01,0.01,0.65,0.41,0.34,21.67,21.67
2290,中科新材,家用电器,江苏,30.13,1.64,2.43,0.082,5.06,1.96,20090903,29,61.71,17.75,5.25,9.92,0.01,0.01,0.02,0.65,0.42,0.34,24.11,16.27
2061,浙江交科,化工原料,浙江,11.19,5.59,13.05,0.228,4.37,2.34,20060816,62.87,223.11,13.67,6.84,10.23,0.34,0.11,0.13,0.37,0.37,0.34,133.5,57.19
300440,运达科技,软件服务,四川,160.98,4.46,4.52,0.01,2.86,2.19,20150423,-4.77,-60.79,50.51,5.08,6.25,0.03,0.04,0.12,0.66,0.61,0.34,28.25,27.88
960,锡业股份,小金属,云南,19.07,12.09,16.69,0.271,6.88,1.5,20000221,7.38,26.16,8.51,2.25,10.34,0.02,0.02,0.03,0.4,0.38,0.34,172.57,125.01
300249,依米康,软件服务,四川,35.93,3.03,4.47,0.085,1.73,3.55,20110803,37.38,63.32,27.83,7.04,6.13,0.04,0.06,0.02,0.62,0.52,0.34,27.4,18.57
2284,亚太股份,汽车配件,浙江,45.2,6.86,7.38,0.03,3.64,1.52,20090828,5.75,-48.17,12.67,2.08,5.53,0,0,0.01,0.69,0.55,0.34,40.81,37.94
300051,三五互联,互联网,福建,63.71,2.45,3.67,0.031,2.7,2.95,20100211,-23.65,-22.54,73.59,19.47,7.96,0.06,0.13,0.14,0.57,0.36,0.34,29.21,19.5
600094,大名城,区域地产,上海,79.99,22.77,24.75,0.015,4.81,1.01,19970703,64.19,-86.52,38.63,2.62,4.85,0,0,0,0.55,0.41,0.34,120.04,110.43
600112,天成控股,电气设备,贵州,0,5.09,5.09,-0.041,2.4,1.44,19971127,-2.98,-178.57,30.82,-20.51,3.45,0.05,0.09,0.23,0.74,0.6,0.34,17.56,17.56
2056,横店东磁,元器件,浙江,26.53,16.43,16.44,0.064,2.89,2.34,20060802,13.46,67.77,22.83,7.48,6.75,0.09,0.04,0.06,0.44,0.44,0.34,110.97,110.9
729,燕京啤酒,啤酒,北京,79.37,25.09,28.19,0.019,4.58,1.33,19970716,3.35,0.83,32.17,1.65,6.1,0.1,0.1,0.01,0.34,0.34,0.34,171.96,153.05
936,华西股份,化纤,江苏,97.36,7.48,8.86,0.014,5.12,1.09,19990810,-23.91,-32.27,15.1,2.25,5.6,0.05,0.1,0.1,0.51,0.34,0.34,49.62,41.89
300084,海默科技,石油开采,甘肃,0,3.1,3.85,-0.049,4.54,1.07,20100520,40.84,-541.36,34.72,-22.68,4.85,0.03,0.06,0.11,0.65,0.52,0.34,18.67,15.04
2321,华英农业,农业综合,河南,65.43,4.24,5.34,0.024,4.68,1.32,20091216,65.63,45.9,11.18,1.1,6.19,0.05,0.05,0.11,0.56,0.56,0.34,33.05,26.25
2351,漫步者,电脑设备,深圳,41.48,2.99,5.95,0.037,3,2.04,20100205,-6.44,-39.42,29.86,11.25,6.14,0,0.01,0.01,0.63,0.48,0.34,36.53,18.36
2583,海能达,通信设备,深圳,0,10.48,18.16,-0.06,3.07,2.92,20110527,146.16,33.65,48.78,-8.5,8.95,0.09,0.09,0.23,0.6,0.6,0.34,162.53,93.8
2762,金发拉比,服饰,广东,29.09,1.89,3.57,0.059,2.76,2.47,20150610,10.92,22.64,53.28,21.2,6.83,0.02,0.08,0.14,0.79,0.48,0.34,24.38,12.91
600091,ST明科,化工原料,内蒙,0,3.37,4.37,-0.009,2.04,1.68,19970704,3.68,-121.5,0.45,-27.77,3.42,0.01,0.01,0.03,0.73,0.54,0.34,14.95,11.53
600573,惠泉啤酒,啤酒,福建,0,2.5,2.5,-0.038,4.42,1.39,20030226,1.72,29.13,20.62,-8.11,6.13,0.01,0.02,0.03,0.62,0.44,0.34,15.33,15.33
2741,光华科技,化工原料,广东,30.1,3.21,3.74,0.236,3.1,4.59,20150216,38,86.13,24.91,11.35,14.22,0.12,0.11,0.05,0.38,0.34,0.34,53.18,45.65
600155,华创阳安,证券,河北,45.33,11.28,17.4,0.037,8.61,0.79,19980918,-52.13,30.2,64.17,151.69,6.78,0.03,0.04,0.1,0.66,0.57,0.34,117.97,76.48
300405,科隆股份,化工原料,辽宁,139.27,1.33,1.52,0.014,6.24,1.28,20141030,35.08,3.12,15.4,1.08,8,0,0.01,0.02,0.74,0.54,0.34,12.16,10.64
300038,梅泰诺,通信设备,北京,25.35,4.1,11.72,0.102,8.51,1.22,20100108,275.51,1726.1,28.37,14.69,10.35,0.1,0.11,0.15,0.44,0.43,0.34,121.3,42.44
2590,万安科技,汽车配件,浙江,29.58,4.25,4.8,0.067,3.89,2.03,20110610,-0.5,-7.84,26.82,5.82,7.88,0.01,0.02,0.04,0.69,0.56,0.34,37.82,33.49
2078,太阳纸业,造纸,山东,8.82,25.32,25.93,0.24,4.1,2.04,20061116,14.29,40.14,27.53,12.23,8.39,0.41,0.1,0.04,0.34,0.34,0.34,217.55,212.43
923,河北宣工,铜,河北,75.69,1.98,6.53,0.051,10.06,1.55,19990714,-11.25,-80.68,59.71,2.93,15.55,0.08,0.14,0.24,0.65,0.49,0.34,101.54,30.79
600825,新华传媒,出版业,上海,124.87,10.45,10.45,0.008,2.52,1.63,19940204,-24.57,18.51,41.98,3.76,4.1,0.06,0.1,0.13,0.57,0.4,0.33,42.85,42.85
600139,西部资源,汽车整车,四川,0,6.62,6.62,-0.043,0.58,7.33,19980225,-16.43,14.33,45.44,-71.81,4.27,0.04,0.06,0.15,0.69,0.59,0.33,28.27,28.27
501,鄂武商Ａ,百货,湖北,7.37,6.78,7.69,0.38,9.73,1.12,19921120,3.51,-0.41,20.72,5.89,10.92,0.02,0.02,0.02,0.43,0.43,0.33,83.97,74.04
600976,健民集团,中成药,湖北,24.68,1.53,1.53,0.38,7.28,2.54,20040419,-27.13,19.37,39.51,5.35,18.5,0,0,0,0.48,0.36,0.33,28.31,28.31
600211,西藏药业,中成药,西藏,20.09,1.46,1.8,0.382,11.48,2.68,19990721,-13.4,26.84,79.23,32.28,30.72,0.1,0.15,0.09,0.46,0.33,0.33,55.3,44.85
600491,龙元建设,建筑施工,浙江,12.63,9.48,15.3,0.17,4.86,1.47,20040524,36.11,80.91,9.64,4,7.14,0.09,0.13,0.16,0.49,0.39,0.33,109.24,67.69
300240,飞力达,仓储物流,江苏,31.16,3.65,3.66,0.105,3.03,2.17,20110706,8.82,-0.18,12.02,2.49,6.56,0.1,0.15,0.23,0.56,0.45,0.33,24.01,23.94
600171,上海贝岭,半导体,上海,102.5,6.74,7,0.027,3.5,3.15,19980924,45.3,26.01,26.36,11.45,11.04,0.19,0.06,0.08,0.39,0.39,0.33,77.28,74.41
300179,四方达,矿物制品,河南,30.24,3.26,5,0.069,1.6,2.6,20110215,17.95,-15.76,47.96,19.62,4.17,0.02,0.02,0.03,0.5,0.44,0.33,20.85,13.59
962,东方钽业,小金属,宁夏,0,4.41,4.41,-0.066,2.44,2.44,20000120,0.35,44.85,6.63,-12.1,5.95,0.08,0.1,0.18,0.55,0.5,0.33,26.24,26.24
600618,氯碱化工,化工原料,上海,13.33,7.5,11.56,0.147,2.67,2.93,19921113,4.87,190.24,14.45,10.56,7.83,0.02,0.03,0.04,0.48,0.42,0.33,90.51,58.73
2389,南洋科技,元器件,浙江,213.12,5.37,9.47,0.015,6.32,1.96,20100413,489.4,149.71,24.59,3.05,12.42,0.01,0.01,0.02,0.55,0.55,0.33,117.62,66.7
2698,博实股份,化工机械,黑龙江,66.96,5.31,6.82,0.03,2.86,2.85,20120911,36.44,39.46,35.66,12.03,8.15,0.01,0.02,0.02,0.55,0.34,0.33,55.58,43.28
600208,新湖中宝,全国地产,浙江,8.57,85.98,85.99,0.092,3.85,0.82,19990623,94.32,107.08,35.11,26.39,3.14,0.01,0.01,0.02,0.44,0.44,0.33,270.01,269.98
600175,美都能源,综合类,浙江,62.49,24.51,35.76,0.013,3,1.13,19990408,17.81,42.08,16.58,3.73,3.37,0,0,0,0.43,0.43,0.33,120.51,82.6
2374,丽鹏股份,建筑施工,山东,55.62,7.24,8.77,0.018,3.65,1.08,20100318,29.45,834.42,14.05,4.33,3.93,0.04,0.08,0.12,0.61,0.45,0.33,34.47,28.45
600640,号百控股,酒店餐饮,上海,41.6,5.89,7.96,0.058,5.45,1.76,19930407,-33.59,-26.45,29.26,5.51,9.6,0.03,0.03,0.08,0.58,0.53,0.33,76.42,56.54
2540,亚太科技,铝,江苏,19.62,7.05,12.71,0.065,3.76,1.36,20110118,9.26,16.73,19.5,9.82,5.1,0.03,0.04,0.04,0.43,0.33,0.33,64.82,35.96
415,渤海金控,多元金融,新疆,9.87,35.48,61.85,0.088,5.03,0.69,19960716,-21.97,35.34,48.6,7.31,3.46,0.01,0.01,0.02,0.55,0.5,0.33,214,122.76
762,西藏矿业,小金属,西藏,0,4.76,5.21,-0.034,4.11,2.37,19970708,50.52,21.51,14.22,-19.45,9.74,0.04,0.04,0.11,0.6,0.6,0.33,50.75,46.36
548,湖南投资,路桥,湖南,173.15,4.99,4.99,0.006,3.3,1.31,19931220,25.81,23.25,51.78,5.52,4.34,0.04,0.07,0.11,0.6,0.46,0.33,21.66,21.66
2725,跃岭股份,汽车配件,浙江,134.6,1.1,2.56,0.017,3.57,2.5,20140129,19.28,-47.65,16.34,2.06,8.93,0.09,0.17,0.17,0.49,0.33,0.33,22.86,9.82
2158,汉钟精机,工程机械,上海,37.51,5.3,5.3,0.055,3.41,2.41,20070817,16.24,3.49,35.37,8.5,8.23,0.01,0.01,0.03,0.63,0.53,0.33,43.62,43.62
2145,中核钛白,化工原料,甘肃,13.81,11.15,15.91,0.134,2.01,1.84,20070803,-4.27,-9.57,27.97,13.59,3.69,0.09,0.1,0.15,0.47,0.46,0.33,58.71,41.14
300252,金信诺,电气设备,深圳,26.76,3.91,5.78,0.158,4.04,2.09,20110818,28.46,-18.65,25.24,6.66,8.45,0.02,0.04,0.1,0.71,0.54,0.33,48.84,33.04
2505,大康农业,农业综合,湖南,136.42,54.85,54.85,0.003,1.01,1.83,20101118,-24.47,-64.97,12.87,0.51,1.84,0.01,0.01,0.02,0.51,0.47,0.33,100.92,100.92
821,京山轻机,轻工机械,湖北,28.42,4.41,5.38,0.077,5.09,1.73,19980626,105.4,235.42,20.69,7.81,8.8,0.03,0.03,0.05,0.47,0.44,0.33,47.34,38.81
606,顺利办,互联网,青海,28.88,5.46,7.66,0.054,3.66,1.7,19961004,80.94,248,31.26,27.63,6.24,0.02,0.04,0.05,0.52,0.4,0.33,47.8,34.07
600635,大众公用,供气供热,上海,94.99,24.19,29.52,0.009,2.47,1.45,19930304,13.85,-78,10.37,1.82,3.58,0.03,0.04,0.04,0.45,0.33,0.33,105.68,86.6
600070,浙江富润,纺织,浙江,44.29,4.02,5.22,0.036,4.63,1.38,19970604,27.71,-65.19,20.11,3.98,6.4,0,0,0,0.56,0.45,0.33,33.41,25.73
600860,京城股份,专用机械,北京,0,3.22,4.22,-0.068,1.33,3.62,19940506,-11.35,34.89,13.11,-6.04,4.8,0.02,0.06,0.07,0.61,0.38,0.33,20.26,15.46
2424,贵州百灵,中成药,贵州,23.5,7.32,14.11,0.106,2.53,3.92,20100603,11.67,7.83,58.47,21.9,9.92,0,0.01,0.01,0.6,0.51,0.33,139.97,72.61
2105,信隆健康,文教休闲,深圳,203.72,3.69,3.69,0.01,1.38,3.07,20070112,-25.86,-87.61,13.39,0.57,4.25,0.01,0.03,0.07,0.73,0.53,0.33,15.68,15.68
2026,山东威达,机械基件,山东,21.24,3.75,4.2,0.063,5.64,0.94,20040727,35.2,-20.29,24.72,6.59,5.33,0,0,0,0.58,0.47,0.33,22.39,19.99
600746,江苏索普,化工原料,江苏,0,3.05,3.06,-0.011,1.63,3.41,19960918,-33.37,-107.37,5.03,-2.47,5.57,0.04,0.06,0.13,0.62,0.56,0.33,17.04,16.99
799,酒鬼酒,白酒,湖南,27.75,3.25,3.25,0.352,6.38,3.07,19970718,41.26,38.3,78.35,21.87,19.55,0.2,0,0,0.38,0.38,0.33,63.54,63.54
2527,新时达,电器仪表,上海,0,4.22,6.2,-0.02,4.86,1.32,20101224,23.71,-156.89,19.05,-1.64,6.41,0.01,0.02,0.03,0.58,0.48,0.33,39.74,27.05
417,合肥百货,百货,安徽,12.32,7.79,7.8,0.21,4.75,1.09,19960812,3.25,-7.25,18.57,2.94,5.17,0,0,0,0.44,0.44,0.33,40.33,40.27
2237,恒邦股份,黄金,山东,16.28,8.36,9.1,0.135,4.85,1.81,20080520,-6.31,74.47,7.87,2.66,8.79,0.04,0.04,0.04,0.36,0.33,0.33,79.99,73.48
2092,中泰化学,化工原料,新疆,7.52,20.34,21.46,0.579,8.3,1.05,20061208,62.79,-0.11,13.68,4.54,8.71,0.03,0.03,0.06,0.52,0.49,0.33,186.92,177.16
600343,航天动力,航空,陕西,258.55,6.38,6.38,0.018,3.44,2.66,20030408,1.48,-14.09,15.98,1.68,9.15,0.02,0.04,0.07,0.67,0.49,0.33,58.38,58.38
300337,银邦股份,铝,江苏,108.22,7.01,8.22,0.013,1.89,2.97,20120718,10.42,-51.7,9.56,2.24,5.61,0,0,0,0.55,0.52,0.33,46.11,39.33
564,供销大集,百货,陕西,25.39,18.89,60.08,0.031,5.09,0.62,19940110,-20.05,1.4,17.21,3.86,3.16,0,0,0,0.69,0.53,0.33,189.85,59.69
300062,中能电气,电气设备,福建,206.17,1.89,3.08,0.006,2.6,2.01,20100319,22.46,-51.13,34.07,1.21,5.23,0.03,0.06,0.14,0.74,0.55,0.33,16.11,9.88
300219,鸿利智汇,元器件,广东,16.67,5.44,7.13,0.13,3.86,2.24,20110518,26.24,16.07,21.93,10.6,8.66,0,0,0,0.39,0.39,0.33,61.75,47.11
2190,成飞集成,汽车配件,四川,0,3.45,3.59,-0.149,5.61,3.03,20071203,60.34,-1553.67,6.83,-6.28,16.99,0.03,0.05,0.07,0.56,0.42,0.33,60.99,58.62
2597,金禾实业,化工原料,安徽,9.35,5.6,5.64,0.962,6.2,2.9,20110707,-0.05,12.09,34.55,24.06,18,0.32,0.01,0.01,0.36,0.36,0.33,101.52,100.8
300105,龙源技术,电器仪表,山东,581.11,5.13,5.13,0.004,3.77,1.09,20100820,-30.01,39.18,31.08,1.02,4.1,0.04,0.06,0.11,0.6,0.5,0.33,21.03,21.03
2205,国统股份,其他建材,新疆,0,1.16,1.16,-0.045,7.98,1.55,20080123,-5.95,-11.19,21.2,-1.99,12.4,0.05,0.08,0.16,0.65,0.52,0.33,14.38,14.38
2572,索菲亚,家居用品,广东,56.97,6.2,9.23,0.112,4.95,5.14,20110412,30.32,33.48,34.75,8.29,25.44,0.09,0.09,0.11,0.39,0.39,0.33,234.81,157.73
2280,联络互动,软件服务,浙江,27.04,18.5,21.77,0.048,3.14,1.64,20090821,2018.24,46.13,15.8,2.71,5.16,0.01,0.03,0.06,0.76,0.48,0.33,112.33,95.46
783,长江证券,证券,湖北,36.51,55.29,55.29,0.07,4.69,1.06,19970731,-15.12,-62.02,0,16.11,4.99,0.01,0.01,0.02,0.59,0.5,0.33,275.9,275.9
300020,银江股份,软件服务,浙江,25.84,6.19,6.56,0.082,4.82,1.75,20091030,36.77,59.67,26.47,11.12,8.45,0.02,0.04,0.07,0.6,0.44,0.33,55.43,52.31
600716,凤凰股份,区域地产,江苏,0,9.1,9.36,-0.013,4.83,0.72,19960702,65.95,83.17,11.59,-1.66,3.48,0.01,0.03,0.04,0.6,0.41,0.33,32.57,31.67
600259,广晟有色,小金属,海南,513.61,2.62,3.02,0.012,6.48,3.69,20000525,-62.04,104.25,5.28,0.58,23.9,0,0,0,0.61,0.55,0.33,72.18,62.62
300446,乐凯新材,化工原料,河北,15.85,1.18,1.23,0.249,4.85,3.25,20150423,0.27,0.15,60.21,43.64,15.77,0,0,0,0.68,0.49,0.33,19.4,18.61
300522,世名科技,染料涂料,江苏,38.37,0.51,1.21,0.13,5.04,4.01,20160705,16.26,25.63,45.61,21.92,20.23,0.07,0.25,0.28,0.74,0.4,0.33,24.48,10.32
600038,中直股份,航空,黑龙江,71.64,5.89,5.89,0.12,12.43,2.76,20001218,2.54,-0.49,14.18,3.3,34.35,0.06,0.08,0.08,0.37,0.33,0.33,202.32,202.32
600838,上海九百,百货,上海,31.87,4.01,4.01,0.055,3.11,2.23,19940224,-17.53,-1.11,56.52,110.74,6.95,0.02,0.04,0.08,0.64,0.47,0.33,27.87,27.87
2040,南 京 港,港口,江苏,30.45,3.07,3.72,0.07,6.55,1.3,20050325,8.46,24.31,46.99,16.41,8.55,0.02,0.03,0.06,0.68,0.52,0.33,31.81,26.25
603566,普莱柯,生物制药,河南,30.41,3.21,3.24,0.236,4.89,2.94,20150518,10.46,23.4,67.99,26.79,14.36,0.01,0.02,0.02,0.47,0.43,0.33,46.53,46.1
2087,新野纺织,纺织,河南,14.49,8.16,8.17,0.064,4.04,0.92,20061130,16.25,128.36,16.1,4.03,3.72,0.03,0.04,0.06,0.49,0.44,0.33,30.39,30.36
905,厦门港务,港口,福建,102.68,5.31,5.31,0.035,5.04,1.44,19990429,5.59,-70.68,3.44,0.27,7.24,0,0,0,0.58,0.57,0.33,38.44,38.44
300113,顺网科技,互联网,浙江,17.33,4.77,6.94,0.23,4.65,3.43,20100827,66.26,21.4,64.44,27.81,15.97,0.05,0.11,0.11,0.56,0.33,0.33,110.83,76.18
300485,赛升药业,生物制药,北京,21.96,2.47,4.8,0.275,4.98,2.42,20150626,117.02,25.16,85.78,23,12.06,0.05,0.1,0.05,0.51,0.33,0.33,57.89,29.79
2084,海鸥住工,家居用品,广东,27.88,4.05,5.06,0.079,3.18,1.39,20061124,7.31,1.36,19.4,3.84,4.43,0.01,0.01,0.02,0.64,0.51,0.33,22.42,17.94
600830,香溢融通,多元金融,浙江,35.23,4.54,4.54,0.037,4.66,1.11,19940224,-27.75,4.21,15.38,8.18,5.17,0.01,0.01,0.03,0.6,0.49,0.33,23.47,23.47
2081,金 螳 螂,装修装饰,江苏,11.31,25.59,26.43,0.209,4.55,2.08,20061120,16.51,15.66,16.02,10.92,9.47,0.01,0.01,0.01,0.42,0.42,0.33,250.29,242.34
600992,贵绳股份,钢加工,贵州,86.24,2.45,2.45,0.021,5.63,1.31,20040514,23.37,3.18,12.78,1.18,7.37,0,0,0.01,0.63,0.53,0.33,18.06,18.06
603822,嘉澳环保,环境保护,浙江,55.55,0.41,0.73,0.12,9.43,2.79,20160428,8.49,97.65,13.1,4.37,26.31,0.02,0.06,0.1,0.74,0.47,0.33,19.21,10.79
600855,航天长峰,专用机械,北京,0,3.3,3.52,-0.07,2.57,4.13,19940425,11.11,-61.73,22.67,-14.4,10.6,0,0,0,0.67,0.47,0.33,37.31,34.98
600577,精达股份,电气设备,安徽,11.71,19.55,19.55,0.146,1.59,2.15,20020911,18.53,65.6,9.46,4.53,3.43,0.02,0.05,0.05,0.54,0.33,0.33,67.06,67.06
2,万 科Ａ,全国地产,深圳,72.01,97.15,110.39,0.081,12.34,1.89,19910129,65.83,28.68,34.17,2.9,23.35,0.24,0.12,0.18,0.43,0.43,0.33,2577.61,2268.45
600158,中体产业,文教休闲,天津,0,6.57,8.44,-0.013,1.92,4.68,19980327,-3.61,15.99,19.45,-10.6,8.99,0.04,0.12,0.16,0.66,0.4,0.33,75.88,59.06
300103,达刚路机,工程机械,陕西,62.32,2.51,3.18,0.03,2.82,2.66,20100812,30.11,66.27,21.49,13.2,7.52,0,0,0,0.61,0.44,0.33,23.91,18.88
2090,金智科技,软件服务,江苏,39.35,2.31,2.38,0.09,5.03,2.8,20061208,-29.4,-37.86,28.45,5.54,14.11,0.07,0.09,0.13,0.5,0.44,0.33,33.58,32.59
35,中国天楹,环境保护,江苏,59.53,12.81,13.52,0.017,2.25,1.81,19940408,22.23,1.36,31.25,7.91,4.07,0.02,0.03,0.04,0.52,0.39,0.33,55.03,52.14
995,*ST皇台,白酒,甘肃,0,1.77,1.77,-0.074,-0.88,-7.14,20000807,-21.59,2.37,0.15,-170.43,6.27,0.09,0.16,0.29,0.66,0.51,0.33,11.1,11.1
952,广济药业,化学制药,湖北,8.16,2.52,2.52,0.337,3.35,3.28,19991112,43.63,247.47,69.24,34.66,11.01,0.04,0.07,0.08,0.5,0.35,0.33,27.75,27.75
601216,君正集团,化工原料,内蒙,8.68,84.38,84.38,0.092,1.96,1.64,20110222,18.38,46.12,44.85,35.68,3.21,0.04,0.04,0.06,0.44,0.44,0.33,270.86,270.86
600206,有研新材,半导体,北京,722.93,8.39,8.47,0.003,3.41,2.33,19990319,7.47,-75.73,6.1,0.23,7.95,0,0,0,0.43,0.43,0.33,67.34,66.7
600428,中远海特,水运,广东,99.55,16.9,21.47,0.009,4.38,0.83,20020418,1.23,77.95,13.57,1.21,3.65,0.07,0.08,0.16,0.55,0.5,0.33,78.37,61.69
300422,博世科,环境保护,广西,18.47,2.64,3.56,0.17,3.43,3.66,20150217,140.82,270.82,30.49,11.66,12.58,0,0,0,0.39,0.39,0.33,44.78,33.21
601,韶能股份,水力发电,广东,12.45,10.8,10.81,0.094,4.22,1.11,19960830,-10.91,-18.28,22.19,13.6,4.66,0.09,0.15,0.2,0.54,0.41,0.33,50.37,50.33
2161,远 望 谷,通信设备,深圳,0,6.98,7.4,-0.03,2.2,3.34,20070821,-7,-45.86,34.58,-29.61,7.34,0.08,0.09,0.06,0.47,0.46,0.33,54.32,51.23
810,创维数字,家用电器,四川,23.71,9.6,10.7,0.16,2.67,2.7,19980602,3.29,198.53,16.6,4.58,7.2,0.09,0.22,0.23,0.63,0.4,0.33,77.04,69.12
2481,双塔食品,食品,山东,31.02,11.27,12.63,0.053,2.04,1.62,20100921,37.6,54.81,15.06,6,3.3,0,0,0,0.66,0.52,0.33,41.68,37.19
300054,鼎龙股份,化工原料,湖北,29.61,6.84,9.61,0.137,3.83,2.12,20100211,-20.41,-15.37,36.04,19.55,8.1,0.04,0.06,0.07,0.44,0.37,0.33,77.84,55.4
600769,祥龙电业,建筑施工,湖北,563.23,3.75,3.75,0.004,0.13,37.07,19961101,-55.6,-39.04,6.48,8.68,4.82,0.03,0.07,0.08,0.63,0.44,0.33,18.08,18.08
2751,易尚展示,家居用品,深圳,213.42,0.93,1.55,0.032,6.03,4.51,20150424,13.33,248.11,34.31,3.61,27.21,0,0,0,0.57,0.38,0.33,42.18,25.31
823,超声电子,元器件,广东,459.12,5.37,5.37,0.004,5.81,1.26,19971008,14.13,-96.21,18.86,0.2,7.32,0.09,0.09,0.24,0.6,0.6,0.33,39.31,39.31
300233,金城医药,化学制药,山东,18.28,3.55,3.93,0.387,10.02,1.41,20110622,24.65,21.61,43,10.07,14.14,0.04,0.07,0.08,0.47,0.34,0.33,55.57,50.2
2566,益盛药业,中成药,吉林,26.34,2.25,3.31,0.062,5.51,1.18,20110318,13.69,11.1,76.84,7.91,6.48,0,0,0,0.55,0.39,0.33,21.45,14.58
801,四川九洲,通信设备,四川,167.98,10.23,10.23,0.014,2.28,2.08,19980506,14.33,175.3,15.73,0.88,4.73,0.06,0.11,0.19,0.63,0.47,0.33,48.39,48.39
600699,均胜电子,汽车配件,浙江,167.1,9.49,9.49,0.033,13.11,1.67,19931206,7.03,-85.04,17.14,0.45,21.9,0,0,0,0.48,0.48,0.33,207.83,207.83
2667,鞍重股份,工程机械,辽宁,37.89,1.59,2.31,0.04,3.32,1.83,20120329,69.97,7.42,35.54,19.93,6.09,0.03,0.07,0.14,0.72,0.49,0.33,14.07,9.68
668,荣丰控股,区域地产,上海,133.82,1.47,1.47,0.017,4.2,2.21,19961210,2814.43,124.79,46.39,8.4,9.29,0,0,0,0.65,0.48,0.33,13.66,13.66
600250,南纺股份,商贸代理,江苏,0,2.59,2.59,-0.173,1.7,3.76,20010306,40.96,3.86,3.65,-22.05,6.39,0.03,0.04,0.1,0.63,0.59,0.33,16.55,16.55
595,宝塔实业,机械基件,宁夏,109.94,7.54,7.64,0.008,0.92,3.93,19960419,-22.69,21.57,20.69,6.53,3.61,0.02,0.06,0.08,0.69,0.42,0.33,27.58,27.22
2777,久远银海,软件服务,四川,139.57,0.6,1.73,0.048,5.54,4.86,20151231,30.65,21.11,36.46,6.85,26.96,0.09,0.15,0.18,0.52,0.38,0.32,46.64,16.18
600612,老凤祥,服饰,上海,11.75,3.17,5.23,0.638,11.41,2.63,19920814,8.97,7.42,7.18,2.36,30,0.05,0.06,0.06,0.36,0.32,0.32,156.9,95.1
2801,微光股份,电气设备,浙江,35.95,0.29,1.18,0.156,7.26,3.09,20160622,13.48,-18.42,25.65,14.81,22.46,0,0,0,0.76,0.5,0.32,26.5,6.51
603885,吉祥航空,空运,上海,12.52,17.97,17.97,0.241,5.05,2.39,20150527,15.9,2.91,21.15,11.99,12.06,0,0,0,0.38,0.32,0.32,216.72,216.72
600657,信达地产,全国地产,北京,0,15.24,28.52,-0.07,6.38,0.59,19930524,-27.95,24.06,34.22,-20.01,3.76,0,0,0,0.52,0.46,0.32,107.24,57.3
603688,石英股份,矿物制品,江苏,33.87,3.36,3.37,0.173,3.91,3,20141031,18.26,39.24,41.69,19.35,11.74,0.17,0.17,0.13,0.42,0.42,0.32,39.56,39.45
600797,浙大网新,软件服务,浙江,71.3,8.4,10.55,0.033,4.25,2.24,19970418,17.49,285.82,27.24,5.23,9.52,0.03,0.05,0.07,0.5,0.43,0.32,100.44,79.97
