,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
48,603917,合力科技,0.63,18.21,,12.58,,5328.13,18.22,,11-14
49,300729,乐歌股份,0.68,3.03,5.88,12.29,0.7,4400.83,5.27,,11-13
50,002913,奥士康,1.04,-18.11,,13.74,,11246.67,-18.08,,11-13
51,603711,香飘飘,0.23,,3.43,6.57,-0.18,8183.33,,,11-13
52,603076,乐惠国际,0.95,0.0,7.66,13.19,0.4,5294.86,-0.0,,11-10
53,603278,大业股份,0.69,-4.17,4.29,17.18,0.17,10768.82,-3.61,,11-10
54,603083,剑桥科技,0.75,38.89,9.91,7.86,1.14,5509.58,40.03,,11-09
55,603916,苏博特,0.5,21.95,5.41,9.84,0.46,11507.12,21.99,,11-09
56,300722,新余国科,0.46,12.2,3.69,13.03,-0.37,2765.39,12.54,,11-09
57,300725,药石科技,0.96,81.13,5.42,19.38,0.93,5263.76,99.86,,11-09
58,300716,国立科技,0.48,0.0,6.09,8.15,0.82,3815.6,3.79,,11-08
59,300719,安达维尔,0.06,18.25,3.23,1.9,-1.03,767.43,24.26,,11-08
60,300727,润禾材料,0.47,34.29,3.83,13.21,-0.14,3465.52,41.33,,11-07
61,603685,晨丰科技,1.18,31.11,,23.5,,8854.57,30.6,,11-06
62,600903,贵州燃气,0.15,87.5,3.3,4.51,0.5,10235.87,92.94,,11-06
63,300718,长盛轴承,1.24,65.33,7.55,17.22,0.9,9303.65,65.84,,11-03
64,603856,东宏股份,0.69,23.21,6.25,11.03,-0.78,10228.39,24.47,,11-03
65,300717,华信新材,0.68,11.48,6.15,11.78,0.52,3287.6,11.63,,11-03
66,603507,振江股份,1.12,1.36,6.67,18.29,0.27,10537.62,1.37,,11-03
67,300720,海川智能,0.44,25.71,4.41,10.09,0.42,2357.52,24.62,,11-03
68,603659,璞泰来,0.88,69.23,3.58,27.94,-0.11,32393.25,68.3,,11-02
69,603937,丽岛新材,0.45,,,,,7072.08,,,11-01
70,600355,精伦电子,-0.02,-300.0,,-2.77,,-1118.25,-501.33,,10-31
71,000601,韶能股份,0.4,-5.23,,9.94,,43463.11,-5.22,,10-31
72,600775,南京熊猫,0.06,-35.33,,1.52,,5119.07,-35.3,,10-31
73,600793,宜宾纸业,0.96,-315.85,,97.19,,10064.84,-315.86,,10-31
74,002070,*ST众和,-0.22,-373.06,,-43.58,,-14101.47,-372.97,,10-31
75,600811,东方集团,0.16,-30.36,,2.5,,49002.65,-3.35,,10-31
76,600078,澄星股份,0.06,5.35,,2.27,,4182.85,5.6,,10-31
77,600489,中金黄金,0.09,-26.67,,2.29,,30412.62,-25.55,,10-31
78,000712,锦龙股份,0.22,-26.67,,5.25,,19560.91,-28.25,,10-31
79,600847,万里股份,0.02,-314.44,,0.0,,296.51,-305.85,,10-31
80,600130,波导股份,-0.09,-400.0,,-7.57,,-7259.47,-434.04,,10-31
81,600526,菲达环保,0.08,-20.0,,1.66,,4235.48,-19.03,,10-31
82,600882,广泽股份,-0.01,-111.11,,-0.27,,-318.81,-109.28,,10-31
83,600898,国美通讯,-0.08,-327.75,,-5.8,,-2093.45,-327.46,,10-31
84,600169,太原重工,0.01,-101.68,,0.42,,1733.17,-101.77,,10-31
85,000025,特力A,0.14,54.88,,4.43,,4060.46,54.89,,10-31
86,600599,熊猫金控,0.04,-364.29,,0.87,,617.65,-357.18,,10-31
87,601001,大同煤业,0.39,160.0,,12.32,,65548.81,154.31,,10-31
88,000068,华控赛格,-0.01,-73.55,,-1.33,,-821.84,-73.67,,10-31
89,601021,春秋航空,1.48,1.37,,15.14,,118787.76,1.56,,10-31
90,002886,沃特股份,0.35,-18.6,,5.61,,2719.11,6.74,,10-31
91,000413,东旭光电,0.21,5.0,,4.51,,102611.39,27.97,,10-31
92,600653,申华控股,-0.15,65.81,,-12.95,,-28991.03,71.81,,10-31
93,601179,中国西电,0.13,-13.33,,3.42,,65036.43,-13.83,,10-31
94,000520,长航凤凰,0.03,-1156.25,,12.09,,3423.98,-1171.92,,10-31
95,600690,青岛海尔,0.93,48.64,,19.51,,568236.17,48.63,,10-31
96,000539,粤电力A,0.15,-46.98,,3.24,,78206.21,-47.03,,10-31
97,600707,彩虹股份,-0.07,-44.0,,-4.03,,-5132.02,-44.34,,10-31
98,601595,上海电影,0.41,-31.67,,7.85,,15432.45,-13.26,,10-31
99,002311,海大集团,0.73,28.07,,16.73,,114935.29,30.61,,10-31
100,600333,长春燃气,-0.02,-140.0,,-0.77,,-1360.64,-148.0,,10-31
101,000558,莱茵体育,0.01,-57.79,,1.01,,1323.16,-36.94,,10-31
102,601901,方正证券,0.16,-50.0,4.52,3.66,0.58,133063.04,-50.07,,10-31
103,601988,中国银行,0.47,6.82,4.69,10.26,1.29,14550600.0,7.93,,10-31
104,000657,中钨高新,0.2,468.09,,4.13,,12538.34,468.31,,10-31
105,603009,北特科技,0.23,-29.75,,3.1,,4002.14,4.88,,10-31
106,603816,顾家家居,1.5,18.11,,17.13,,62000.81,47.75,,10-31
107,300134,大富科技,-0.48,-782.14,,-6.48,,-36645.54,-866.28,,10-31
108,002091,江苏国泰,0.39,-11.36,,9.35,,59774.25,146.72,,10-31
109,000698,沈阳化工,0.22,-29.87,,4.1,,17704.24,-29.96,,10-31
110,600834,申通地铁,0.13,4.9,,4.41,,6432.26,4.9,,10-31
111,002107,沃华医药,0.17,41.67,,11.78,,6123.65,43.51,,10-31
112,600496,精工钢构,0.04,-53.99,,1.66,,6275.0,-53.93,,10-31
113,600854,春兰股份,0.1,46.88,,2.74,,5370.79,46.82,,10-31
114,000737,*ST南风,-0.46,186.1,,,,-25291.11,186.05,,10-31
115,600870,*ST厦华,-0.01,-717.65,,-45.1,,-547.09,-705.58,,10-31
116,603116,红蜻蜓,0.64,28.0,,7.98,,26093.52,27.96,,10-31
117,000767,漳泽电力,-0.32,-317400.0,,-11.73,,-97640.28,-295354.39,,10-31
118,600887,伊利股份,0.81,12.5,,20.71,,493726.73,12.47,,10-31
119,603159,上海亚虹,0.32,-8.57,,8.06,,3198.87,17.4,,10-31
120,000679,大连友谊,0.02,-103.76,,0.41,,562.48,-103.71,,10-31
121,002413,雷科防务,0.07,16.67,,2.11,,7607.78,18.47,,10-31
122,000700,模塑科技,0.18,-20.72,,4.25,,13175.18,-20.73,,10-31
123,600497,驰宏锌锗,0.2,363.49,,9.37,,85880.36,1105.91,,10-31
124,600515,海航基础,0.38,53.56,,4.36,,150029.14,128.91,,10-31
125,600871,*ST油服,-0.23,-62.62,,-48.69,,-330600.5,-62.68,,10-31
126,603117,万林股份,0.18,5.88,,3.65,,8200.73,16.42,,10-31
127,600137,浪莎股份,0.21,146.51,,4.44,,2059.41,147.05,,10-31
128,600158,中体产业,0.05,92.18,,2.46,,3938.86,92.4,,10-31
129,600552,凯盛科技,0.12,-28.42,,3.8,,9042.81,43.18,,10-31
130,603196,日播时尚,0.22,17.96,,6.73,,4508.4,35.44,,10-31
131,600571,信雅达,0.06,-67.69,,2.41,,2791.81,-67.48,,10-31
132,600193,*ST创兴,-0.28,-4100.0,,-60.06,,-11908.27,-3952.22,,10-31
133,000031,中粮地产,0.29,625.0,,8.79,,52592.68,585.47,,10-31
134,600988,赤峰黄金,0.21,0.0,,5.99,,15281.15,0.26,,10-31
135,000055,方大集团,0.31,106.67,,14.91,,36121.98,216.15,,10-31
136,600605,汇通能源,0.1,-36.84,,2.44,,1419.82,-36.78,,10-31
137,600622,光大嘉宝,0.38,46.15,,6.44,,33475.12,94.21,,10-31
138,000893,*ST东凌,-0.05,-298.35,,-0.85,,-3632.75,-298.42,,10-31
139,603360,百傲化学,0.65,-10.96,,12.1,,8146.95,12.22,,10-31
140,600248,延长化建,0.14,1.82,,4.39,,8614.6,1.85,,10-31
141,600661,新南洋,0.42,-16.46,,10.06,,12030.35,-7.59,,10-31
142,600680,*ST上普,-0.47,366.0,,-25.03,,-17794.64,360.78,,10-31
143,002285,世联行,0.26,36.84,,12.22,,53226.29,40.2,,10-31
144,000528,柳工,0.25,4337.5,,3.13,,27964.2,4346.41,,10-31
145,601500,通用股份,0.15,-37.5,,4.2,,10748.4,-18.82,,10-31
146,600322,天房发展,0.16,-166.67,,4.27,,18148.9,-167.34,,10-31
147,603617,君禾股份,0.48,-7.69,,17.14,,4173.67,6.38,,10-31
148,601717,郑煤机,0.19,137.5,,3.06,,31915.88,149.06,,10-31
149,002333,罗普斯金,-0.02,-108.81,,-0.79,,-1210.22,-108.81,,10-31
150,300713,英可瑞,,,,,,6949.29,7.57,,10-31
151,601857,中国石油,0.09,800.0,,1.45,,1736200.0,907.08,,10-31
152,600004,白云机场,0.57,-38.04,,10.43,,117670.07,11.33,,10-31
153,603689,皖天然气,0.28,0.0,,5.3,,9158.78,31.38,,10-31
154,600386,北巴传媒,0.1,-54.55,,4.5,,8099.61,-9.75,,10-31
155,000615,京汉股份,-0.12,-6.24,,-5.52,,-9137.75,-6.2,,10-31
156,601933,永辉超市,0.15,50.0,,7.23,,139239.15,70.74,,10-31
157,600029,南方航空,0.71,7.58,,15.09,,705000.0,9.46,,10-31
158,603730,岱美股份,1.18,29.67,,23.14,,43617.49,33.84,,10-31
159,002691,冀凯股份,0.04,-20.0,,0.93,,798.0,-12.04,,10-31
160,600787,中储股份,0.55,180.87,,12.13,,120894.26,180.87,,10-31
161,600073,上海梅林,0.32,2.9,,8.97,,29957.23,3.12,,10-31
162,603825,华扬联众,0.29,625.0,,5.11,,3697.31,718.4,,10-31
163,600823,世茂股份,0.37,-30.19,,6.81,,139568.11,-1.2,,10-31
164,000707,*ST双环,0.07,-115.45,,3.43,,3104.33,-115.44,,10-31
165,600841,上柴股份,0.11,37.5,,2.7,,9609.59,42.09,,10-31
166,603066,音飞储存,0.21,-64.34,,7.59,,6240.3,6.83,,10-31
167,600502,安徽水利,0.35,84.21,,9.17,,43170.18,146.34,,10-31
168,000725,京东方A,0.19,4525.0,,7.96,,647566.72,4503.51,,10-31
169,603098,森特股份,0.35,-16.67,,8.83,,14108.5,0.72,,10-31
170,603976,正川股份,0.6,-15.49,,10.18,,6441.49,11.96,,10-31
171,600939,重庆建工,0.1,-23.08,,3.89,,18588.65,-15.53,,10-31
172,603203,快克股份,0.78,-22.0,,14.26,,9385.52,36.26,,10-31
173,600182,S佳通,0.12,-65.71,,4.48,,4056.29,-66.06,,10-31
174,600577,精达股份,0.13,52.27,,8.78,,26169.96,52.18,,10-31
175,000821,京山轻机,0.22,144.44,,5.91,,10586.33,136.68,,10-31
176,000850,华茂股份,0.03,-62.12,,0.5,,2374.83,-61.66,,10-31
177,002209,达意隆,-0.06,-58.63,,-1.78,,-1081.13,-58.64,,10-31
178,603308,应流股份,0.16,23.08,,2.4,,6728.6,30.75,,10-31
179,600218,全柴动力,0.18,-24.64,,3.53,,6706.07,-24.68,,10-31
180,001979,招商蛇口,0.47,-33.8,,6.59,,371810.16,-33.73,,10-31
181,603628,清源股份,0.18,-25.0,,5.49,,4803.6,-1.45,,10-31
182,600354,敦煌种业,0.24,-170.45,,,,12416.91,-170.42,,10-31
183,002647,仁东控股,0.02,-122.21,,0.64,,721.63,-137.83,,10-31
184,601800,中国交建,0.67,4.69,,7.34,,1172855.33,4.04,,10-31
185,600016,民生银行,1.1,2.8,9.89,11.52,,4024300.0,2.76,,10-31
186,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
187,600774,汉商集团,0.04,12.82,,1.34,,770.83,12.13,,10-31
188,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
189,600792,云煤能源,-0.1,300.0,,-3.38,,-9874.35,291.34,,10-31
190,000670,盈方微,-0.02,-220.59,,-2.88,,-2006.42,-220.15,,10-31
191,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
192,600827,百联股份,0.38,-11.63,,4.05,,67979.16,-8.92,,10-31
193,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
194,600488,天药股份,0.09,78.85,,2.99,,9342.41,85.62,,10-31
195,600846,同济科技,0.16,14.29,,5.2,,10086.38,14.8,,10-31
196,603077,和邦生物,0.04,-33.33,,3.25,,34419.94,85.64,,10-31
197,000729,燕京啤酒,0.22,-0.91,,4.68,,61037.99,-1.28,,10-31
198,000758,中色股份,0.11,5.99,,4.18,,21603.24,5.95,,10-31
199,603136,天目湖,1.3,20.37,,15.41,,7828.24,21.01,,10-31
200,600150,*ST船舶,-0.21,-33.12,,-1.98,,-29266.99,-32.93,,10-31
201,002486,嘉麟杰,-0.04,-13.89,,-4.02,,-3659.43,-13.93,,10-31
202,000005,世纪星源,-0.02,-111.9,,-1.27,,-1621.33,-112.12,,10-31
203,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
204,002833,弘亚数控,1.45,20.83,,23.77,,19363.03,61.26,,10-31
205,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
206,000066,中国长城,0.1,400.49,,4.71,,29916.54,1013.0,,10-31
207,000885,同力水泥,1.2,26671.11,,10.89,,59222.3,27531.12,,10-31
208,600239,云南城投,-0.23,-49.15,,-8.56,,-37569.41,-23.74,,10-31
209,002551,尚荣医疗,0.22,-26.67,,7.89,,14482.18,11.18,,10-31
210,000157,中联重科,0.17,-270.0,,3.42,,128233.27,-259.84,,10-31
211,600635,大众公用,0.12,-31.92,,4.93,,35578.97,-18.54,,10-31
212,000905,厦门港务,0.18,-21.74,,3.56,,9355.47,-24.1,,10-31
213,600259,广晟有色,0.03,-106.67,,0.42,,818.36,-106.92,,10-31
214,603458,勘设股份,2.64,109.52,,24.99,,25463.45,117.72,,10-31
215,600689,上海三毛,0.18,-865.22,,7.86,,3541.64,-861.91,,10-31
216,603578,三星新材,0.51,,,10.35,,4277.6,,,10-31
217,000538,云南白药,2.5,10.13,,15.47,,260502.89,10.39,,10-31
218,000988,华工科技,0.29,52.63,,7.78,,25492.99,52.06,,10-31
219,603607,京华激光,0.94,56.67,,19.71,,6399.51,58.42,,10-31
220,002005,德豪润达,-0.07,-641.67,,-1.91,,-9989.6,-640.82,,10-31
221,601669,中国电建,0.37,0.33,,8.37,,568949.37,6.23,,10-31
222,300711,广哈通信,0.33,22.22,2.48,13.46,-0.33,3534.5,19.16,,10-31
223,000587,金洲慈航,0.34,-48.48,,8.27,,72835.32,4.07,,10-31
224,601828,美凯龙,0.78,,10.75,7.45,1.14,283975.17,-13.41,,10-31
225,603686,龙马环卫,0.72,28.57,,14.98,,19148.49,26.03,,10-31
226,000607,华媒控股,0.09,-28.96,,4.99,,9036.24,-28.88,,10-31
227,600761,安徽合力,0.47,-4.08,,7.81,,34466.93,13.66,,10-31
228,000627,天茂集团,0.2,,,6.04,,83882.66,-0.47,,10-31
229,603777,来伊份,0.42,-6.67,,5.28,,10016.06,24.94,,10-31
230,000656,金科股份,0.15,-30.04,,4.77,,94759.81,-6.05,,10-31
231,603008,喜临门,0.52,13.04,,7.9,,20439.09,40.23,,10-31
232,603813,原尚股份,0.57,54.05,,11.1,,3794.99,56.92,,10-31
233,000697,炼石有色,-0.34,660.09,,-14.3,,-19183.59,660.78,,10-31
234,600833,第一医药,0.17,-11.21,,5.06,,3692.67,-11.2,,10-31
235,600100,同方股份,-0.06,-103.62,,-0.86,,-18428.06,-103.62,,10-31
236,002427,*ST尤夫,0.54,86.21,,9.29,,21453.24,86.46,,10-31
237,600117,西宁特钢,-0.15,-68.09,,-5.77,,-16118.5,-53.94,,10-31
238,600886,国投电力,0.44,-13.4,,9.94,,295281.92,-13.39,,10-31
239,603158,腾龙股份,0.42,13.51,,10.17,,9248.64,15.33,,10-31
240,600887,伊利股份,0.81,12.5,,20.71,,493726.73,12.47,,10-31
241,603159,上海亚虹,0.32,-8.57,,8.06,,3198.87,17.4,,10-31
242,600157,永泰能源,0.03,-12.89,,1.72,,41160.2,-10.75,,10-31
243,600551,时代出版,0.45,-24.45,,4.41,,22937.3,-24.45,,10-31
244,600909,华安证券,0.17,-5.56,,4.99,,60279.54,17.29,,10-31
245,000011,深物业A,0.97,-8090.08,,21.84,,57616.66,-8099.55,,10-31
246,600969,郴电国际,0.27,-15.99,,2.2,,7222.22,-15.99,,10-31
247,603232,格尔软件,0.2,185.71,,2.55,,1070.74,251.19,,10-31
248,000835,长城动漫,0.11,-137.48,,5.06,,3466.94,-137.13,,10-31
249,000050,深天马A,0.54,99.44,,5.34,,75339.04,99.48,,10-31
250,002858,力盛赛车,0.06,-21.16,,1.69,,378.86,5.12,,10-31
251,601007,金陵饭店,0.24,104.2,,5.1,,7281.09,103.93,,10-31
252,603322,超讯通信,0.12,-40.0,,1.95,,934.24,-42.38,,10-31
253,603359,东珠生态,0.98,18.07,,12.34,,17430.68,23.16,,10-31
254,600247,*ST成城,-1.1,491.4,,,,-36847.76,488.23,,10-31
255,000338,潍柴动力,0.58,52.63,,13.16,,460315.34,206.03,,10-31
256,000912,*ST天化,-0.2,-68.75,,-245.56,,-11928.7,-68.29,,10-31
257,600267,海正药业,0.01,-83.33,,0.08,,511.06,-83.52,,10-31
258,000931,中关村,-0.04,-569.05,,-2.41,,-2930.7,-619.29,,10-31
259,601200,上海环境,0.67,,,9.24,,47414.49,31.62,,10-31
260,002589,瑞康医药,0.48,-27.05,,10.01,,72228.97,93.96,,10-31
261,000505,京粮控股,0.18,-185.71,,5.45,,11383.32,-225.38,,10-31
262,002605,姚记扑克,0.13,-30.72,,3.36,,5132.83,-26.42,,10-31
263,600695,绿庭投资,0.06,1100.0,,5.87,,4374.76,1030.67,,10-31
264,000976,华铁股份,0.14,82.69,,5.98,,22073.49,96.64,,10-31
265,601398,工商银行,0.64,1.59,5.62,11.65,,22799900.0,2.34,,10-31
266,600321,*ST正源,0.0,-106.67,,0.22,,588.73,-106.18,,10-31
267,000545,金浦钛业,0.13,171.43,,6.75,,13133.63,171.42,,10-31
268,600339,中油工程,0.1,-113.06,,2.4,,52107.53,-222.52,,10-31
269,000564,供销大集,0.17,1729.79,,3.34,,103346.67,4059.82,,10-31
270,601929,吉视传媒,0.07,-8.22,,3.35,,21519.62,-8.31,,10-31
271,600028,中国石化,0.32,31.54,,5.37,,3837300.0,31.57,,10-31
272,601997,贵阳银行,1.39,-4.79,10.25,14.24,2.35,318719.7,18.13,,10-31
273,600804,鹏博士,0.43,-2.27,,9.07,,60592.59,-0.14,,10-31
274,600072,中船科技,0.02,-117.16,,0.46,,1666.44,-126.08,,10-31
275,600460,士兰微,0.11,120.0,,5.33,,13504.85,122.71,,10-31
276,600822,上海物贸,0.05,39.1,,4.27,,2312.24,39.36,,10-31
277,600107,美尔雅,-0.02,-39.66,,-1.17,,-630.39,-40.54,,10-31
278,603926,铁流股份,0.86,-4.44,,11.24,,8908.44,9.78,,10-31
279,600143,金发科技,0.17,-30.05,,4.68,,45781.35,-25.76,,10-31
280,600892,大晟文化,0.17,-63.04,,5.46,,9373.16,47.04,,10-31
281,002160,常铝股份,0.15,48.06,,3.41,,11046.55,56.07,,10-31
282,600162,香江控股,0.14,-30.0,,7.43,,45319.98,-5.04,,10-31
283,000799,酒鬼酒,0.36,77.73,,6.05,,11640.59,77.67,,10-31
284,000036,华联控股,0.95,123.82,,28.4,,108098.25,127.12,,10-31
285,600995,文山电力,0.46,48.39,,13.24,,22238.28,50.77,,10-31
286,002863,今飞凯达,0.2,-20.0,,1.88,,4010.31,-5.21,,10-31
287,601012,隆基股份,1.12,80.65,,20.12,,224095.38,103.99,,10-31
288,600234,ST山水,-0.05,-1451.35,,-11.34,,-1036.43,-1466.92,,10-31
289,600628,新世界,0.65,712.5,,4.0,,42014.52,922.82,,10-31
290,000899,赣能股份,0.17,-58.78,,3.43,,16185.91,-58.79,,10-31
291,601100,恒立液压,0.44,633.33,,7.67,,27629.49,572.79,,10-31
292,300284,苏交科,0.54,24.4,,9.51,,30459.47,26.1,,10-31
293,000919,金陵药业,0.28,-6.7,,5.52,,14308.72,-6.7,,10-31
294,002578,闽发铝业,0.02,-23.33,,1.56,,2271.44,108.22,,10-31
295,000425,徐工机械,0.11,362.5,,3.73,,77785.2,370.39,,10-31
296,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31
297,000532,华金资本,0.08,-8.42,,3.76,,2735.95,-8.42,,10-31
298,000981,银亿股份,0.18,-14.29,,6.54,,54832.67,3.71,,10-31
299,001979,招商蛇口,0.47,-33.8,,6.59,,371810.16,-33.73,,10-31
300,600015,华夏银行,1.04,-24.09,11.16,9.7,-7.85,1422700.0,-2.67,,10-31
301,600033,福建高速,0.21,9.59,,8.53,,58980.4,9.61,,10-31
302,000638,万方发展,0.08,198.15,,10.67,,2491.95,197.57,,10-31
303,603001,奥康国际,0.48,-25.0,,4.64,,19184.91,-25.01,,10-31
304,002084,海鸥住工,0.14,2.99,,5.39,,6448.02,2.98,,10-31
305,603829,洛凯股份,0.33,3.13,,12.31,,4017.15,3.23,,10-31
306,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
307,603038,华立股份,1.11,-24.49,,8.33,,7215.67,-1.54,,10-31
308,002421,达实智能,0.11,-59.74,,7.16,,20742.67,22.66,,10-31
309,603901,永创智能,0.14,-22.22,,6.24,,5721.83,-18.62,,10-31
310,600880,博瑞传播,-0.04,-165.17,,-1.19,,-4270.5,-167.74,,10-31
311,600149,ST坊展,-0.01,-64.52,,-3.0,,-542.98,-64.53,,10-31
312,600543,莫高股份,0.08,14.29,,2.21,,2463.14,13.84,,10-31
313,600562,国睿科技,0.27,-3.57,,7.47,,12922.51,-2.98,,10-31
314,600960,渤海汽车,0.17,144.86,,3.73,,16292.73,334.97,,10-31
315,002180,纳思达,-0.51,-295.96,,-35.11,,-50702.2,-297.12,,10-31
316,600185,格力地产,0.2,-4.76,,5.76,,41649.65,14.05,,10-31
317,600202,*ST哈空,-0.11,-50.63,,-6.14,,-4070.1,-50.64,,10-31
318,000040,东旭蓝天,0.24,42.35,,2.91,,32334.53,146.46,,10-31
319,600221,海航控股,0.16,-39.26,,3.84,,275776.4,-18.97,,10-31
320,603337,杰克股份,1.17,13.59,,12.55,,23428.13,46.57,,10-31
321,000156,华数传媒,0.33,3.06,,4.54,,47241.3,3.05,,10-31
322,000903,云内动力,0.1,-45.79,,3.99,,18167.81,19.6,,10-31
323,600258,首旅酒店,0.73,7.49,,7.88,,55041.45,250.87,,10-31
324,000410,沈阳机床,-1.02,-1.92,,,,-78223.43,-2.02,,10-31
325,000923,河北宣工,0.62,-491.31,,6.09,,29988.66,-1060.79,,10-31
326,601169,北京银行,0.82,-16.33,8.35,11.58,,1551600.0,3.75,,10-31
327,600295,鄂尔多斯,0.35,94.44,,4.86,,36244.07,99.27,,10-31
328,000537,广宇发展,0.26,-46.94,,5.57,,13132.01,-47.61,,10-31
329,600331,宏达股份,0.11,318.11,,4.47,,21571.48,317.29,,10-31
330,600743,华远地产,0.2,23.93,,6.88,,47350.48,35.16,,10-31
331,601818,光大银行,0.51,2.0,5.22,10.25,,2543300.0,4.08,,10-31
332,600760,中航沈飞,-0.11,120.0,,-9.35,,-3923.83,125.85,,10-31
333,600020,中原高速,0.36,126.0,,8.8,,108693.61,69.87,,10-31
334,000626,远大控股,0.41,-46.93,,8.23,,24334.41,-35.31,,10-31
335,600039,四川路桥,0.14,-26.0,,3.23,,43487.39,-24.38,,10-31
336,600448,华纺股份,0.02,-33.33,,1.25,,1401.46,21.89,,10-31
337,000676,智度股份,0.34,37.43,,6.96,,33008.89,119.79,,10-31
338,603043,广州酒家,0.54,7.5,,17.43,,19870.85,12.57,,10-31
339,603883,老百姓,1.03,32.05,,13.99,,27437.98,31.75,,10-31
340,600493,凤竹纺织,0.06,16.1,,2.42,,1666.63,15.99,,10-31
341,603912,佳力图,0.48,26.32,2.82,18.13,0.0,5297.98,28.79,,10-31
