,date,open,close,high,low,volume,code
146,2016-08-22,48.99,47.5,49.37,47.22,119007.0,000503
147,2016-08-23,47.06,47.74,48.17,47.06,78714.0,000503
148,2016-08-24,47.8,47.0,48.18,46.7,102124.0,000503
149,2016-08-25,47.0,47.28,47.52,46.45,102587.0,000503
150,2016-08-26,47.28,48.7,49.42,47.28,160588.0,000503
151,2016-08-29,48.82,50.2,50.98,48.82,217757.0,000503
152,2016-08-30,50.2,49.27,50.8,49.1,136404.0,000503
153,2016-08-31,49.56,49.73,50.45,49.3,93603.0,000503
154,2016-09-01,49.65,49.29,50.13,48.99,63358.0,000503
155,2016-09-02,49.3,49.13,49.52,48.42,93070.0,000503
156,2016-09-05,49.13,48.75,49.44,48.51,64144.0,000503
157,2016-09-06,48.88,49.8,49.96,48.55,93458.0,000503
158,2016-09-07,49.7,49.38,50.39,49.2,83535.0,000503
159,2016-09-08,49.4,49.69,49.86,49.02,50651.0,000503
160,2016-09-09,49.94,49.7,50.13,49.55,62106.0,000503
161,2016-09-12,48.97,47.39,49.19,47.19,140045.0,000503
162,2016-09-13,47.7,48.38,48.53,47.18,77574.0,000503
163,2016-09-14,48.2,48.65,48.97,47.2,56317.0,000503
164,2016-09-19,48.68,48.8,49.38,48.57,61814.0,000503
165,2016-09-20,49.01,49.69,50.23,48.91,92773.0,000503
166,2016-09-21,49.7,49.77,49.98,49.5,42858.0,000503
167,2016-09-22,49.92,49.05,50.32,48.82,98233.0,000503
168,2016-09-23,49.3,49.18,49.34,48.87,61826.0,000503
169,2016-09-26,49.4,48.23,49.41,47.86,70629.0,000503
170,2016-09-27,48.3,48.27,48.79,46.72,105162.0,000503
171,2016-09-28,48.63,47.4,48.76,47.21,112168.0,000503
172,2016-10-17,48.0,49.15,50.9,47.4,184492.0,000503
173,2016-10-18,48.85,49.25,49.85,48.5,68419.0,000503
174,2016-10-19,49.33,49.27,49.63,48.67,78312.0,000503
175,2016-10-20,49.42,48.74,49.45,48.7,41359.0,000503
176,2016-10-21,48.77,48.5,48.77,47.57,84936.0,000503
177,2016-10-24,48.53,48.28,48.59,47.88,46594.0,000503
178,2016-10-25,48.34,48.18,48.47,47.9,54764.0,000503
179,2016-10-26,48.07,48.5,50.32,48.07,160545.0,000503
