,date,open,close,high,low,volume,code
141,2016-08-01,23.562,23.125,23.562,22.18,21279.0,300490
142,2016-08-02,23.194,23.343,23.423,23.055,13343.0,300490
143,2016-08-03,23.284,23.821,24.189,23.075,22799.0,300490
144,2016-08-04,23.871,23.801,23.96,22.985,18888.0,300490
145,2016-08-05,23.771,23.363,23.95,23.363,15745.0,300490
146,2016-08-08,23.433,23.473,23.532,22.796,16529.0,300490
147,2016-08-09,23.473,23.741,23.821,23.463,20498.0,300490
148,2016-08-10,23.761,26.118,26.118,23.721,79455.0,300490
149,2016-08-11,25.86,26.268,26.825,25.213,102418.0,300490
150,2016-08-12,26.258,25.681,26.516,25.452,58656.0,300490
151,2016-08-15,25.979,26.049,26.437,25.193,59813.0,300490
152,2016-08-16,25.91,26.128,26.695,25.81,53910.0,300490
153,2016-08-17,26.009,26.506,27.352,25.641,64121.0,300490
154,2016-08-18,26.158,26.079,26.705,25.76,49094.0,300490
155,2016-08-19,25.939,26.228,26.397,25.86,26857.0,300490
156,2016-08-22,26.009,24.915,26.288,24.905,33752.0,300490
157,2016-08-23,25.064,25.164,25.412,24.905,16695.0,300490
158,2016-08-24,25.452,25.363,25.84,25.193,24549.0,300490
159,2016-08-25,25.213,24.905,25.213,24.07,24696.0,300490
160,2016-08-26,24.935,24.925,25.372,24.875,20766.0,300490
161,2016-08-29,24.925,25.263,25.651,24.865,26886.0,300490
162,2016-08-30,25.263,25.86,26.118,25.263,33198.0,300490
163,2016-08-31,25.721,25.482,25.959,25.114,29077.0,300490
164,2016-09-01,25.382,25.114,25.581,25.114,17175.0,300490
165,2016-09-02,25.104,24.368,25.104,24.368,23199.0,300490
166,2016-09-05,24.378,24.358,24.845,24.259,13920.0,300490
167,2016-09-06,24.368,24.676,24.716,23.881,18773.0,300490
168,2016-09-07,24.477,24.527,25.014,24.477,19172.0,300490
169,2016-09-08,24.577,24.955,25.164,24.577,18506.0,300490
170,2016-09-09,25.084,24.666,25.154,24.617,18084.0,300490
171,2016-09-12,24.149,23.572,24.368,23.562,21279.0,300490
172,2016-09-13,23.642,23.821,24.079,23.642,8754.0,300490
173,2016-09-14,23.741,23.652,24.06,23.005,10032.0,300490
174,2016-09-19,23.672,23.871,23.96,23.652,10253.0,300490
175,2016-09-20,23.871,23.821,24.04,23.751,7827.0,300490
176,2016-09-21,23.801,24.04,24.179,23.781,10998.0,300490
177,2016-09-22,24.268,24.02,24.348,23.92,9441.0,300490
178,2016-09-23,23.98,23.94,24.259,23.92,8452.0,300490
179,2016-09-26,23.94,22.886,23.94,22.876,16219.0,300490
180,2016-09-27,22.985,23.035,23.174,22.548,13374.0,300490
181,2016-09-28,22.876,22.806,23.115,22.767,8394.0,300490
182,2016-09-29,23.015,22.956,23.055,22.806,7480.0,300490
183,2016-09-30,22.985,23.015,23.125,22.876,7677.0,300490
184,2016-10-10,23.135,23.851,23.94,23.125,16990.0,300490
185,2016-10-11,24.07,23.841,24.07,23.702,11140.0,300490
186,2016-10-12,23.672,23.881,24.01,23.672,11276.0,300490
187,2016-10-13,23.861,24.149,24.219,23.861,15235.0,300490
188,2016-10-14,24.079,24.03,24.139,23.781,12519.0,300490
189,2016-10-17,24.05,23.811,24.348,23.702,17436.0,300490
190,2016-10-18,23.861,24.338,24.547,23.771,21034.0,300490
191,2016-10-19,24.318,24.487,24.567,24.229,17192.0,300490
192,2016-10-20,24.418,25.323,25.661,24.278,48595.0,300490
193,2016-10-21,24.925,25.114,25.313,24.567,31386.0,300490
194,2016-10-24,25.213,25.154,25.363,24.756,26421.0,300490
195,2016-10-25,25.064,25.85,26.039,24.965,55870.0,300490
196,2016-10-26,25.661,25.363,25.75,25.094,32151.0,300490
197,2016-10-27,25.104,25.551,25.601,24.925,25620.0,300490
198,2016-10-28,25.392,24.935,25.76,24.925,21008.0,300490
199,2016-10-31,24.925,24.696,24.935,24.338,19404.0,300490
200,2016-11-01,24.646,25.074,25.323,24.577,27477.0,300490
201,2016-11-02,25.074,24.835,25.263,24.746,20488.0,300490
202,2016-11-03,24.815,25.263,25.611,24.686,38447.0,300490
203,2016-11-04,25.084,25.731,25.84,25.064,45861.0,300490
204,2016-11-07,25.82,25.522,26.248,25.313,38158.0,300490
205,2016-11-08,25.661,25.601,25.671,25.263,25758.0,300490
206,2016-11-09,25.561,25.193,26.118,24.796,33092.0,300490
207,2016-11-10,25.581,26.606,27.133,25.372,89887.0,300490
208,2016-11-11,26.616,27.282,27.819,26.536,101540.0,300490
209,2016-11-14,27.252,27.183,27.71,26.665,61047.0,300490
210,2016-11-15,27.053,28.346,28.794,26.874,89085.0,300490
211,2016-11-16,28.346,27.949,28.645,27.561,70868.0,300490
212,2016-11-17,27.7,27.024,27.7,26.874,44120.0,300490
213,2016-11-18,26.864,27.014,27.362,26.864,31288.0,300490
214,2016-11-21,26.954,27.998,28.008,26.566,64249.0,300490
215,2016-11-22,28.058,27.839,28.137,27.561,46253.0,300490
216,2016-11-23,27.849,26.974,27.929,26.904,45013.0,300490
217,2016-11-24,27.043,26.765,27.302,26.656,27736.0,300490
218,2016-11-25,26.705,26.944,27.004,25.87,27733.0,300490
219,2016-11-28,27.183,26.307,27.183,26.307,20250.0,300490
220,2016-11-29,26.118,25.77,26.755,25.711,23045.0,300490
221,2016-11-30,25.671,25.83,26.148,25.363,19868.0,300490
222,2016-12-01,25.85,25.84,25.949,25.581,16419.0,300490
223,2016-12-02,25.82,24.865,25.979,24.865,25286.0,300490
224,2017-06-16,22.922,25.722,27.078,22.424,102854.0,300490
225,2017-06-19,28.284,28.294,28.294,26.789,57475.0,300490
226,2017-06-20,30.287,27.985,30.287,27.417,174263.0,300490
227,2017-06-21,28.652,28.204,29.19,27.456,139450.0,300490
228,2017-06-22,26.37,25.383,26.569,25.383,113949.0,300490
229,2017-06-23,23.948,23.211,24.367,22.842,95548.0,300490
230,2017-06-26,23.201,22.922,23.211,22.443,48629.0,300490
231,2017-06-27,22.523,23.022,23.291,22.523,41410.0,300490
232,2017-06-28,22.942,21.487,22.962,21.228,71067.0,300490
233,2017-06-29,20.949,21.397,21.666,20.949,33477.0,300490
234,2017-06-30,21.975,22.025,22.384,21.596,55452.0,300490
235,2017-07-03,22.523,22.045,22.523,21.626,28586.0,300490
236,2017-07-04,22.045,21.417,22.045,21.407,27692.0,300490
237,2017-07-05,21.407,21.467,21.576,21.178,24091.0,300490
238,2017-07-06,21.656,23.61,23.61,21.337,62884.0,300490
239,2017-07-07,23.619,23.42,24.018,22.633,108302.0,300490
240,2017-07-10,23.071,22.224,23.071,22.025,52399.0,300490
241,2017-07-11,22.204,21.895,22.623,21.895,33910.0,300490
242,2017-07-12,21.706,21.915,22.095,21.128,32361.0,300490
243,2017-07-13,21.397,19.942,21.507,19.733,64712.0,300490
244,2017-07-14,19.733,18.686,19.733,18.547,43735.0,300490
245,2017-07-17,18.138,16.823,18.646,16.823,35089.0,300490
246,2017-07-18,16.444,16.793,17.032,16.055,31062.0,300490
247,2017-07-19,16.633,16.593,16.803,16.314,22535.0,300490
248,2017-07-20,16.633,17.261,18.238,16.633,41549.0,300490
249,2017-07-21,17.64,16.683,17.64,16.643,27597.0,300490
250,2017-07-24,16.404,16.942,16.942,16.394,16135.0,300490
251,2017-07-25,16.922,16.753,16.922,16.643,12179.0,300490
252,2017-07-26,16.673,16.454,16.912,16.444,13384.0,300490
253,2017-07-27,16.374,16.982,17.65,16.374,31153.0,300490
254,2017-07-28,16.952,17.5,17.64,16.743,34594.0,300490
255,2017-07-31,17.341,17.162,17.431,17.042,21422.0,300490
256,2017-08-01,17.162,16.962,17.241,16.803,16330.0,300490
257,2017-08-02,16.863,16.623,17.122,16.593,16588.0,300490
258,2017-08-03,16.544,16.803,17.102,16.494,15411.0,300490
