,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002021,中捷资源,0.04,-166.67,,2.9,,2758.43,-162.99,,08-24
1,603567,珍宝岛,0.29,24.38,,5.18,,24816.85,24.38,,08-24
2,002606,大连电瓷,0.01,-89.0,,0.5,,449.77,-88.43,,08-24
3,002660,茂硕电源,0.01,-54.26,,0.28,,235.44,-54.74,,08-24
4,300422,博世科,0.3,99.6,,8.79,,10616.21,100.4,,08-24
5,600936,广西广电,0.05,-28.57,,2.28,,8243.69,-33.52,,08-24
6,600118,中国卫星,0.15,0.0,,3.42,,18024.44,2.2,,08-24
7,300596,利安隆,0.48,45.81,,9.18,,8621.31,49.98,,08-24
8,000545,金浦钛业,0.06,-35.82,,3.08,,6185.29,-35.87,,08-24
9,002475,立讯精密,0.26,-18.75,,6.19,,82582.79,21.11,,08-24
10,603329,上海雅仕,0.29,-19.44,,5.12,,3780.49,6.02,,08-24
11,002617,露笑科技,0.13,-41.74,,5.35,,14047.38,-12.25,,08-24
12,600685,中船防务,-0.21,-771.06,,-2.67,,-29498.21,-770.84,,08-24
13,300376,易事特,0.16,14.29,,7.99,,36338.61,14.47,,08-24
14,002696,百洋股份,0.13,54.05,,2.26,,5035.73,246.04,,08-24
15,002722,金轮股份,0.34,-2.86,,3.43,,5998.42,-3.52,,08-24
16,600839,四川长虹,0.04,9.25,,1.3,,16883.68,9.26,,08-24
17,002778,高科石化,0.16,-10.0,,2.3,,1442.75,-7.78,,08-24
18,300609,汇纳科技,0.14,28.43,,2.96,,1418.17,29.62,,08-24
19,000565,渝三峡A,0.06,-33.33,,2.56,,2706.18,-32.42,,08-24
20,600335,国机汽车,0.37,-24.3,,4.98,,38132.93,-24.24,,08-24
21,603223,恒通股份,0.21,-16.0,,4.35,,3890.2,29.13,,08-24
22,600581,八一钢铁,0.14,-72.88,,6.25,,21559.38,-46.3,,08-24
23,603536,惠发股份,0.07,-63.16,,1.74,,1113.3,-33.28,,08-24
24,002626,金达威,0.79,229.17,,18.23,,49002.22,228.58,,08-24
25,002652,扬子新材,0.07,-28.0,,4.97,,3706.92,-25.54,,08-24
26,300405,科隆股份,0.03,-71.8,,0.55,,523.86,-63.38,,08-24
27,600858,银座股份,0.14,42.35,,2.33,,7113.22,42.32,,08-24
28,600148,长春一东,0.15,40.44,,5.34,,2172.84,40.48,,08-24
29,002330,得利斯,0.0,31.82,,0.11,,145.67,30.1,,08-24
30,000656,金科股份,0.11,83.33,,3.39,,66666.15,46.33,,08-24
31,002421,达实智能,0.05,-5.72,,3.07,,9666.55,-6.66,,08-24
32,300027,华谊兄弟,0.1,-33.33,,2.84,,27737.11,-35.54,,08-24
33,002465,海格通信,0.08,33.33,,2.28,,18731.96,35.43,,08-24
34,600400,红豆股份,0.04,-85.71,,2.35,,10717.91,-78.49,,08-24
35,000852,石化机械,-0.14,-47.84,,-4.83,,-8288.85,-47.85,,08-24
36,600674,川投能源,0.26,-5.41,,5.32,,116293.72,-5.43,,08-24
37,300314,戴维医疗,0.09,-33.33,,3.19,,2523.79,-33.3,,08-24
38,600742,一汽富维,0.51,-26.09,,5.51,,25811.54,-11.44,,08-24
39,300494,盛天网络,0.16,-10.86,,3.85,,3749.65,-10.82,,08-24
40,002822,中装建设,0.14,27.27,,3.91,,8112.31,22.01,,08-24
41,600252,中恒集团,0.1,-9.09,,5.91,,33701.11,-12.81,,08-24
42,300009,安科生物,0.13,-19.8,,7.61,,13010.68,12.41,,08-24
43,000811,冰轮环境,0.17,-48.48,,3.94,,10983.8,-24.64,,08-24
44,600419,天润乳业,0.34,-41.38,,8.13,,6967.82,16.42,,08-24
45,603648,畅联股份,0.24,-18.93,,5.46,,8668.3,6.81,,08-24
46,002096,南岭民爆,0.03,-20.05,,0.6,,1215.19,-19.93,,08-24
47,300327,中颖电子,0.35,15.8,,9.77,,8014.72,29.1,,08-24
48,603803,瑞斯康达,0.1,-52.38,,1.68,,4193.25,-47.62,,08-24
49,002167,东方锆业,0.02,-33.33,,1.33,,1390.41,-11.51,,08-24
50,000028,国药一致,1.5,15.47,,6.62,,64172.7,15.39,,08-24
51,002900,哈三联,0.46,-9.8,,7.56,,14443.24,78.14,,08-24
52,000698,沈阳化工,0.08,-40.29,,1.53,,6762.54,-40.83,,08-24
53,600303,曙光股份,0.03,-94.83,,0.55,,1702.05,-95.69,,08-24
54,002459,天业通联,0.02,159.52,,0.67,,849.06,158.82,,08-24
55,603300,华铁科技,0.09,28.57,,2.85,,3989.34,40.53,,08-24
56,600516,方大炭素,1.77,638.81,,28.06,,316656.06,668.85,,08-24
57,300232,洲明科技,0.26,19.88,,10.61,,20113.71,47.53,,08-24
58,603528,多伦科技,0.12,16.29,,5.51,,7655.81,16.32,,08-24
59,002595,豪迈科技,0.44,-5.05,,8.75,,35222.15,-5.06,,08-24
60,000028,国药一致,1.5,15.47,,6.62,,64172.7,15.39,,08-24
61,002900,哈三联,0.46,-9.8,,7.56,,14443.24,78.14,,08-24
62,000698,沈阳化工,0.08,-40.29,,1.53,,6762.54,-40.83,,08-24
