,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300724,捷佳伟创,1.06,116.33,3.89,30.76,0.49,25403.93,115.82,,07-23
1,601606,长城军工,0.2,150.0,2.88,7.31,0.12,11536.28,163.14,,07-17
2,603657,春光科技,1.22,27.08,4.78,29.25,0.87,8762.4,52.72,,07-10
3,601869,长飞光纤,1.86,77.14,7.68,26.99,2.55,126835.32,76.87,,07-02
4,000939,*ST凯迪,-0.61,-377.27,,-22.3,,-238051.26,-813.74,,06-29
5,000693,*ST华泽,-4.21,521.86,,,,-228779.52,465.94,,06-29
6,002932,明德生物,1.31,9.17,4.82,31.51,0.93,6549.26,9.72,,06-27
7,600399,*ST抚钢,-1.03,-1303.27,,,,-133758.53,-1302.46,,06-26
8,603713,密尔克卫,0.73,45.13,6.32,12.47,1.25,8369.16,49.37,,06-25
9,000409,*ST地矿,-0.44,7.47,,-27.29,,-22484.18,16.16,,06-22
10,603706,东方环宇,0.8,-32.77,4.45,18.83,1.4,9657.33,-32.45,,06-19
11,603105,芯能科技,0.28,40.0,2.47,12.12,0.45,11638.35,49.76,,06-19
12,603693,江苏新能,0.62,6.9,6.56,9.85,1.47,31177.07,6.68,,06-12
13,300216,千山药机,-0.9,-257.89,,-38.52,,-32408.91,-257.48,,06-09
14,603650,彤程新材,0.6,15.38,2.22,27.99,,31487.09,19.84,,06-06
15,300747,锐科激光,2.89,210.75,5.36,70.45,2.12,27717.56,211.31,,06-05
16,603587,地素时尚,1.41,-8.44,3.92,43.98,1.65,48006.37,-8.09,,06-04
17,603666,亿嘉和,2.64,147.04,5.89,51.41,0.45,13899.32,153.37,,05-29
18,300750,宁德时代,2.01,7.19,12.63,18.99,1.2,387795.49,35.98,,05-22
19,601330,绿色动力,0.2,-9.09,2.14,9.55,-0.21,20647.74,-10.61,,05-21
20,603045,福达合金,0.74,18.36,,11.41,0.73,5475.8,18.35,,05-16
21,601138,工业富联,0.95,,1.59,18.87,0.48,1586760.7,10.45,,05-14
22,603486,科沃斯,1.04,395.24,3.49,35.2,1.35,37566.29,636.48,,05-08
23,300746,汉嘉设计,0.38,26.67,3.79,10.64,0.37,6048.53,26.85,,05-08
24,600680,*ST上普,-0.92,-25.83,,-64.82,,-35012.77,-25.84,,05-03
25,600175,美都能源,0.02,-67.27,,0.54,,5788.91,-61.18,,05-03
26,300745,欣锐科技,1.07,-30.97,8.15,13.98,1.65,9149.68,-27.56,,05-03
27,600641,万业企业,2.11,136.47,,33.22,,169890.6,136.48,10派6.33,04-28
28,601258,庞大集团,0.03,-50.0,,1.62,,21201.93,-44.45,,04-28
29,600302,标准股份,-0.02,-110.62,,-0.52,,-625.67,-110.61,,04-28
30,000933,神火股份,0.19,7.61,,6.36,,36809.02,7.58,10派0.25,04-28
31,603555,贵人鸟,0.25,-47.5,,6.27,,15730.77,-46.25,,04-28
32,002333,罗普斯金,-0.08,-127.68,,-2.58,,-3895.69,-127.66,,04-28
33,002654,万润科技,0.16,-11.11,,5.4,,13612.96,-5.01,,04-28
34,600834,申通地铁,0.11,-0.52,,3.56,,5167.02,-0.52,10派0.35,04-28
35,600854,春兰股份,0.03,45.92,,0.91,,1763.68,45.89,10派0.2,04-28
36,000701,厦门信达,-0.08,-190.65,,-1.08,,6946.97,-50.3,10派0.31,04-28
37,002124,天邦股份,0.34,-42.37,,10.15,,26214.1,-29.7,10派1转5,04-28
38,603177,德创环保,0.19,-45.71,,7.5,,3825.47,-28.84,,04-28
39,600967,内蒙一机,0.31,-3.13,,6.99,,52502.16,5.74,10派0.32,04-28
40,002156,通富微电,0.13,-31.58,,3.07,,12212.94,-32.46,,04-28
41,600191,华资实业,0.02,20.0,,0.54,,1194.92,20.22,10派0.1,04-28
42,601006,大秦铁路,0.9,87.5,,13.5,,1334951.61,86.23,10派4.7,04-28
43,600228,ST昌九,0.11,-172.2,,67.49,,2613.07,-170.45,,04-28
44,601139,深圳燃气,0.4,14.29,,11.0,0.63,88687.64,14.88,10派1.5转3,04-28
45,000901,航天科技,0.42,65.9,,4.65,,17028.0,65.9,10转5,04-28
46,000408,藏格控股,0.61,22.0,,18.49,,121437.71,33.18,,04-28
47,600701,*ST工新,0.17,42.89,,4.16,,17885.69,133.56,,04-28
48,603566,普莱柯,0.36,-38.98,,7.56,,11418.59,-39.26,,04-28
49,601616,广电电气,0.02,-119.72,,0.86,,2213.84,-119.7,10派0.2,04-28
50,300323,华灿光电,0.6,71.66,,13.62,,50210.64,87.92,,04-28
51,300049,福瑞股份,0.27,-41.25,,5.16,,7186.69,-40.63,10派1,04-28
52,600401,*ST海润,-0.52,108.33,,-101.96,,-243640.53,106.59,,04-28
53,000597,东北制药,0.25,400.0,,5.01,,11899.53,400.23,,04-28
54,603009,北特科技,0.22,-51.76,,5.57,,7316.76,31.2,10派0.86,04-28
55,000636,风华高科,0.28,75.0,,5.51,,24684.88,77.71,10派0.7,04-28
56,600088,中视传媒,0.25,-165.96,,7.8,,8222.02,-165.89,10派0.75转2,04-28
57,600500,中化国际,0.31,933.33,,5.25,,64804.71,1032.03,10派1,04-28
58,000755,*ST三维,0.23,-115.72,,17.92,,10610.47,-115.72,,04-28
59,601108,财通证券,0.45,,,9.14,,150393.16,22.99,10派1.8,04-28
60,600652,游久游戏,-0.51,-464.29,,-21.71,,-42231.46,-459.97,,04-28
61,002552,*ST宝鼎,-0.45,-19.64,,-21.03,,-13505.86,-19.05,,04-28
62,000501,鄂武商A,1.66,-7.26,,18.7,,124133.98,25.18,10派0.8,04-28
63,002600,领益智造,0.6,172.73,,23.87,,140476.95,500.15,,04-28
64,601997,贵阳银行,1.97,5.91,10.75,19.76,9.02,453067.6,23.98,,04-28
65,603015,弘讯科技,0.2,53.85,,6.98,,8053.02,51.44,,04-28
66,600827,百联股份,0.47,-7.84,,5.08,,84704.8,-5.92,10派1.8,04-28
67,002070,*ST众和,-1.64,2054.21,,,,-104005.67,2053.52,,04-28
68,600487,亨通光电,1.63,54.07,,26.88,,210882.78,60.2,,04-28
69,000692,惠天热电,-0.13,-226.65,,-0.85,,-6659.71,-226.6,,04-28
70,300135,宝利国际,0.04,36.67,,3.15,,3751.77,37.72,,04-28
71,600149,ST坊展,0.05,-182.21,,10.51,,2039.47,-182.26,,04-28
72,600543,莫高股份,0.08,33.33,,2.17,,2409.19,18.51,,04-28
73,600960,渤海汽车,0.25,102.01,,5.43,,23833.45,102.12,,04-28
74,600580,卧龙电气,0.52,159.48,,12.31,,66521.95,162.51,10派1,04-28
75,601058,赛轮金宇,0.14,-12.5,,7.01,,32988.55,-8.93,,04-28
76,600640,号百控股,0.33,900.0,,5.78,,25125.91,1305.98,10派1,04-28
77,601118,海南橡胶,-0.07,-530.77,,-3.34,,-26404.45,-530.7,,04-28
78,000893,*ST东凌,-3.15,-10610.67,,-76.86,,-238666.1,-12326.18,,04-28
79,300269,联建光电,0.17,-75.63,,2.08,,10428.58,-74.12,,04-28
80,002573,清新环境,0.61,-13.06,,16.74,,65165.79,-12.44,,04-28
81,000998,隆平高科,0.61,48.78,,13.1,,77177.2,54.0,10派1,04-28
82,300043,星辉娱乐,0.18,-51.35,,9.31,,23003.4,-49.78,,04-28
83,601888,中国国旅,1.3,-30.02,,19.12,,253076.28,39.96,,04-28
84,600779,水井坊,0.69,49.25,,22.55,,33548.8,49.24,10派6.2,04-28
85,000679,大连友谊,0.04,-90.25,,0.95,,1305.62,-90.24,,04-28
86,603861,白云电器,0.38,-6.93,,7.92,,15495.31,-4.06,,04-28
87,300156,神雾环保,0.36,-48.57,,13.36,,36104.82,-48.84,,04-28
88,600568,中珠医疗,0.09,-81.32,,2.85,,16934.36,-42.43,10派0.2,04-28
89,600626,申达股份,0.27,-0.44,,8.03,,19336.26,-0.42,10派1,04-28
90,600250,南纺股份,0.36,414.29,,23.73,,9371.13,445.08,,04-28
91,000426,兴业矿业,0.3,432.39,,11.03,,56498.53,531.56,10派0.19902,04-28
92,600699,均胜电子,0.42,-36.36,,3.11,,39587.03,-12.75,10派1,04-28
93,000982,*ST中绒,0.03,-104.53,,2.53,,4796.22,-104.52,,04-28
94,000596,古井贡酒,2.28,38.18,,19.09,,114874.06,38.46,10派10,04-28
95,600821,津劝业,0.02,-108.33,,1.7,,868.27,-108.79,,04-28
96,603080,新疆火炬,0.8,-28.57,,17.56,,8525.95,-28.06,,04-28
97,600139,西部资源,-0.91,-5273.71,0.63,-83.81,,-59925.21,-5278.27,,04-28
