,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600793,宜宾纸业,59.91,31.28,17.3131,217.7892,2.0682,696.1194,6.6108
1,600408,*ST安泰,39.43,11.52,11.2574,447.255,0.4442,3881.2898,3.855
2,000516,国际医学,37.75,137.12,20.3238,2208.9102,1.1206,1610.9027,0.8172
3,600678,四川金顶,33.92,9.95,21.0348,16.4685,0.0471,165.3754,0.4738
4,000720,*ST新能,33.61,77.71,14.8766,562.4881,0.4361,723.7957,0.5612
5,600516,方大炭素,32.3,52.05,81.0618,3166.5606,1.7702,6082.6769,3.4004
6,600507,方大特钢,31.22,15.85,31.3634,1305.8634,0.9006,8238.2265,5.682
7,600802,福建水泥,29.45,17.78,34.0958,225.1864,0.5896,1266.441,3.3163
8,300272,开能健康,27.59,71.31,34.8918,300.0959,0.7536,420.7957,1.0567
9,601003,柳钢股份,25.63,9.03,13.1324,2040.5734,0.7962,22583.2885,8.8119
10,600338,西藏珠峰,24.23,47.91,73.2401,529.9541,0.8115,1106.0175,1.6937
11,600309,万华化学,23.08,23.12,40.123,6949.9344,2.542,30054.1746,10.9926
12,600230,沧州大化,22.77,30.8,54.1841,768.0617,1.8648,2493.179,6.0534
13,603260,合盛硅业,22.01,26.41,41.7434,1445.9071,2.158,5473.0941,8.1687
14,600132,重庆啤酒,21.27,11.9,39.4065,209.8733,0.4336,1763.5794,3.6439
15,000629,攀钢钒钛,21.07,16.98,25.3882,1150.4206,0.1339,6771.9911,0.7883
16,300122,智飞生物,19.99,32.93,59.1991,682.3785,0.4264,2071.8761,1.2949
17,603288,海天味业,19.18,25.77,47.1116,2248.0178,0.8322,8720.0479,3.2282
18,000672,上峰水泥,19.08,24.47,44.3069,509.6262,0.6263,2081.9053,2.5588
19,603868,飞科电器,18.47,21.92,39.3515,398.1746,0.914,1815.7808,4.1684
20,600566,济川药业,18.33,22.14,84.72,842.517,1.0346,3803.7247,4.6709
21,002460,赣锋锂业,18.23,35.89,43.9776,837.0689,0.7508,2331.8053,2.0915
22,002626,金达威,17.87,36.83,57.5249,490.0222,0.7948,1330.3665,2.1579
23,000895,双汇发展,17.8,10.09,21.3603,2385.3323,0.7229,23621.3893,7.1589
24,600779,水井坊,17.31,20.01,81.138,267.4546,0.5474,1336.1812,2.735
25,300132,青松股份,17.11,25.96,39.9237,146.3602,0.3792,563.6625,1.4605
26,600519,贵州茅台,16.87,47.2,90.9421,15764.1858,12.5491,33396.7099,26.5855
27,600282,南钢股份,16.76,10.58,21.6792,2288.4559,0.5178,21622.3325,4.8932
28,002075,沙钢股份,16.12,8.94,23.7211,647.0773,0.2932,7234.989,3.2785
29,600426,华鲁恒升,15.66,24.01,33.1301,1680.0561,1.0368,6997.0692,4.3182
30,002709,天赐材料,15.56,47.35,22.8182,445.9985,1.313,941.8066,2.7727
31,603658,安图生物,15.29,29.07,66.7204,246.6397,0.5872,848.3035,2.0197
32,600801,华新水泥,15.26,17.4,37.7615,2067.9179,1.3808,11883.0703,7.9348
33,000537,广宇发展,15.05,16.84,31.6967,1668.9197,0.896,9907.8392,5.3195
34,000830,鲁西化工,14.9,16.21,29.0144,1720.1615,1.1742,10607.264,7.2411
35,002597,金禾实业,14.86,24.06,34.5484,542.8627,0.9621,2255.9969,3.9983
36,603369,今世缘,14.76,36.28,71.9298,856.2871,0.6825,2359.8383,1.881
37,603568,伟明环保,14.75,50.67,61.9872,374.9101,0.5451,739.8848,1.0757
38,603025,大豪科技,14.54,37.91,50.6064,246.8731,0.3882,651.0697,1.024
39,002507,涪陵榨菜,14.43,28.7,55.035,305.2461,0.3867,1063.5202,1.3473
40,000963,华东医药,14.39,8.43,30.4036,1293.3892,0.8869,15324.95,10.5096
41,000848,承德露露,14.35,21.44,52.3793,252.9635,0.2585,1179.6169,1.2054
42,600641,万业企业,14.22,37.58,57.7109,888.3418,1.1019,2363.7475,2.9321
43,002168,深圳惠程,14.2,22.28,73.7448,249.8899,0.3045,1121.5177,1.3667
44,600782,新钢股份,14.18,8.56,13.6228,2158.7601,0.6769,25194.7952,7.9012
45,300121,阳谷华泰,14.13,20.89,35.6378,220.262,0.5871,1054.0959,2.8099
46,002901,大博医疗,14.1,49.75,82.3596,175.2834,0.438,352.2727,0.8804
47,300747,锐科激光,13.87,34.35,50.7942,258.0951,2.0163,751.204,5.8687
48,002415,海康威视,13.81,19.86,44.4988,4147.3955,0.4494,20875.7582,2.2623
49,300529,健帆生物,13.69,46.01,84.4438,209.9533,0.5027,456.2824,1.0926
50,002215,诺普信,13.66,12.11,29.9105,284.7733,0.3115,2349.8647,2.5707
51,603589,口子窖,13.66,33.96,74.3901,733.315,1.2221,2159.1572,3.5985
52,300136,信维通信,13.66,23.94,37.7735,437.1366,0.4447,1825.7157,1.8576
53,002001,新和成,13.6,44.25,64.5435,2058.5444,0.958,4651.1699,2.1646
54,600569,安阳钢铁,13.59,6.44,13.2554,1016.7307,0.4247,15767.7424,6.5872
55,600585,海螺水泥,13.49,28.29,44.2272,12942.0893,2.4422,45742.2472,8.6317
56,000759,中百集团,13.43,5.86,21.9561,459.099,0.6741,7825.2508,11.4904
57,300628,亿联网络,13.4,48.8,60.5646,410.1403,1.3731,840.4427,2.8138
58,603444,吉比特,13.39,43.08,91.3179,334.9959,4.6603,777.5917,10.8175
59,601918,新集能源,13.38,16.75,46.471,764.534,0.2951,4561.9779,1.761
60,600857,宁波中百,13.3,5.26,13.2204,25.4937,0.1136,484.1064,2.1581
61,603638,艾迪精密,13.27,24.22,45.0806,121.9941,0.4683,503.6023,1.9333
62,002294,信立泰,13.15,34.83,80.2744,789.6901,0.7549,2267.1014,2.1673
63,300146,汤臣倍健,13.14,32.47,69.1956,704.6071,0.4796,2169.6667,1.4769
64,600486,扬农化工,13.09,18.17,31.1873,562.6699,1.8156,3095.2865,9.988
65,600810,神马股份,13.04,6.62,14.3896,379.3395,0.8576,5721.67,12.9367
66,300003,乐普医疗,12.82,27.4,72.7958,809.785,0.4545,2954.63,1.6583
67,600663,陆家嘴,12.74,27.81,49.2642,1838.6512,0.5469,6610.9463,1.9664
68,603259,药明康德,12.72,28.84,40.0644,1271.8972,1.2206,4409.2072,4.2315
69,601225,陕西煤业,12.71,22.65,54.6781,5944.1579,0.5944,26242.708,2.6242
70,002372,伟星新材,12.66,20.45,46.0597,385.9948,0.2944,1886.8556,1.4393
71,600681,百川能源,12.65,22.01,26.3983,502.3223,0.4869,2281.9573,2.2122
72,600298,安琪酵母,12.63,15.11,36.5842,502.7848,0.6101,3326.7614,4.0369
73,002508,老板电器,12.62,18.88,53.4229,660.3395,0.6958,3496.6626,3.6844
74,002677,浙江美大,12.62,25.92,51.2007,145.7953,0.2256,562.3961,0.8704
75,603899,晨光文具,12.57,9.89,25.6043,374.6621,0.4072,3786.6319,4.1159
76,600332,白云山,12.54,17.64,32.2735,2618.9997,1.6109,14840.0137,9.1278
77,603357,设计总院,12.54,29.65,48.3246,246.0357,0.7577,829.777,2.5557
78,300497,富祥股份,12.53,21.22,39.6887,132.003,1.1753,621.8624,5.537
79,300554,三超新材,12.4,30.01,51.1419,65.5701,0.7005,218.4307,2.3336
80,603156,养元饮品,12.39,31.42,48.8665,1308.1504,1.7366,4163.3861,5.527
81,002008,大族激光,12.39,19.94,39.4526,1018.5979,0.9545,5106.9898,4.786
82,300357,我武生物,12.36,47.52,93.9014,103.9403,0.3573,218.7095,0.7518
83,600688,上海石化,12.32,6.75,21.9972,3524.131,0.3255,52187.64,4.8215
84,000418,小天鹅A,12.27,7.48,26.5999,902.047,1.4261,12056.9383,19.0627
85,603113,金能科技,12.22,12.93,19.1597,522.5156,0.773,4038.7886,5.975
86,603595,东尼电子,12.2,18.73,39.6028,100.4886,0.985,536.2627,5.2566
87,600763,通策医疗,12.06,19.67,41.8226,134.8616,0.4206,685.2774,2.1372
88,002925,盈趣科技,12.03,30.4,43.1284,397.2883,0.8728,1306.7421,2.8709
89,002468,申通快递,11.85,13.06,19.1358,867.4951,0.5666,6642.2061,4.339
90,603517,绝味食品,11.7,15.11,35.4768,315.1265,0.7686,2085.0013,5.0853
91,603816,顾家家居,11.69,11.91,35.9822,482.5069,1.1269,4049.0125,9.4571
92,600260,凯乐科技,11.67,7.62,15.1902,614.9975,0.8676,8061.6321,11.3728
93,002553,南方轴承,11.62,42.1,35.475,83.1798,0.239,197.574,0.5677
94,603657,春光科技,11.52,20.46,36.4075,44.9574,0.6244,219.7203,3.0516
95,600618,氯碱化工,11.39,11.0,15.4437,369.9632,0.3199,3360.3179,2.9058
96,600867,通化东宝,11.36,36.67,73.739,536.705,0.2613,1463.3624,0.7125
97,000822,山东海化,11.34,13.92,20.7736,356.9086,0.3987,2562.6708,2.863
98,000661,长春高新,11.33,19.93,84.0481,547.9885,3.2213,2749.2319,16.1612
99,600741,华域汽车,11.3,5.84,13.6114,4773.8489,1.5141,81626.6428,25.8908
100,601318,中国平安,11.25,10.86,16.2157,58095.0,3.178,534814.0,29.2563
101,600276,恒瑞医药,11.18,24.6,86.6091,1909.7674,0.5186,7760.7495,2.1075
102,601100,恒立液压,11.11,21.41,34.5953,463.4609,0.5254,2163.9716,2.4534
103,000688,国城矿业,11.09,37.26,58.4838,256.1529,0.2252,687.4167,0.6044
104,600409,三友化工,11.08,11.8,28.5389,1178.7447,0.571,9987.8862,4.8382
105,002043,兔宝宝,11.01,9.97,19.5649,190.1614,0.2204,1905.4536,2.2093
106,603027,千禾味业,10.98,28.29,43.6115,135.4814,0.4156,478.8395,1.4688
107,002242,九阳股份,10.91,10.16,33.0217,370.0404,0.4821,3639.5891,4.742
108,300401,花园生物,10.88,47.73,64.9894,153.1439,0.3195,320.8062,0.6693
109,002815,崇达技术,10.84,15.45,32.6793,280.4671,0.338,1814.628,2.1869
110,001979,招商蛇口,10.82,33.9,42.7379,7116.803,0.9003,20987.8006,2.6553
111,300668,杰恩设计,10.8,25.07,52.871,39.0994,0.3709,155.8997,1.4791
112,603501,韦尔股份,10.78,8.21,28.1334,155.7872,0.3417,1895.4283,4.1583
113,300450,先导智能,10.73,22.69,38.8203,326.8925,0.3707,1440.295,1.6336
114,600231,凌钢股份,10.7,7.42,14.4709,748.8091,0.2702,10084.7828,3.6392
115,603305,旭升股份,10.66,26.96,39.6532,132.7758,0.3314,492.4787,1.2293
116,603225,新凤鸣,10.64,5.63,10.3134,811.5942,0.9629,14407.151,17.0943
117,603650,彤程新材,10.63,20.34,38.8677,220.1818,0.3757,1082.2297,1.8468
118,600325,华发股份,10.53,14.27,25.2532,1346.4193,0.6356,9429.3615,4.4513
119,300327,中颖电子,10.42,20.98,42.68,80.1472,0.3469,381.9137,1.6534
120,600828,茂业商业,10.4,8.87,29.1018,538.2705,0.3107,6066.2709,3.5025
121,300568,星源材质,10.35,48.12,53.5135,152.8534,0.7961,317.6445,1.6543
122,603037,凯众股份,10.33,27.47,45.1852,80.005,0.7553,291.1795,2.7489
123,603587,地素时尚,10.32,34.56,75.4739,335.564,0.8368,970.8383,2.421
124,603707,健友股份,10.25,26.72,47.8707,227.1164,0.4111,849.8203,1.5383
125,000042,中洲控股,10.25,12.07,44.6667,718.0605,1.08,5947.5324,8.9459
126,002711,欧浦智网,10.25,6.94,6.256,188.7041,0.1786,2716.4599,2.5722
127,002222,福晶科技,10.21,32.28,59.2424,82.7399,0.1935,256.3004,0.5995
128,600872,中炬高新,10.15,15.59,39.9518,338.9717,0.4255,2174.0004,2.7289
129,300633,开立医疗,10.13,21.82,69.1008,117.9521,0.2948,540.4977,1.3512
130,300707,威唐工业,10.1,20.48,44.4014,62.1443,0.3953,303.4142,1.9301
131,600415,小商品城,10.1,67.04,51.4567,1213.9047,0.223,1810.6068,0.3326
132,002128,露天煤业,10.1,27.59,49.6185,1176.9227,0.7201,4264.4284,2.6092
133,600535,天士力,10.08,10.91,35.1056,925.0012,0.6115,8475.9463,5.6033
134,002275,桂林三金,10.04,35.67,74.8585,269.9369,0.4573,756.6853,1.282
135,603659,璞泰来,10.0,18.65,35.5159,257.0637,0.594,1377.6964,3.1839
136,002287,奇正藏药,10.0,35.05,88.0802,190.1281,0.4682,542.3083,1.3357
137,300232,洲明科技,9.99,9.88,30.6355,201.1371,0.2642,2035.2473,2.6735
138,603086,先达股份,9.98,14.72,33.7144,123.1084,1.0991,835.9211,7.4635
139,600452,涪陵电力,9.94,11.32,18.1335,123.4376,0.7714,1090.1903,6.8136
140,300685,艾德生物,9.94,34.35,91.9499,69.5756,0.4831,202.4927,1.4061
141,002601,龙蟒佰利,9.94,25.48,43.059,1340.5053,0.6596,5259.8887,2.5885
142,002233,塔牌集团,9.92,28.41,42.4803,861.5018,0.7225,3031.4306,2.5425
143,300572,安车检测,9.91,25.29,49.5384,59.8654,0.4945,236.6607,1.9549
144,000786,北新建材,9.9,21.68,36.1599,1298.6434,0.7686,5987.9767,3.5442
145,300461,田中精机,9.88,9.89,42.9061,39.5482,0.3114,399.5773,3.1468
146,603579,荣泰健康,9.87,11.43,34.233,141.3246,1.0094,1235.9955,8.8285
147,002258,利尔化学,9.86,14.3,32.0746,260.6474,0.497,1821.6164,3.4738
148,002236,大华股份,9.85,11.02,36.5183,1081.9169,0.3732,9814.0414,3.3856
149,603929,亚翔集成,9.84,7.29,10.5898,102.3242,0.4795,1402.9689,6.5755
150,600660,福耀玻璃,9.83,18.52,41.9598,1868.6206,0.7448,10085.1746,4.0202
151,002262,恩华药业,9.81,14.03,53.0376,261.8904,0.2595,1865.6748,1.8487
152,603466,风语筑,9.77,14.89,31.4899,128.4091,0.4398,862.116,2.9529
153,603055,台华新材,9.77,15.85,28.9693,234.2309,0.4277,1477.1393,2.6974
154,603848,好太太,9.76,19.45,40.8204,110.9862,0.2767,570.4677,1.4226
155,002717,岭南股份,9.76,10.88,26.6933,386.8904,0.3839,3554.5936,3.5274
156,002203,海亮股份,9.73,2.73,6.2158,550.6699,0.3247,20117.4622,11.8645
157,600176,中国巨石,9.72,25.25,45.5832,1267.0708,0.3617,5017.8695,1.4327
158,603429,集友股份,9.7,29.39,48.8255,54.2437,0.2848,184.5185,0.9691
159,002911,佛燃股份,9.69,10.03,21.3655,238.9012,0.4296,2380.6978,4.2818
160,600563,法拉电子,9.69,25.68,43.2578,215.2139,0.9565,838.0167,3.7245
161,600572,康恩贝,9.61,15.33,76.0675,548.4809,0.2056,3576.3852,1.3408
162,002440,闰土股份,9.58,20.7,39.4536,706.0967,0.6137,3409.868,2.9638
163,603585,苏利股份,9.55,18.8,41.7027,152.6134,0.8478,811.6174,4.5089
164,300595,欧普康视,9.55,48.03,76.3085,83.4494,0.3729,173.7358,0.7764
165,002085,万丰奥威,9.55,10.69,21.6909,556.9397,0.2546,5205.8134,2.3804
166,000935,四川双马,9.51,29.46,44.5697,293.2282,0.384,995.2553,1.3036
167,603515,欧普照明,9.48,10.14,37.4452,357.9289,0.6153,3527.6638,6.065
168,002737,葵花药业,9.44,12.1,58.2602,282.7938,0.4842,2336.0583,4.0
169,600570,恒生电子,9.42,22.06,96.3796,300.3483,0.4861,1360.9974,2.2029
170,603757,大元泵业,9.42,16.08,31.4124,87.4252,0.7451,543.4059,4.6318
171,603239,浙江仙通,9.39,23.15,41.1031,89.0254,0.3288,384.3975,1.4199
172,603486,科沃斯,9.37,8.22,36.5913,207.5616,0.5187,2523.2765,6.3066
173,300243,瑞丰高材,9.37,7.29,23.3137,54.2952,0.257,744.1744,3.5232
174,002068,黑猫股份,9.35,7.85,18.7636,306.1549,0.421,3897.7876,5.3609
175,601233,桐昆股份,9.34,7.28,15.2418,1360.8882,0.7469,18676.0839,10.2506
176,300400,劲拓股份,9.33,15.95,38.0728,51.8304,0.2128,324.8822,1.3344
177,601636,旗滨集团,9.23,17.38,31.4005,655.3651,0.2437,3769.9656,1.402
178,600829,人民同泰,9.21,3.88,12.674,134.2148,0.2314,3457.2922,5.9619
179,300463,迈克生物,9.21,18.59,52.0138,231.7239,0.4152,1246.4352,2.2337
180,300389,艾比森,9.2,12.3,35.9919,103.3839,0.3232,840.3264,2.6271
181,300409,道氏技术,9.19,8.38,34.7445,140.7147,0.6544,1677.421,7.8019
182,600577,精达股份,9.18,4.52,9.4558,286.2593,0.1463,6321.5166,3.2329
183,600323,瀚蓝环境,9.16,21.84,33.9698,499.9801,0.6524,2289.0576,2.9872
184,000818,航锦科技,9.15,13.18,26.5825,241.0884,0.3484,1828.6215,2.6431
185,002624,完美世界,9.14,21.32,59.5811,781.8617,0.5946,3666.8953,2.7889
186,300309,吉艾科技,9.11,46.7,57.2871,168.6667,0.3484,361.0978,0.746
187,300630,普利制药,9.1,28.04,83.9408,70.3044,0.3838,250.724,1.3687
188,002127,南极电商,9.08,23.64,31.5202,291.7771,0.1188,1234.0635,0.5027
189,600781,辅仁药业,9.06,14.49,44.7292,450.5776,0.7184,3108.6594,4.9567
190,600197,伊力特,9.04,21.6,48.2667,215.513,0.4886,997.3472,2.2615
191,000902,新洋丰,9.03,9.72,19.6397,538.5986,0.4128,5539.7704,4.2465
192,300620,光库科技,9.02,33.12,48.4961,45.5473,0.5175,137.4912,1.5623
193,002223,鱼跃医疗,9.02,21.13,40.2356,469.944,0.4687,2223.1619,2.2176
194,600173,卧龙地产,9.01,12.96,33.4993,183.4402,0.252,1414.4568,1.9437
195,002878,元隆雅图,9.0,10.99,26.1824,48.7842,0.3746,443.8234,3.408
196,600183,生益科技,8.99,9.17,20.4461,532.8418,0.2516,5808.9054,2.7438
197,600703,三安光电,8.99,44.4,48.8842,1852.9212,0.4543,4173.1959,1.0232
198,000049,德赛电池,8.98,2.11,7.5928,133.3702,0.6498,6312.7158,30.7571
199,600740,山西焦化,8.98,23.46,9.281,823.2517,0.5748,3508.0171,2.4494
200,300237,美晨生态,8.97,17.28,32.7421,309.572,0.213,1790.8367,1.2324
201,601138,工业富联,8.96,3.42,8.1483,5444.1,0.2764,158994.232,8.0726
202,600885,宏发股份,8.96,10.94,38.1985,367.3178,0.4932,3355.2756,4.5051
203,300596,利安隆,8.95,12.08,30.6523,86.2131,0.4789,713.1415,3.9618
204,002818,富森美,8.94,52.65,70.6198,391.1636,0.8788,742.8354,1.669
205,300258,精锻科技,8.93,24.62,40.9175,158.6677,0.3917,644.3267,1.5909
206,002595,豪迈科技,8.92,20.41,33.3509,352.2215,0.4402,1724.9881,2.1562
207,300124,汇川技术,8.91,20.06,44.7423,496.1179,0.2981,2472.7083,1.4858
208,002208,合肥城建,8.88,14.59,41.609,166.9059,0.5214,1143.6812,3.5728
209,002142,宁波银行,8.86,42.16,42.3446,5701.296,1.1245,13522.21,2.6672
210,000922,*ST佳电,8.85,17.11,35.4385,150.9251,0.308,881.9337,1.8002
211,002182,云海金属,8.84,5.95,13.9811,145.3657,0.2248,2441.9837,3.7776
212,601877,正泰电器,8.82,14.97,29.4403,1782.5382,0.8285,11902.316,5.5322
213,002117,东港股份,8.8,15.78,38.8692,132.258,0.3635,837.6459,2.3026
214,600328,兰太实业,8.77,10.89,39.7984,205.9353,0.4701,1889.9202,4.3145
215,603338,浙江鼎力,8.77,26.13,38.6325,205.2832,0.8287,785.4705,3.171
216,603916,苏博特,8.77,18.24,36.5923,174.4177,0.5737,956.2002,3.1453
217,603298,杭叉集团,8.71,7.26,20.5479,315.5592,0.5099,4341.4089,7.0152
218,000065,北方国际,8.7,8.35,18.7653,342.1843,0.4446,4097.5342,5.3248
219,000735,罗牛山,8.67,81.97,20.3718,335.3642,0.2912,409.0885,0.3552
220,600273,嘉化能源,8.67,20.6,30.9867,581.4192,0.3916,2822.2499,1.9011
221,600636,三爱富,8.66,26.37,12.4993,239.6262,0.5361,908.5682,2.0328
222,603663,三祥新材,8.65,14.39,28.7327,42.7251,0.3148,296.7225,2.1864
223,300700,岱勒新材,8.64,23.25,48.2492,48.1343,0.5841,206.9996,2.5121
224,603866,桃李面包,8.64,12.13,39.2956,262.8885,0.5585,2166.6571,4.6037
225,000636,风华高科,8.59,19.87,35.5815,413.7033,0.4621,2081.1403,2.3246
226,603833,欧派家居,8.59,11.35,37.2287,550.0421,1.3087,4845.409,11.5289
227,000710,贝瑞基因,8.57,22.63,56.656,145.8689,0.4113,644.5,1.8175
228,300418,昆仑万维,8.57,31.83,84.3197,563.0674,0.4887,1768.4832,1.5352
229,601216,君正集团,8.53,33.23,44.3463,1446.1456,0.1713,4351.8983,0.5157
230,300144,宋城演艺,8.53,44.02,67.9033,665.2027,0.4579,1511.1223,1.0402
231,603997,继峰股份,8.53,13.69,32.0856,145.0898,0.2275,1059.8061,1.6618
232,603458,勘设股份,8.51,17.34,35.4899,172.9491,1.393,997.1821,8.0319
233,000423,东阿阿胶,8.51,28.87,63.1944,862.2527,1.3183,2985.9824,4.5655
234,600022,山东钢铁,8.48,6.74,10.949,1677.9826,0.1532,24877.5444,2.2726
235,002916,深南电路,8.48,8.65,23.1658,280.3539,1.0012,3239.7574,11.5705
236,300422,博世科,8.47,9.24,28.8023,106.1621,0.2983,1148.4375,3.2276
237,603056,德邦股份,8.44,3.0,14.5788,306.7694,0.3195,10194.5703,10.6193
238,603605,珀莱雅,8.44,12.37,62.183,128.9254,0.6446,1041.5375,5.2076
239,002832,比音勒芬,8.39,18.12,63.7917,122.4469,0.6752,675.6122,3.7256
240,002832,比音勒芬,8.39,18.12,63.7917,122.4469,0.6752,675.6122,3.7256
241,002470,金正大,8.38,6.08,16.7988,837.6149,0.2652,13770.0738,4.3606
242,603713,密尔克卫,8.38,8.86,21.5805,66.9612,0.5855,755.5264,6.6069
243,603026,石大胜华,8.37,4.81,11.8415,131.7674,0.6501,2737.6721,13.5073
244,300547,川环科技,8.37,17.98,35.3379,59.3084,0.4802,329.7657,2.6704
245,002402,和而泰,8.37,10.48,21.4073,128.7569,0.1504,1228.0285,1.4348
246,002690,美亚光电,8.36,34.51,53.8565,169.6779,0.251,491.5576,0.7271
247,600217,中再资环,8.35,13.7,42.3866,153.2785,0.1103,1118.1132,0.8051
248,603040,新坐标,8.35,35.13,64.4635,50.7009,0.6385,144.3148,1.8174
249,300657,弘信电子,8.34,4.11,8.7925,43.5993,0.4192,1059.4704,10.1872
250,603898,好莱客,8.34,20.06,39.2836,181.124,0.5653,902.7049,2.8178
251,300395,菲利华,8.33,24.0,46.5671,79.0633,0.2642,329.2951,1.1005
252,601009,南京银行,8.32,44.29,53.5781,5977.771,0.7047,13495.729,1.591
253,000062,深圳华强,8.32,7.34,16.8458,359.7205,0.4986,4897.1738,6.7892
254,600675,中华企业,8.31,10.87,32.9037,833.5106,0.177,7667.4845,1.629
255,603919,金徽酒,8.3,19.85,62.9457,157.6177,0.433,793.9867,2.1812
256,000538,云南白药,8.3,12.58,30.4395,1633.0636,1.5681,12973.5882,12.4578
257,300653,正海生物,8.27,38.0,92.4416,39.9773,0.4997,105.1974,1.3149
258,002907,华森制药,8.26,17.63,65.3975,62.3015,0.1557,353.3022,0.8831
259,300219,鸿利智汇,8.25,12.16,22.7974,234.1155,0.3283,1924.7704,2.6997
260,002050,三花智控,8.22,12.11,27.6374,677.0561,0.3193,5590.3337,2.6365
261,600970,中材国际,8.19,6.42,17.8127,647.5949,0.3691,10079.5176,5.7457
262,002003,伟星股份,8.18,14.28,40.977,180.7411,0.2384,1265.0547,1.6688
263,300446,乐凯新材,8.16,38.24,59.7476,45.8704,0.3735,119.9426,0.9767
264,300296,利亚德,8.13,16.22,36.0763,585.7479,0.2303,3611.1222,1.42
265,000510,金路集团,8.12,7.38,17.5434,73.3822,0.1204,994.0003,1.6316
266,300624,万兴科技,8.12,19.26,95.9296,48.3154,0.6039,250.7937,3.1349
267,300531,优博讯,8.11,15.76,38.3467,52.2535,0.1866,331.418,1.1836
268,300088,长信科技,8.1,8.32,14.6405,364.1523,0.1584,4375.063,1.9031
269,002360,同德化工,8.08,19.15,43.027,86.2139,0.2202,450.0612,1.1495
270,000999,华润三九,8.08,12.77,67.4287,826.5014,0.8443,6472.0973,6.6116
271,002088,鲁阳节能,8.06,19.54,43.0792,149.3181,0.4254,763.8854,2.1765
272,600673,东阳光科,8.06,8.4,22.5074,385.4155,0.1561,4584.6334,1.8569
273,603345,安井食品,8.02,7.3,26.6374,142.3479,0.6588,1947.3876,9.014
274,601101,昊华能源,8.02,21.23,54.1025,637.9744,0.5316,3004.9322,2.5041
275,002893,华通热力,8.01,8.77,18.0934,50.6598,0.4221,577.0947,4.8091
276,002042,华孚时尚,8.0,8.13,12.7411,552.3355,0.3635,6790.3901,4.4691
277,002146,荣盛发展,7.96,11.58,32.3386,2246.868,0.5167,19387.8739,4.4588
278,300699,光威复材,7.96,32.93,49.0559,214.2769,0.5822,650.6856,1.7681
279,000676,智度股份,7.94,11.59,18.7699,437.1822,0.4527,3771.5985,3.9055
280,600419,天润乳业,7.94,9.6,27.4021,69.6782,0.3364,725.4113,3.5024
281,300094,国联水产,7.94,7.73,12.5125,167.6296,0.2137,2166.1154,2.7616
282,603283,赛腾股份,7.93,12.11,46.5213,53.6992,0.3299,443.3308,2.7237
283,300178,腾邦国际,7.91,8.89,19.3907,226.9648,0.3681,2552.7661,4.1406
284,300423,鲁亿通,7.9,16.31,34.7516,206.829,0.7073,1267.5512,4.3349
285,002419,天虹股份,7.89,5.09,26.6033,485.4838,0.4044,9523.488,7.9342
286,603129,春风动力,7.88,6.03,28.5984,72.0937,0.5356,1194.753,8.8765
287,002462,嘉事堂,7.87,2.17,9.9327,185.4025,0.74,8519.9908,34.0083
288,603933,睿能科技,7.82,7.79,20.3504,78.8024,0.5482,1010.3054,7.0287
289,600062,华润双鹤,7.82,14.26,64.6803,583.216,0.6708,4087.6808,4.7019
290,300396,迪瑞医疗,7.81,23.13,65.008,101.5256,0.3678,438.8196,1.5897
291,603319,湘油泵,7.81,12.25,32.1572,55.9032,0.6908,456.0908,5.6363
292,600327,大东方,7.79,4.82,14.893,218.4337,0.2962,4523.7925,6.1354
293,603708,家家悦,7.79,3.11,21.4746,193.6915,0.4138,6226.5254,13.3045
294,601678,滨化股份,7.78,13.64,29.6334,460.5953,0.2982,3375.0903,2.1853
295,600778,*ST友好,7.78,2.1,24.1102,60.1637,0.1931,2861.6143,9.1868
296,600201,生物股份,7.77,47.17,73.9368,359.1655,0.3068,761.3501,0.6504
297,600270,外运发展,7.77,19.36,9.2362,635.9891,0.7023,3283.9792,3.6267
298,300673,佩蒂股份,7.74,17.3,33.0974,68.1582,0.5679,393.8575,3.2821
299,300081,恒信东方,7.73,60.36,36.6006,187.7448,0.3537,311.032,0.586
300,002450,康得新,7.73,20.89,38.1087,1513.2433,0.4273,7240.5831,2.0448
301,002900,哈三联,7.65,14.5,84.1528,144.4324,0.4561,995.4402,3.1441
302,300376,易事特,7.65,12.15,21.8191,363.3861,0.1559,2989.2283,1.2829
303,600966,博汇纸业,7.65,9.42,23.3422,411.462,0.3077,4363.7668,3.2642
304,600161,天坛生物,7.62,19.68,49.0558,240.2732,0.2758,1220.2892,1.4007
305,300009,安科生物,7.62,20.75,80.512,130.1068,0.1304,627.014,0.6286
306,600987,航民股份,7.62,14.33,27.8856,277.7969,0.4372,1937.5093,3.0497
307,002456,欧菲科技,7.62,4.07,15.2618,743.6231,0.2739,18256.2545,6.7255
308,002741,光华科技,7.61,11.35,24.9129,88.4102,0.2362,778.6251,2.0806
309,300316,晶盛机电,7.59,22.91,38.2752,285.0933,0.222,1244.0456,0.969
310,600076,康欣新材,7.59,21.6,32.1796,269.3991,0.2604,1246.9666,1.2056
311,600684,珠江实业,7.58,8.07,28.7647,237.8921,0.2787,2947.7043,3.4538
312,603067,振华股份,7.58,12.75,31.9977,89.4717,0.2904,701.4336,2.2773
313,600761,安徽合力,7.57,6.77,19.3234,341.217,0.4609,5037.6559,6.8059
