,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
1885,300671,富满电子,,,,,,,
1886,000821,京山轻机,,,21.5316,219.9788,,1179.648,
1887,300042,朗科科技,,,13.1665,27.138,,404.9404,
1888,000860,顺鑫农业,,,39.7522,481.3217,,7232.5752,
1889,002466,天齐锂业,,,,,,,
1890,600549,厦门钨业,,,18.7879,334.0115,,8663.5013,
1891,600561,江西长运,,,,,,,
1892,000893,*ST东凌,,,31.3616,-2.6677,,174.8283,
1893,603385,惠达卫浴,,,27.3417,118.3909,,1385.8296,
1894,300084,海默科技,,,,,,,
1895,600602,云赛智联,,,17.6975,143.8888,,2042.5702,
1896,002510,天汽模,,,,,,,
1897,000972,*ST中基,,,0.0232,-83.8461,,336.011,
1898,600661,新南洋,,,44.4903,47.5137,,962.9312,
1899,603626,科森科技,,,27.0872,74.7909,,881.0019,
1900,300194,福安药业,,,63.0975,172.7728,,1434.6047,
1901,600717,天津港,,,19.9798,447.2931,,5930.3314,
1902,002053,云南能投,,,48.4788,59.9771,,647.85,
1903,002596,海南瑞泽,,,,,,,
1904,002074,国轩高科,,,,,,,
1905,300271,华宇软件,,,,,,,
1906,002613,北玻股份,,,21.2914,76.1694,,624.598,
1907,300286,安科瑞,,,53.837,49.2146,,218.1296,
1908,603855,华荣股份,,,52.5876,55.4333,,671.9976,
1909,300295,三六五网,,,94.6137,51.2253,,227.3822,
1910,600822,上海物贸,,,5.3327,30.8572,,3390.488,
1911,002658,雪迪龙,,,45.5685,57.2219,,479.0052,
1912,002154,报喜鸟,,,63.4265,39.3901,,1412.5427,
1913,300348,长亮科技,,,,,,,
1914,600055,万东医疗,,,44.3402,42.5509,,380.4368,
1915,600984,建设机械,,,31.0594,59.2442,,920.7609,
1916,600126,杭钢股份,,,14.1771,1155.3463,,13176.3711,
1917,300421,力星股份,,,,,,,
