,code,name,mbrg,nprg,nav,targ,epsg,seg
345,002182,云海金属,4.1522,53.9146,10.2133,6.5503,51.9595,10.2542
346,603105,芯能科技,-45.6596,53.8349,14.4016,27.4892,62.5,14.4016
347,300572,安车检测,25.1537,53.7132,14.0415,8.905,34.6477,14.0415
348,603238,诺邦股份,76.4805,53.144,19.7492,72.4133,10.5263,5.8281
349,300232,洲明科技,66.7959,53.0915,36.9126,77.4131,19.882,23.0021
350,300036,超图软件,37.2051,53.0888,11.7287,9.822,51.7241,12.2734
351,002173,创新医疗,25.6305,52.6807,3.0682,1.7092,46.1538,3.0656
352,000732,泰禾集团,42.1242,52.5839,47.7631,45.4958,6.9147,7.923
353,600017,日照港,9.7753,52.5334,7.3568,8.3656,57.1429,4.189
354,603568,伟明环保,60.3541,52.2067,20.054,22.8684,52.7778,20.1204
355,300532,今天国际,67.3766,52.1391,11.8198,13.8673,-14.8332,11.8198
356,002254,泰和新材,18.7691,51.9518,5.3789,37.89,60.0,2.0658
357,002398,建研集团,40.6394,51.9479,6.9283,16.1019,-26.087,7.1307
358,300311,任子行,19.3136,51.8127,0.1713,9.4369,10.0,-0.5505
359,300596,利安隆,27.1755,51.683,19.8802,40.3924,45.8143,16.7179
360,300383,光环新网,54.2031,51.4285,8.1988,19.3442,42.8571,8.0871
361,603225,新凤鸣,33.671,51.188,34.1632,44.9662,0.0,36.6139
362,002708,光洋股份,1.033,51.0003,-0.0499,-1.9797,50.9506,-0.0499
363,002406,远东传动,28.0141,50.9943,7.3073,4.2955,53.3333,7.309
364,601898,中煤能源,35.3224,50.8234,3.939,5.2951,61.5385,3.5508
365,600217,中再资环,27.7769,50.5774,16.4982,17.9262,37.5,15.8308
366,603650,彤程新材,23.6758,50.5587,,,50.0,
367,300365,恒华科技,59.0255,50.4171,141.6161,105.8077,-32.3725,141.821
368,002226,江南化工,81.7917,50.4105,48.4566,143.7863,24.8555,51.6598
369,300131,英唐智控,54.5608,50.367,-4.5561,40.5059,18.5393,-9.451
370,300339,润和软件,43.4247,50.2969,29.0903,28.0421,33.3333,29.1206
371,300668,杰恩设计,36.9355,50.2919,4.0211,-2.7065,-54.321,4.0211
372,603811,诚意药业,69.2461,49.7997,8.984,16.7035,32.5,8.984
373,603689,皖天然气,15.2692,49.4215,4.617,3.7247,30.0,6.3463
374,002449,国星光电,11.7176,49.3529,9.0083,7.3516,12.6586,9.4299
375,002401,中远海科,52.8856,49.3258,8.0107,24.6986,47.23,7.2782
376,002146,荣盛发展,44.5146,49.2518,22.0886,19.568,33.3333,19.5285
377,600479,千金药业,-1.5587,49.0912,7.4104,8.1993,23.7327,6.9175
378,603988,中电电机,48.0586,49.0134,1.8089,11.1666,-27.2727,1.8089
379,300395,菲利华,38.5737,48.9569,15.3848,21.0865,48.1543,15.262
380,600622,光大嘉宝,88.0831,48.8217,29.9986,67.336,-9.6774,7.0328
381,002825,纳尔股份,27.769,48.5764,4.5137,10.303,47.3684,4.5137
382,300481,濮阳惠成,26.6894,48.2956,47.909,51.1955,-4.5455,48.3516
383,002757,南兴装备,58.1645,48.2826,89.6415,84.7645,35.742,89.6415
384,600773,西藏城投,0.942,48.2456,18.3418,21.4724,13.2075,25.6075
385,600323,瀚蓝环境,16.6674,48.2317,6.0458,7.22,58.5366,9.4405
386,000407,胜利股份,29.3602,48.2233,3.3584,36.7165,60.0,4.1131
387,002365,永安药业,18.3258,47.6376,20.9692,20.3773,5.7143,21.0961
388,600618,氯碱化工,-7.7663,47.6289,48.1035,4.4426,47.6234,48.2217
389,300604,长川科技,76.7844,47.5773,16.2402,39.3247,-37.037,16.2402
390,603088,宁波精达,-0.4135,47.5761,4.9656,15.5005,0.0,4.8678
391,603278,大业股份,37.852,47.5221,125.8053,42.3861,11.3636,125.8053
392,300452,山河药辅,39.8082,47.5153,25.0638,27.3404,-11.1111,10.0088
393,002677,浙江美大,50.7858,47.0253,8.6165,12.819,53.3333,8.6165
394,600970,中材国际,14.0037,46.899,9.0032,3.3094,48.0,9.69
395,002221,东华能源,47.8124,46.7576,18.3823,7.7965,42.5241,17.7717
396,300377,赢时胜,56.8056,46.7493,5.2263,9.544,52.0119,4.8847
397,600315,上海家化,38.2109,46.513,3.5434,27.6489,46.875,3.5434
398,601016,节能风电,30.5582,46.4304,4.2234,9.5247,47.2727,4.3617
399,603227,雪峰科技,74.4894,46.3593,1.6522,0.2257,-225.0,1.4249
400,603737,三棵树,31.594,46.2655,16.4601,34.6806,10.0,16.4601
401,603826,坤彩科技,28.6163,46.2032,8.9445,10.6384,8.8889,8.6163
402,603429,集友股份,77.8965,45.9606,21.7926,29.7044,-51.3905,18.6881
403,002832,比音勒芬,36.5012,45.8415,8.3217,13.6375,-13.9241,8.3217
404,002541,鸿路钢构,70.1593,45.6483,6.0418,25.9771,-2.9218,6.0418
405,002737,葵花药业,19.3876,45.5926,9.4714,3.2986,10.7148,10.0229
406,300457,赢合科技,34.522,45.4894,139.7838,95.5234,-45.7447,142.8175
407,002843,泰嘉股份,22.9876,45.4653,8.2339,22.5567,40.7589,8.2339
408,600064,南京高科,35.1262,45.2081,2.5896,-2.5834,-14.3072,1.3585
409,002618,丹邦科技,12.219,44.8719,1.9013,-1.2514,44.8113,1.9013
410,603979,金诚信,28.1718,44.823,5.6077,16.4939,47.3684,5.3494
411,600566,济川药业,35.3557,44.6888,27.6893,34.9857,44.7844,27.6893
412,603605,珀莱雅,24.9159,44.452,134.9038,58.4699,8.4746,135.0133
413,002627,宜昌交运,15.1075,44.4502,102.6781,61.0175,1.125,115.1704
414,600845,宝信软件,17.9992,44.4441,41.9908,30.6524,42.5287,42.2744
415,600310,桂东电力,60.5206,44.4048,-13.85,20.3283,-58.209,-21.7484
416,300138,晨光生物,0.4986,44.3929,7.3929,23.1756,-18.1818,8.2604
417,601177,杭齿前进,6.7777,44.3867,1.0664,-1.2536,68.8679,0.4981
418,600710,苏美达,16.2653,44.3495,9.3506,2.9807,23.0769,8.8353
419,300707,威唐工业,52.8424,44.1795,101.5895,74.8819,-46.1004,114.7034
420,600888,新疆众和,-1.5319,44.1514,5.817,15.4687,41.8981,5.2316
421,002675,东诚药业,34.9433,44.0976,33.1176,47.9188,53.7198,35.0959
422,300197,铁汉生态,76.678,44.0906,27.9936,66.0662,-5.5556,22.0225
423,600828,茂业商业,5.5862,43.6761,41.6176,14.6441,41.5301,37.5037
424,002391,长青股份,41.8812,43.5784,5.8977,0.8982,41.1471,5.7942
425,603113,金能科技,28.7364,43.5701,20.7602,16.3134,28.3333,20.7602
426,603866,桃李面包,19.3251,43.5427,44.5029,36.8981,36.5854,44.5029
427,000739,普洛药业,12.0529,43.5246,17.861,0.8746,43.8182,17.861
428,600761,安徽合力,23.1955,43.4848,4.3134,7.8715,27.7778,3.5638
429,000959,首钢股份,11.6067,43.3304,3.9681,2.8498,50.1115,1.6474
430,300499,高澜股份,-8.6376,43.0413,7.7867,3.229,36.3636,7.7357
431,300430,诚益通,33.248,42.5487,7.4828,2.7593,-47.0588,6.2973
432,002068,黑猫股份,26.9853,42.5293,44.5463,14.5608,20.3143,46.9488
433,002635,安洁科技,70.2285,42.4412,148.0496,157.1509,14.2857,149.5912
434,300595,欧普康视,45.3175,42.017,28.1035,37.204,-24.62,23.3893
435,300745,欣锐科技,75.2428,41.9806,,,33.3333,
436,600572,康恩贝,52.8158,41.9218,25.675,27.6132,34.6405,29.9642
437,600309,万华化学,23.0212,41.6661,38.9496,13.5105,41.8994,43.3308
438,600982,宁波热电,5.3338,41.6574,3.832,12.2266,43.5655,2.7216
439,000799,酒鬼酒,41.2604,41.6117,8.3185,10.2185,38.3196,8.3185
440,300545,联得装备,40.7742,41.5791,7.756,47.3193,-29.7297,7.756
441,601677,明泰铝业,27.6561,41.5597,37.5369,33.6807,18.9189,40.9971
442,300424,航新科技,47.9754,41.4005,10.561,84.0789,-18.75,10.6372
443,603466,风语筑,11.2931,41.2192,97.6025,60.8981,-47.619,97.6025
444,603559,中通国脉,13.4673,41.0166,48.6083,74.6793,50.0,48.8272
445,002091,江苏国泰,2.8602,40.9722,10.1138,16.1116,17.3913,9.5799
446,300529,健帆生物,38.912,40.8281,22.4439,18.1809,41.6667,22.4196
447,600251,冠农股份,73.8139,40.7636,10.9734,9.9428,26.3747,3.9215
448,002654,万润科技,68.3186,40.6244,28.8237,38.5829,22.2222,27.5436
449,000906,浙商中拓,38.0466,40.5991,46.3371,35.0503,-5.8824,51.9598
450,600435,北方导航,-27.5262,40.5841,4.4439,-3.8804,180.6854,1.9422
451,601877,正泰电器,20.1595,40.5607,9.622,17.1053,38.3333,10.3133
452,600706,曲江文旅,25.5336,40.5308,8.655,17.6151,42.8571,8.8734
453,600519,贵州茅台,38.0598,40.491,22.0598,7.9182,40.067,23.5049
454,300410,正业科技,28.0737,40.4716,13.462,22.0891,34.0909,13.0375
455,300699,光威复材,32.5852,40.366,72.0029,35.9487,5.4545,72.0029
456,300184,力源信息,43.741,40.321,8.76,-2.1372,14.3206,8.76
457,601606,长城军工,6.2792,40.2215,,,50.0,
458,600328,兰太实业,19.1424,40.1003,15.2068,2.9639,77.3585,10.0494
459,603018,中设集团,68.0302,40.0514,14.7474,33.2367,-6.8966,14.4597
460,002413,雷科防务,33.1574,40.0287,15.1935,17.3534,20.0,14.3198
461,600446,金证股份,32.6107,39.7787,16.4751,31.1056,258.0247,22.3893
462,002728,特一药业,27.75,39.6386,10.0253,23.667,40.7407,10.0253
463,002405,四维图新,18.7716,39.6186,-0.7139,-10.1364,22.1905,2.8213
464,603589,口子窖,23.6695,39.4506,19.3714,23.7214,38.6364,19.3714
465,000420,吉林化纤,29.2225,39.3488,3.9875,37.6782,37.457,3.8831
466,603688,石英股份,18.2604,39.2395,8.3875,11.5482,36.5462,8.3875
467,002662,京威股份,10.663,39.1357,11.3756,17.0993,-5.8824,11.5605
468,600814,杭州解百,6.8361,39.1161,9.0035,7.4892,33.3333,5.4778
469,002913,奥士康,32.9523,39.0954,141.5711,66.8055,4.3478,141.5711
470,603025,大豪科技,33.6148,38.8682,13.1478,14.0005,-2.5,13.3673
471,002853,皮阿诺,40.8443,38.8551,8.1232,15.7196,-51.5625,8.5146
472,002395,双象股份,13.4309,38.733,2.5041,9.7623,26.209,0.2115
473,002721,金一文化,40.3301,38.6076,83.0186,41.1781,140.0,111.9758
474,300584,海辰药业,98.1009,38.605,11.854,32.0903,-11.4591,11.854
475,603515,欧普照明,17.2075,38.3283,17.3764,20.8122,37.7778,17.4633
476,002584,西陇科学,8.7532,38.2873,5.0859,31.1652,33.3333,4.0886
477,002125,湘潭电化,27.549,38.2526,5.4635,29.1353,40.625,5.1584
478,300239,东宝生物,41.8987,38.2094,1.889,22.3034,38.403,1.889
479,002610,爱康科技,14.5506,38.1642,1.4552,-7.2676,100.0,2.4951
480,002815,崇达技术,22.582,38.1466,21.7103,30.0633,-30.6122,21.7103
481,603223,恒通股份,52.8531,38.0024,64.289,61.274,-16.0,66.3878
482,300546,雄帝科技,67.2587,37.9508,14.5805,29.3015,31.5789,14.5805
483,002460,赣锋锂业,43.473,37.8243,69.99,65.5133,-6.1728,69.7296
484,600080,金花股份,-2.0062,37.7092,61.1985,42.7731,30.1099,61.3323
485,300654,世纪天鸿,6.5569,37.5216,68.1597,42.9038,-28.5714,66.6899
486,603880,南卫股份,-3.913,37.506,,,-18.9189,
487,603345,安井食品,18.6377,37.4036,11.3041,17.8705,26.9231,11.3041
488,603022,新通联,15.8442,37.3909,2.395,12.1345,35.625,2.395
489,603338,浙江鼎力,42.1245,37.2914,93.9172,100.0297,-9.7826,93.9172
490,000980,众泰汽车,77.1456,37.1112,22.226,5.1023,25.0,22.2356
491,600688,上海石化,21.0655,36.8711,15.8162,22.7364,36.9748,15.9752
492,600392,盛和资源,50.2632,36.8521,4.8577,8.3502,-1.1597,5.6513
493,002559,亚威股份,19.6945,36.6725,4.1836,5.4758,37.6497,3.9938
494,300593,新雷能,16.0028,36.3388,6.609,20.8944,38.4615,6.609
495,002536,西泵股份,18.4659,36.1523,9.2724,15.6432,39.2857,9.2613
496,600132,重庆啤酒,10.9102,36.1497,-1.4431,3.1045,30.303,-1.8095
497,002683,宏大爆破,17.2818,36.071,5.1559,9.2557,15.0087,3.9824
498,002203,海亮股份,65.1643,36.048,21.3565,21.548,36.3939,22.5968
499,600884,杉杉股份,11.3055,35.9843,21.2845,34.896,37.4172,19.9627
500,002253,川大智胜,-5.7954,35.9125,4.0818,-0.0395,47.7759,3.3177
501,600114,东睦股份,22.4815,35.8966,14.2698,12.7372,-11.1111,14.0053
502,002195,二三四五,23.6095,35.6929,14.0156,32.9564,2.6429,16.4258
503,600736,苏州高新,21.8357,35.5928,66.0414,38.9752,25.7156,38.7476
504,002747,埃斯顿,72.8704,35.4147,12.3809,62.8964,40.0,7.2664
505,600741,华域汽车,19.3477,35.3236,11.5778,18.1769,47.7073,11.317
506,603585,苏利股份,10.7128,35.321,15.6577,13.495,11.8421,13.9192
507,600197,伊力特,20.3767,35.1691,23.622,23.1355,33.2697,20.7596
508,002651,利君股份,1.8639,35.1174,4.5931,-1.0195,33.3333,4.5931
509,002907,华森制药,24.1335,35.089,48.5303,45.1332,21.5457,48.5303
510,600636,三爱富,-68.4771,35.0697,-12.2093,-34.8687,128.5047,7.0428
511,002587,奥拓电子,77.9205,35.0304,10.1503,34.4018,-6.9767,10.4374
512,000708,大冶特钢,27.1869,35.0214,8.538,19.6869,35.1544,8.538
513,600660,福耀玻璃,15.7358,34.9846,9.0886,15.4111,34.5455,8.9594
514,603380,易德龙,8.9055,34.891,12.0574,-1.3058,0.0,12.0621
515,600497,驰宏锌锗,12.8822,34.8802,42.7239,-1.9454,13.6867,54.1466
516,603496,恒为科技,52.9384,34.8504,11.3083,18.6126,-27.9363,11.0525
517,603538,美诺华,14.897,34.8286,14.9992,40.5271,31.0345,4.8883
518,601101,昊华能源,-5.784,34.7434,8.4469,2.3644,32.5,12.1472
519,601366,利群股份,4.7913,34.7016,6.8563,8.5569,17.8571,6.7789
520,601311,骆驼股份,32.4336,34.692,11.6174,35.2043,36.0,9.1306
521,603319,湘油泵,20.4159,34.5459,13.9631,31.0598,35.2941,13.9668
522,000002,万科A,51.8032,34.5132,27.6911,44.7542,25.7576,19.7544
523,300628,亿联网络,22.7416,34.4307,19.097,18.5302,-70.5953,19.097
524,002878,元隆雅图,26.0883,34.1781,12.213,17.0619,-37.7049,12.0798
525,000155,川化股份,13.9525,34.1709,28.9647,120.6927,-50.0,3.8824
526,000027,深圳能源,29.2613,33.9774,-1.9232,15.8555,33.235,-2.91
527,603808,歌力思,39.1525,33.9513,15.9099,9.6102,-2.0408,20.3885
528,600272,开开实业,-5.3492,33.8762,6.0431,3.0626,28.5714,6.0387
529,603899,晨光文具,35.9453,33.794,19.1623,31.5036,29.599,19.6717
530,002756,永兴特钢,24.0518,33.697,1.6605,13.3996,34.7826,1.6623
531,002235,安妮股份,19.0581,33.6749,-6.7551,-4.5325,-12.0879,-6.238
532,002230,科大讯飞,52.6849,33.589,-7.4261,14.2101,-25.0,-7.6542
533,002901,大博医疗,27.5982,33.5739,94.7739,89.0982,18.9189,94.9999
534,002546,新联电子,14.7606,33.5388,0.9205,1.6513,33.3333,1.1777
535,300609,汇纳科技,23.6199,33.4314,10.9153,16.1963,28.4278,10.8264
536,600459,贵研铂业,18.2005,33.4282,6.8921,31.6576,-4.3478,3.6204
537,600337,美克家居,40.4977,33.4125,52.6828,47.5967,10.0,52.1505
538,002707,众信旅游,14.5843,33.4077,18.314,27.9731,42.9825,22.9926
539,000731,四川美丰,-16.3204,33.3824,5.2537,-5.6345,43.7283,6.0007
540,300627,华测导航,54.0076,33.1662,20.091,34.4716,-43.2103,18.6438
541,000547,航天发展,13.8375,33.0299,6.2465,5.7585,50.0,5.8289
542,603833,欧派家居,25.0486,33.0006,14.2525,19.0377,24.7619,14.2583
543,002603,以岭药业,20.2875,32.9331,9.0758,4.2416,32.1429,9.0904
544,600570,恒生电子,25.9847,32.8631,27.453,23.8042,32.4324,22.8699
545,600111,北方稀土,39.711,32.8527,6.4491,15.6433,94.4805,5.0901
546,002347,泰尔股份,95.6393,32.76,-6.3631,5.5235,50.2618,-7.0254
547,600148,长春一东,21.4696,32.6326,8.3176,3.8642,40.4392,6.6096
548,603180,金牌厨柜,15.12,32.534,18.0486,15.7983,3.9525,18.0492
549,300145,中金环境,32.8654,32.3178,14.6043,21.5398,28.8536,14.6499
550,603659,璞泰来,44.336,32.2342,132.7587,94.0491,11.3208,115.3044
551,300237,美晨生态,19.821,32.1749,23.8157,28.658,-27.3781,21.8046
552,300357,我武生物,32.4446,32.0211,21.1364,22.3004,-26.6626,21.1364
553,600200,江苏吴中,-45.6797,31.9656,-2.781,-2.7606,27.1739,-2.9961
554,603896,寿仙谷,35.8908,31.9426,9.8739,24.8533,2.7027,9.8739
555,002566,益盛药业,6.4748,31.9378,4.3411,-3.0092,31.8889,3.1043
556,601318,中国平安,,31.9333,19.2218,14.5976,34.1564,21.2016
557,603369,今世缘,30.8316,31.9075,15.6182,14.4849,31.8779,15.4294
558,300219,鸿利智汇,18.402,31.903,14.2028,14.2983,26.9231,12.6177
559,600461,洪城水业,49.421,31.8505,6.019,22.3292,31.25,5.3061
560,601799,星宇股份,22.4344,31.7346,7.2385,13.0447,32.3068,7.3346
561,603708,家家悦,11.8362,31.5437,9.0092,15.3013,32.2581,7.5403
562,300497,富祥股份,31.055,31.5307,22.6119,27.4393,-35.4839,22.7002
563,002641,永高股份,18.2368,31.5183,7.1604,9.8852,16.6667,7.1604
564,002050,三花智控,30.602,31.5087,54.8171,46.8742,14.2857,55.1062
565,603787,新日股份,21.8698,31.4914,7.1633,18.5493,9.0909,7.1633
566,603517,绝味食品,12.6206,31.44,16.8089,19.2055,24.1935,16.4742
567,603368,柳药股份,24.1619,31.4104,11.0565,27.0523,-22.6563,10.4509
568,300495,美尚生态,29.0826,31.2685,12.8249,33.3473,30.6952,12.2354
569,603658,安图生物,45.626,31.1163,4.0218,12.8737,28.2609,3.1543
570,002087,新野纺织,24.3126,31.0097,9.8644,4.5556,30.9524,10.5082
571,600129,太极集团,15.7863,30.9907,145.2876,27.0078,19.7789,146.3325
572,002859,洁美科技,36.8046,30.963,11.0332,22.6475,-53.9326,11.0332
573,300199,翰宇药业,35.0562,30.9346,6.3013,21.8082,35.2941,6.3013
574,600785,新华百货,5.1584,30.8109,5.7554,14.601,27.5654,6.9887
575,603156,养元饮品,13.5529,30.7771,76.2985,47.9633,-12.3911,76.2985
576,600548,深高速,26.994,30.5418,6.6799,21.8312,30.5882,8.1933
577,600867,通化东宝,23.849,30.5359,16.2014,14.8402,8.3333,16.1633
578,002138,顺络电子,38.7901,30.5178,43.0743,14.1022,21.7391,42.5432
579,300114,中航电测,19.6402,30.369,10.2161,6.7945,25.0,9.3693
580,300700,岱勒新材,26.7322,30.311,104.4935,103.349,-3.3333,104.4935
581,300327,中颖电子,22.3099,30.0396,10.1296,7.6379,15.7965,10.9935
582,002267,陕天然气,5.2689,30.0115,3.465,9.5793,29.6558,3.2291
583,600048,保利地产,9.2828,30.0062,36.5517,39.7747,14.5833,19.6552
584,002402,和而泰,33.0959,29.9943,33.79,78.8605,25.0,31.459
585,603181,皇马科技,4.2622,29.9603,82.6639,28.3394,-2.381,82.6639
586,603026,石大胜华,10.5728,29.9586,5.5152,20.7171,51.1628,5.8347
587,000566,海南海药,51.0575,29.8777,-11.7202,-10.0256,41.1765,-12.6896
588,000026,飞亚达A,6.0236,29.7375,6.3584,-5.609,29.6053,6.5074
589,300092,科新机电,64.5082,29.7265,4.8497,4.5077,50.0,4.8497
590,603838,四通股份,-13.4547,29.6589,5.8831,5.0465,30.0,5.4268
591,002464,众应互联,141.1534,29.6366,17.0343,46.3843,-5.7143,17.0373
592,002262,恩华药业,11.1806,29.595,16.7439,15.3886,25.1809,17.6766
593,002419,天虹股份,6.0168,29.5776,8.2098,4.2255,-14.8936,8.248
594,603039,泛微网络,41.6641,29.3848,19.0744,38.379,-16.6667,20.4669
595,600305,恒顺醋业,9.7134,29.2076,12.8177,11.6183,0.8344,13.9249
596,300439,美康生物,101.6567,29.0927,32.1069,66.5974,32.1429,16.1035
597,002310,东方园林,29.6696,28.9833,24.0624,55.116,47.0588,23.1963
598,002064,华峰氨纶,19.4555,28.8778,13.6851,0.52,36.3636,13.6851
599,300667,必创科技,10.989,28.7749,12.0391,15.6929,-38.4615,12.0391
600,601333,广深铁路,13.2643,28.7162,2.5839,6.8898,28.5714,2.5943
601,002293,罗莱生活,10.8745,28.6963,23.2613,15.7339,28.528,24.7442
602,601838,成都银行,,28.5536,25.5652,25.2586,17.6471,25.6364
603,300570,太辰光,29.4251,28.4935,6.6281,17.9264,29.1429,5.9524
604,603486,科沃斯,28.3232,28.3854,110.8399,71.2605,26.6667,111.7623
605,300547,川环科技,8.5364,28.3671,12.9253,16.5764,-37.6234,12.9253
606,300606,金太阳,57.6175,27.9256,28.2961,35.9065,6.8966,13.322
607,601128,常熟银行,,27.7901,17.6279,16.231,23.0769,17.8232
608,002511,中顺洁柔,21.7993,27.7314,12.5129,17.1729,-24.9764,12.5129
609,002593,日上集团,67.0683,27.625,2.3059,5.752,20.0,2.171
610,002777,久远银海,23.0057,27.6074,99.0474,62.5961,-40.9091,108.8092
611,603936,博敏电子,18.0385,27.5616,6.7807,14.6971,28.4404,6.7807
612,000069,华侨城A,6.7386,27.5319,37.6285,46.3268,16.1855,19.3093
613,000826,启迪桑德,38.4653,27.1973,57.9596,40.1833,-24.8555,56.83
614,600683,京投发展,-0.8555,27.1854,12.3807,0.363,183.3333,12.3348
615,603816,顾家家居,30.1493,27.0583,17.0784,41.9595,24.4681,16.6719
616,300258,精锻科技,23.0134,26.9675,15.3334,19.134,26.9605,15.3334
617,600529,山东药玻,13.0491,26.8543,6.787,6.8445,26.8612,6.787
618,002129,中环股份,53.235,26.7877,41.969,38.0646,9.556,11.9288
619,002349,精华制药,6.0136,26.7781,9.6569,21.2293,32.1117,5.6921
620,300537,广信材料,95.0252,26.7422,40.9167,17.1089,6.6667,40.0807
621,601678,滨化股份,9.8795,26.6423,12.2968,33.3297,0.0,12.5954
622,600273,嘉化能源,5.9589,26.535,58.9834,16.4121,11.4286,59.2565
623,600051,宁波联合,-3.7876,26.5117,21.0518,-13.1889,35.0427,18.5348
624,002788,鹭燕医药,45.4943,26.4461,6.3548,21.6183,-16.0,4.1472
625,601588,北辰实业,-30.3397,26.4361,10.7739,17.1088,0.0,8.1243
626,300416,苏试试验,19.088,26.3008,49.4421,58.2192,33.3333,53.6092
627,002239,奥特佳,-17.4262,26.2713,7.3595,3.4825,27.3345,7.3221
628,603869,新智认知,33.3722,26.1029,3.3488,19.0497,54.8,5.7848
629,300661,圣邦股份,26.2457,26.0126,11.6824,21.9403,-4.4658,11.6824
630,002840,华统股份,9.0161,25.9776,14.3794,27.5562,-22.8571,9.7418
631,002042,华孚时尚,25.3287,25.7137,4.9422,17.8855,-25.0,4.6518
632,300034,钢研高纳,1.7838,25.6969,-1.0895,0.3867,20.0,3.0375
633,600176,中国巨石,23.0634,25.5887,16.1111,12.3719,4.9304,14.9134
634,002462,嘉事堂,30.3583,25.5644,10.4125,30.6618,29.8246,12.8764
635,000963,华东医药,8.7575,25.5108,17.5238,14.0564,-17.2034,17.2623
636,002444,巨星科技,32.6166,25.4975,8.8332,5.4956,30.4348,8.8377
637,002775,文科园林,20.0222,25.4771,84.1908,44.6437,14.4431,84.1908
638,603839,安正时尚,20.3268,25.4343,8.1057,11.7967,-18.0,8.1127
639,300632,光莆股份,33.6137,25.4332,10.8614,31.5958,-16.0,10.1391
640,002896,中大力德,18.2706,25.3873,83.2781,48.4964,-6.25,83.4028
641,002415,海康威视,26.9233,25.3868,24.739,20.4571,25.7703,24.8281
642,603929,亚翔集成,43.8763,25.305,12.9052,25.5295,26.3158,11.2247
643,300485,赛升药业,117.0167,25.2162,11.6866,11.8591,-38.6364,11.695
644,002672,东江环保,18.4275,25.2041,8.6392,10.7811,20.0,8.3527
645,300144,宋城演艺,8.5089,25.082,15.2169,18.201,27.7778,14.6606
646,002381,双箭股份,19.4495,25.0725,4.1721,4.6891,13.3333,4.8397
647,603579,荣泰健康,50.4108,24.9903,14.003,24.7677,-39.1566,14.0023
648,603696,安记食品,35.1028,24.9408,4.124,6.6765,-7.1429,4.124
649,300026,红日药业,36.0395,24.7475,7.9051,6.5294,22.2222,7.3887
650,603009,北特科技,34.5865,24.7445,32.5512,39.9101,-50.6762,30.7212
651,603505,金石资源,32.5523,24.7289,9.1232,33.1933,5.8824,9.0616
652,002051,中工国际,28.6048,24.6722,12.5926,2.2904,20.4545,15.5789
653,002875,安奈儿,17.4814,24.624,8.3806,14.3778,-25.0,8.3806
654,600903,贵州燃气,27.4061,24.5275,0.2759,6.0878,15.3846,-0.3175
655,300463,迈克生物,47.8225,24.4598,9.8996,32.9918,20.0,6.8554
656,002563,森马服饰,24.7993,24.4561,6.3425,13.0253,25.0,6.0629
657,600266,北京城建,-14.3877,24.2057,15.8103,18.9029,19.2764,11.9399
658,603101,汇嘉时代,18.6186,24.1237,7.4639,36.3844,24.1533,7.4639
659,002520,日发精机,10.2831,24.1019,0.9166,5.4802,28.5714,0.864
660,000902,新洋丰,8.043,24.0282,9.4297,-2.2634,24.2424,9.8806
661,002577,雷柏科技,-19.1178,24.0125,0.4543,6.4483,0.0,0.8942
662,000895,双汇发展,-1.5659,23.9726,9.2866,5.9649,25.2643,9.9876
663,002435,长江润发,78.372,23.8978,1.3384,5.2176,-27.9032,1.9026
664,002866,传艺科技,43.8707,23.8095,9.2124,19.2828,3.0303,9.2124
665,002624,完美世界,2.1976,23.8088,6.7647,3.0006,15.6863,9.1892
666,002372,伟星新材,18.3931,23.7959,13.7897,12.4139,-3.2258,13.8445
667,300294,博雅生物,102.1123,23.5786,57.52,76.9171,17.9487,56.8139
668,000900,现代投资,-2.821,23.577,9.4037,5.5773,-18.851,8.8199
669,002171,楚江新材,31.1126,23.5405,4.2744,13.4368,-37.5776,4.2744
670,603288,海天味业,17.2431,23.4298,17.1093,21.5895,22.0588,17.1073
671,603566,普莱柯,10.4629,23.4042,6.2859,5.1157,26.3158,6.2859
672,002482,广田集团,17.5221,23.3627,9.7784,11.8536,28.5714,10.4724
673,002222,福晶科技,15.7714,23.3549,15.4577,14.8918,25.0,15.7901
674,603656,泰禾光电,19.3365,23.3224,8.7811,8.865,-22.5806,8.7811
675,000937,冀中能源,5.4474,23.302,4.7405,4.3919,6.0681,4.4994
676,603567,珍宝岛,8.48,23.2777,9.5208,19.7976,24.383,9.4766
677,300692,中环环保,85.9212,23.1662,51.3673,57.3833,-39.1304,53.6338
678,300255,常山药业,38.9967,23.1344,3.1781,21.1158,22.2222,5.5206
679,603587,地素时尚,8.8129,23.0728,,,23.75,
680,603299,井神股份,8.1821,23.0016,6.9953,3.9809,21.1679,6.9364
681,601699,潞安环能,7.2662,22.8754,12.4001,5.8401,23.6842,14.2114
682,300220,金运激光,2.8941,22.8498,-25.9683,-25.2365,14.0684,-13.7092
683,002644,佛慈制药,22.9856,22.8491,5.2672,8.3379,22.7811,5.2672
684,000513,丽珠集团,6.7827,22.7681,45.1209,-0.4743,-26.0504,51.3257
685,002215,诺普信,41.4868,22.743,23.9842,40.8511,19.8077,12.1319
686,601636,旗滨集团,7.7658,22.594,12.8584,7.8365,18.8085,12.8584
687,300318,博晖创新,43.6432,22.4471,-25.3427,-0.5911,8.9005,-23.1577
688,600535,天士力,16.6767,22.4153,13.7014,21.7739,-12.6304,12.9416
689,002214,大立科技,2.0532,22.3901,2.2756,7.304,25.0,2.2597
