,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
868,300122,智飞生物,1.79,1.2049,37.8029,45010.6978,62.1751,37.8249
869,300418,昆仑万维,0.794,0.794,28.3314,1188.9617,62.1583,37.8417
870,601137,博威合金,1.7046,0.8976,35.8464,844.8977,62.1357,37.8643
871,002392,北京利尔,2.7673,2.3124,19.228,1013.4177,62.1235,37.8765
872,300608,思特奇,2.4181,1.8118,63.8842,-192.8983,61.9722,38.0278
873,300698,万马科技,2.156,1.8893,34.1631,405.6515,61.9685,38.0315
874,600702,舍得酒业,1.9961,0.6217,42.4932,-7087.9924,61.9376,38.0624
875,300124,汇川技术,2.052,1.6144,28.2262,-2176.659,61.8543,38.1457
876,002536,西泵股份,1.3349,0.9293,13.0242,1739.7548,61.8086,38.1914
877,000426,兴业矿业,0.45,0.3306,14.7512,687.0102,61.8049,38.1951
878,603579,荣泰健康,2.1387,1.9059,127.6447,1793.3677,61.7897,38.2103
879,601799,星宇股份,2.1844,1.7459,32.9007,16654.0256,61.752,38.248
880,600200,江苏吴中,1.6552,1.038,40.6829,953.7901,61.7507,38.2493
881,601100,恒立液压,1.9899,1.557,66.2074,12854.4074,61.7121,38.2879
882,600337,美克家居,1.9968,1.1281,62.9095,1476.4349,61.6931,38.3069
883,002870,香山股份,1.7898,1.3788,17.4494,347.6427,61.6869,38.3131
884,002523,天桥起重,1.9364,1.5718,11.0051,621.3927,61.6659,38.3341
885,300213,佳讯飞鸿,2.071,1.8754,70.8949,7531.5746,61.6478,38.3522
886,600896,*ST海投,6.5237,2.1814,88.1635,249.1632,61.4793,38.5207
887,000011,深物业A,2.1621,1.3197,124.892,-296.7085,61.4604,38.5396
888,002283,天润曲轴,1.2855,0.9076,11.5956,731.5591,61.4333,38.5667
889,300011,鼎汉技术,1.7007,1.4001,21.854,235.7003,61.3902,38.6098
890,002599,盛通股份,1.6552,1.1704,40.5234,1901.8371,61.1771,38.8229
891,000793,华闻传媒,3.8768,3.4571,168.3294,211.1324,61.1676,38.8324
892,300476,胜宏科技,1.3846,1.1833,24.9721,5668.2903,61.0921,38.9079
893,600435,北方导航,1.769,1.3453,23.6984,1080.5262,61.0617,38.9383
894,600720,祁连山,0.7769,0.5951,22.6512,610.4339,61.0475,38.9525
895,000735,罗牛山,1.3633,0.7432,36.1854,5234.2367,61.0376,38.9624
896,000899,赣能股份,0.782,0.716,16.5449,282.3565,61.0289,38.9711
897,600327,大东方,1.4008,0.8094,53.0889,2136.4694,61.0042,38.9958
898,002587,奥拓电子,2.0185,1.7024,39.1016,-38348.5609,60.9218,39.0782
899,002239,奥特佳,1.5251,1.1513,21.3321,1896.6085,60.9177,39.0823
900,600327,大东方,1.4008,0.8094,53.0889,2136.4694,61.0042,38.9958
901,002587,奥拓电子,2.0185,1.7024,39.1016,-38348.5609,60.9218,39.0782
902,002239,奥特佳,1.5251,1.1513,21.3321,1896.6085,60.9177,39.0823
903,601933,永辉超市,1.4251,1.0389,37.6448,2310.049,60.888,39.112
904,603166,福达股份,1.3735,1.0322,51.4778,509.1477,60.8151,39.1849
905,000723,美锦能源,1.2171,0.9625,10.1627,1538.768,60.7762,39.2238
906,300692,中环环保,0.8048,0.8001,14.0344,864.7376,60.7649,39.2351
907,002910,庄园牧场,1.2395,1.1661,108.5995,430.0702,60.7555,39.2445
908,002508,老板电器,2.2136,1.8396,77.0909,-1521.2173,60.7511,39.2489
909,002847,盐津铺子,1.0494,0.6274,29.7485,2362.1394,60.7091,39.2909
910,600023,浙能电力,1.2872,1.1053,67.4525,559.1006,60.7076,39.2924
911,002318,久立特材,3.1142,2.0002,62.7562,797.5841,60.7005,39.2995
912,600577,精达股份,1.8852,1.5071,27.8248,765.6548,60.6783,39.3217
913,300222,科大智能,1.5987,1.0697,26.9384,7110.6804,60.6692,39.3308
914,002481,双塔食品,0.886,0.3961,17.2302,310.0836,60.6176,39.3824
915,601999,出版传媒,1.647,1.1827,17.2847,--,60.5835,39.4165
916,601969,海南矿业,1.7213,1.6041,100.8045,-465.055,60.499,39.501
917,600777,新潮能源,1.3305,1.3254,62.2872,244.7692,60.498,39.502
918,002111,威海广泰,1.8002,1.1163,20.1956,931.2448,60.455,39.545
919,002415,海康威视,2.1563,1.8718,71.4539,-2911.1968,60.4417,39.5583
920,002334,英威腾,1.8351,1.3278,31.5574,-3720.265,60.4188,39.5812
921,300312,邦讯技术,2.0651,1.2981,4.4915,1310.875,60.4018,39.5982
922,601020,华钰矿业,0.8836,0.7947,8.7489,1194.5313,60.3973,39.6027
923,600156,华升股份,1.6668,1.223,55.3521,-215.7965,60.3443,39.6557
924,002347,泰尔股份,1.8667,1.0623,12.4286,340.7074,60.3254,39.6746
925,300161,华中数控,2.0178,1.3566,40.2556,-429.2373,60.2881,39.7119
926,000721,西安饮食,2.3268,2.1973,189.0924,183.6424,60.2806,39.7194
927,600426,华鲁恒升,0.9804,0.8881,48.1021,2359.8023,60.248,39.752
928,000510,金路集团,0.9088,0.6837,10.6003,793.8055,60.2475,39.7525
929,000534,万泽股份,1.7889,1.1026,30.7212,34.1687,60.2421,39.7579
930,002342,巨力索具,1.7987,1.166,28.2563,165.1423,60.2177,39.7823
931,600392,盛和资源,2.4617,1.2647,28.2905,501.405,60.1515,39.8485
932,600976,健民集团,1.7884,1.4901,19.8074,278620.8516,60.1056,39.8944
933,600681,百川能源,1.6531,1.2911,46.4469,11839.1701,60.0267,39.9733
934,002849,威星智能,2.13,1.6641,52.3231,-1328.9422,60.0251,39.9749
935,002918,蒙娜丽莎,2.1481,1.61,97.5083,2443.1341,59.8953,40.1047
936,300210,森远股份,1.5718,1.0878,36.3936,358.619,59.8451,40.1549
937,002644,佛慈制药,3.1364,2.4736,57.1945,-245.1668,59.8073,40.1927
938,603869,新智认知,1.6671,1.3456,29.0187,519.6344,59.7808,40.2192
939,002664,长鹰信质,1.7089,1.4188,36.2382,2326.8759,59.7024,40.2976
940,002671,龙泉股份,1.4698,1.1276,14.8527,170.2583,59.6941,40.3059
941,603595,东尼电子,1.5646,1.2145,19.7114,1174.0554,59.6795,40.3205
942,000715,中兴商业,1.5897,1.5337,123.3543,-3584.2599,59.6726,40.3274
943,002289,宇顺电子,1.2686,0.9321,30.5682,-459.7767,59.6489,40.3511
944,600288,大恒科技,1.7176,1.159,33.5358,202.8841,59.6306,40.3694
945,300532,今天国际,2.0685,1.8665,34.6152,-3374.8187,59.4619,40.5381
946,002537,海联金汇,1.6741,1.5445,22.2463,-825.71,59.4272,40.5728
947,603877,太平鸟,2.1949,1.2314,27.3724,3438.8626,59.2307,40.7693
948,300750,宁德时代,2.3487,2.0421,110.9183,-5212.052,59.2025,40.7975
949,002043,兔宝宝,1.7484,1.4232,53.5296,3740.694,59.1928,40.8072
950,300358,楚天科技,1.7245,1.0705,30.1329,1228.5975,59.1878,40.8122
951,603605,珀莱雅,1.7639,1.4937,130.6634,12064.601,59.1679,40.8321
952,300169,天晟新材,1.4967,0.9657,23.8774,157.2329,59.1274,40.8726
953,002902,铭普光磁,1.9357,1.484,23.7769,1000.0803,59.0826,40.9174
954,600138,中青旅,1.2342,0.8136,15.199,2057.2248,58.9969,41.0031
955,603366,日出东方,0.8545,0.6451,29.3004,-68.4804,58.9657,41.0343
956,600818,中路股份,1.2465,1.0806,35.165,322.941,58.9581,41.0419
957,601101,昊华能源,1.1342,1.0377,63.6124,935.8607,58.9569,41.0431
958,603069,海汽集团,0.9616,0.9268,62.3578,-2884.2756,58.9152,41.0848
959,002288,超华科技,1.2572,0.779,13.227,217.9725,58.8156,41.1844
960,002324,普利特,1.698,1.3564,11.4603,408.1901,58.6779,41.3221
961,002511,中顺洁柔,1.2895,0.754,33.4114,880.739,58.6459,41.3541
962,300296,利亚德,1.963,1.0285,31.0751,1648.4657,58.5836,41.4164
963,002740,爱迪尔,2.447,1.4023,31.6659,261.8892,58.5622,41.4378
964,300596,利安隆,1.6525,1.1221,60.3916,1749.293,58.4747,41.5253
965,603486,科沃斯,1.984,1.3731,50.7767,-3176.5295,58.4725,41.5275
966,600105,永鼎股份,1.5302,1.0689,32.2673,610.6162,58.4638,41.5362
967,300085,银之杰,1.8612,1.6755,39.8258,236.1064,58.4166,41.5834
968,002654,万润科技,1.3631,1.2696,16.8088,1841.577,58.3779,41.6221
969,002463,沪电股份,1.6077,1.1655,18.4342,2975.2971,58.3774,41.6226
970,601678,滨化股份,0.8734,0.7652,31.773,1374.886,58.3389,41.6611
971,300172,中电环保,1.9575,1.6596,14.4884,2754.4368,58.3192,41.6808
972,000922,*ST佳电,1.9321,1.4644,36.4601,-9973.1026,58.3177,41.6823
973,300389,艾比森,1.622,1.1439,33.4217,-1448.4054,58.2781,41.7219
974,000850,华茂股份,0.7881,0.446,11.7789,343.4181,58.2182,41.7818
975,002741,光华科技,1.4089,1.0055,19.8431,2150.4077,58.175,41.825
976,000908,景峰医药,2.4231,2.1162,47.9487,333.601,58.1022,41.8978
977,002139,拓邦股份,1.4427,1.0615,25.6819,2599.5917,58.0171,41.9829
978,603026,石大胜华,1.3969,1.042,20.2529,976.2853,57.9959,42.0041
979,002145,中核钛白,1.0509,0.8004,21.6209,1743.292,57.9922,42.0078
980,000570,苏常柴A,1.6286,1.3381,31.8554,-17476.6524,57.9845,42.0155
981,002230,科大讯飞,1.4313,1.2207,33.5218,-3569.8677,57.9296,42.0704
982,600742,一汽富维,1.3796,1.1548,30.1519,-9707.3785,57.8987,42.1013
983,300219,鸿利智汇,1.3372,1.0577,41.6189,1139.8722,57.838,42.162
984,002255,海陆重工,1.7078,1.271,22.9654,1275.9603,57.8078,42.1922
985,600017,日照港,0.7567,0.7374,41.2416,514.2076,57.7857,42.2143
986,300572,安车检测,2.186,1.7259,49.7667,-2895.3782,57.7374,42.2626
987,300136,信维通信,1.2917,1.135,27.5198,1702.8929,57.6786,42.3214
988,603568,伟明环保,2.3833,2.1918,94.2128,1962.1208,57.6743,42.3257
989,300205,天喻信息,1.8573,1.5454,29.7581,4348.6085,57.674,42.326
990,601339,百隆东方,1.6887,0.7184,36.2321,644.6979,57.6734,42.3266
991,002385,大北农,1.09,0.7626,26.0623,241.22,57.6556,42.3444
992,002017,东信和平,1.9631,1.244,71.9328,2360.8278,57.6534,42.3466
993,002723,金莱特,1.1165,0.6776,22.2172,659.0023,57.5925,42.4075
994,300616,尚品宅配,1.6584,1.4542,29.7489,15009.1665,57.5544,42.4456
995,002352,顺丰控股,1.3225,1.2995,61.3967,29151.8819,57.5413,42.4587
996,603010,万盛股份,1.3096,0.939,45.2961,1047.0885,57.5329,42.4671
997,002689,远大智能,1.7592,1.3444,32.7751,3660.3373,57.5143,42.4857
998,002921,联诚精密,1.6887,1.0991,29.1692,618.2506,57.4999,42.5001
999,603458,勘设股份,1.9859,1.8671,33.3607,13124.2776,57.4918,42.5082
1000,002021,中捷资源,1.5337,1.0658,17.4256,296.3456,57.4524,42.5476
1001,603816,顾家家居,1.2095,0.8695,37.6742,7107.0746,57.4438,42.5562
1002,002438,江苏神通,1.6341,1.0585,17.3337,756.5794,57.3705,42.6295
1003,002216,三全食品,1.1768,0.8278,30.6619,-6066.5733,57.3443,42.6557
1004,601199,江南水务,2.0742,2.0182,109.5313,-1927.0249,57.3053,42.6947
1005,000629,攀钢钒钛,1.0688,0.8166,29.4851,1926.1518,57.2959,42.7041
1006,002627,宜昌交运,1.7617,1.6014,49.6085,697.1009,57.2909,42.7091
1007,603359,东珠生态,1.8856,1.1642,53.3581,-12767.746,57.2557,42.7443
1008,603817,海峡环保,0.3872,0.3792,16.2193,829.0038,57.2481,42.7519
1009,603515,欧普照明,1.7689,1.4967,8.6531,20278.2568,57.2365,42.7635
1010,600532,宏达矿业,1.1126,1.0146,10.9279,-65.4351,57.1364,42.8636
1011,002241,歌尔股份,1.1806,0.6954,24.9492,374.1437,56.9881,43.0119
1012,600035,楚天高速,0.6958,0.6153,28.7921,585.4716,56.9145,43.0855
1013,300243,瑞丰高材,1.5858,1.2831,18.7582,987.8605,56.9134,43.0866
1014,002387,维信诺,2.0706,2.0072,137.4106,123.7533,56.9126,43.0874
1015,002851,麦格米特,1.903,1.2649,22.3449,-7449.0596,56.8422,43.1578
1016,600118,中国卫星,1.8889,1.5428,43.5879,-1186.9923,56.6883,43.3117
1017,300138,晨光生物,1.68,0.5948,22.697,595.3749,56.6837,43.3163
1018,002837,英维克,1.9088,1.536,44.212,1673.2336,56.6336,43.3664
1019,601366,利群股份,0.9312,0.5548,26.5371,1372.9706,56.6278,43.3722
1020,002851,麦格米特,1.903,1.2649,22.3449,-7449.0596,56.8422,43.1578
1021,600118,中国卫星,1.8889,1.5428,43.5879,-1186.9923,56.6883,43.3117
1022,300138,晨光生物,1.68,0.5948,22.697,595.3749,56.6837,43.3163
1023,002837,英维克,1.9088,1.536,44.212,1673.2336,56.6336,43.3664
1024,601366,利群股份,0.9312,0.5548,26.5371,1372.9706,56.6278,43.3722
1025,600988,赤峰黄金,1.7077,0.5776,21.2686,348.375,56.5991,43.4009
1026,300499,高澜股份,1.8278,1.375,23.9685,732.2862,56.515,43.485
1027,300374,恒通科技,1.7492,1.4484,41.1854,422.7151,56.5132,43.4868
1028,600050,中国联通,0.3814,0.3725,18.934,4217.5902,56.4921,43.5079
1029,002636,金安国纪,1.7762,1.6745,28.05,-2684.9511,56.4737,43.5263
1030,002828,贝肯能源,1.5545,1.2172,24.8842,-1939.7223,56.3938,43.6062
1031,300456,耐威科技,1.2614,1.1379,59.4197,1720.9373,56.3746,43.6254
1032,600004,白云机场,0.4643,0.4563,29.8119,3079.9652,56.3684,43.6316
1033,603738,泰晶科技,1.6178,1.2617,37.2111,931.9674,56.359,43.641
1034,600422,昆药集团,1.7947,1.3128,41.0012,1148.5794,56.2561,43.7439
1035,601518,吉林高速,1.9223,1.9207,174.067,346.0624,56.2541,43.7459
1036,000708,大冶特钢,1.531,1.281,52.6443,-33153.0817,56.2323,43.7677
1037,002295,精艺股份,1.9244,1.6218,22.2621,244.6791,56.2033,43.7967
1038,600792,云煤能源,1.0258,0.8118,10.7368,129.8396,56.1984,43.8016
1039,002608,江苏国信,0.5038,0.4554,20.9004,527.7525,56.1592,43.8408
1040,002249,大洋电机,1.5582,1.1915,24.5861,759.8184,56.1113,43.8887
1041,002785,万里石,1.743,1.3538,12.3061,263.213,56.0817,43.9183
1042,600279,重庆港九,1.4384,1.1485,39.623,300.9173,56.0109,43.9891
1043,603559,中通国脉,1.4811,1.1767,23.5665,2794.1416,55.9966,44.0034
1044,002006,精功科技,1.5476,1.1732,26.2066,955.1307,55.9876,44.0124
1045,002641,永高股份,1.3316,0.8246,27.9915,2176.9162,55.9467,44.0533
1046,603319,湘油泵,1.74,1.2884,23.2387,863.3867,55.9318,44.0682
1047,002688,金河生物,1.2698,0.8553,34.5948,707.91,55.8831,44.1169
1048,603881,数据港,0.8947,0.8947,21.6513,1082.8907,55.8542,44.1458
1049,002911,佛燃股份,0.9753,0.9242,40.2165,1765.3767,55.7857,44.2143
1050,601606,长城军工,1.6524,1.1469,32.9683,302.9412,55.7482,44.2518
1051,002329,皇氏集团,2.2506,2.109,54.0795,-4.1072,55.7176,44.2824
1052,300435,中泰股份,1.8375,1.4821,43.5777,1976.4088,55.6417,44.3583
1053,600246,万通地产,2.1708,0.7727,60.5672,598.2573,55.5993,44.4007
1054,002783,凯龙股份,1.6289,1.4322,83.2242,1636.7378,55.5821,44.4179
1055,603378,亚士创能,1.8559,1.6407,59.9348,-4247.8274,55.5623,44.4377
1056,601222,林洋能源,2.3204,2.1938,88.7078,447.3119,55.5446,44.4554
1057,000739,普洛药业,1.2737,0.9656,22.3424,2934.3712,55.4496,44.5504
1058,000400,许继电气,1.9255,1.5651,11.3617,962.1564,55.3998,44.6002
1059,300020,银江股份,1.6747,0.9732,22.7888,489.9719,55.3401,44.6599
1060,002697,红旗连锁,1.2462,0.7419,56.7487,2751.1046,55.3283,44.6717
1061,000963,华东医药,2.0485,1.5584,47.7557,8366.2069,55.2197,44.7803
1062,600308,华泰股份,1.1777,0.8674,29.5663,--,55.2176,44.7824
1063,600728,佳都科技,1.8085,0.8637,24.6952,-1039.8557,55.2002,44.7998
1064,600251,冠农股份,1.2996,0.8155,37.0046,495.6117,55.196,44.804
1065,601225,陕西煤业,1.0791,1.0455,41.9568,14926.239,55.1369,44.8631
1066,600572,康恩贝,1.4259,1.1407,53.973,3127.5925,55.0774,44.9226
1067,002096,南岭民爆,1.1803,1.0366,32.8133,186.0502,55.0484,44.9516
1068,603180,金牌厨柜,1.1684,0.9479,49.7018,-2301.9832,55.019,44.981
1069,002378,章源钨业,1.0667,0.4537,9.0664,184.682,54.991,45.009
1070,300311,任子行,1.2542,1.0393,37.0704,3666.6043,54.9658,45.0342
1071,603822,嘉澳环保,1.9996,1.3374,63.7034,376.065,54.9518,45.0482
1072,600664,哈药股份,1.5499,1.2876,46.0811,-4710.2573,54.9201,45.0799
1073,603659,璞泰来,2.2617,1.4189,62.3076,1943.7133,54.8955,45.1045
1074,002624,完美世界,2.2747,1.8879,69.5652,1199.6105,54.8953,45.1047
1075,300241,瑞丰光电,1.4651,1.1816,24.3627,3231.5486,54.8941,45.1059
1076,002190,成飞集成,1.9064,1.5465,94.2154,-534.0469,54.8489,45.1511
1077,002830,名雕股份,1.7715,1.7105,161.9299,-74.7779,54.8137,45.1863
1078,603712,七一二,1.9455,1.0368,21.5322,468.4352,54.7544,45.2456
1079,300303,聚飞光电,1.5948,1.4617,27.45,-2642.0581,54.7346,45.2654
1080,600698,湖南天雁,1.9942,1.5874,30.2752,-138.7078,54.681,45.319
1081,601798,*ST蓝科,1.4532,1.037,19.2489,-350.6559,54.6743,45.3257
1082,002184,海得控制,1.6169,1.2644,9.0839,-370.8983,54.6297,45.3703
1083,300240,飞力达,1.4646,1.3936,52.9065,500.6298,54.6283,45.3717
1084,000582,北部湾港,0.6134,0.5904,28.206,456.5338,54.6162,45.3838
1085,002831,裕同科技,1.7001,1.4613,43.4727,570.0388,54.6062,45.3938
1086,002766,索菱股份,1.8837,1.4389,45.877,404.1155,54.5966,45.4034
1087,002436,兴森科技,1.5251,1.2597,34.8596,792.2796,54.5883,45.4117
1088,600315,上海家化,1.5708,1.2502,39.1129,1042.8539,54.5126,45.4874
1089,601636,旗滨集团,0.8203,0.4687,13.603,1886.0256,54.511,45.489
1090,300457,赢合科技,1.6849,1.3438,26.9292,1291.8335,54.4678,45.5322
1091,002193,如意集团,1.5251,1.2079,51.1098,300.5078,54.4666,45.5334
1092,603227,雪峰科技,1.5476,1.3945,55.9738,510.6615,54.4223,45.5777
1093,603081,大丰实业,1.8321,1.4377,51.3536,-3766.4756,54.3619,45.6381
1094,000514,渝开发,3.3273,0.9486,88.0292,195.7741,54.3606,45.6394
1095,600733,SST前锋,2.4641,0.826,65.2973,-1210.8036,54.3273,45.6727
1096,603929,亚翔集成,2.1327,1.5887,47.6467,-3255.0562,54.2879,45.7121
1097,300569,天能重工,1.4277,0.8954,21.5885,-2314.9502,54.2646,45.7354
1098,600222,太龙药业,2.2475,1.8584,86.6638,115.4116,54.2315,45.7685
1099,000608,阳光股份,2.0136,1.1611,69.8708,210.0322,54.2273,45.7727
1100,002514,宝馨科技,1.0433,0.8132,16.8801,713.7604,54.1856,45.8144
1101,000962,东方钽业,1.1657,0.6878,38.0394,-31.5756,54.167,45.833
1102,300517,海波重科,1.6774,1.2291,39.5062,548.1646,54.01,45.99
1103,300027,华谊兄弟,1.2109,1.036,49.7916,483.2379,53.9811,46.0189
1104,000980,众泰汽车,1.2493,1.0352,29.7998,853.9458,53.9635,46.0365
1105,002245,澳洋顺昌,1.4677,1.1154,10.2207,1067.0366,53.9456,46.0544
1106,300385,雪浪环境,1.4319,1.0489,37.7148,809.5174,53.909,46.091
1107,002341,新纶科技,1.3614,1.1498,51.0971,366.3663,53.9086,46.0914
1108,600106,重庆路桥,1.1285,0.8104,18.756,377.6321,53.8448,46.1552
1109,002369,卓翼科技,1.3637,0.9163,43.2034,408.668,53.7607,46.2393
1110,002168,深圳惠程,1.5131,1.4328,54.0661,6885.2836,53.7512,46.2488
1111,600660,福耀玻璃,1.3295,1.113,67.7478,33807.4464,53.7357,46.2643
1112,000155,川化股份,2.92,2.8591,53.8427,356.9224,53.7219,46.2781
1113,600277,亿利洁能,1.4299,1.3701,107.6736,295.1521,53.6469,46.3531
1114,002449,国星光电,1.3439,1.0277,30.3942,3795.2024,53.5685,46.4315
1115,002728,特一药业,1.7281,1.3197,31.8505,619.4564,53.5674,46.4326
1116,300626,华瑞股份,1.5135,1.0222,27.3935,519.146,53.5568,46.4432
1117,002810,山东赫达,1.2907,0.9359,31.0074,1852.3009,53.5479,46.4521
1118,300308,中际旭创,1.5771,0.8782,42.7613,806.0842,53.5426,46.4574
1119,300423,鲁亿通,1.3764,0.9808,9.7061,4465.9689,53.53,46.47
1120,600178,东安动力,0.8733,0.7487,7.0501,317.2966,53.4289,46.5711
1121,600497,驰宏锌锗,0.4712,0.2683,16.7279,407.0428,53.4028,46.5972
1122,002215,诺普信,1.5346,1.0756,21.1306,1198.32,53.402,46.598
1123,002350,北京科锐,1.797,1.3222,38.8303,1151.0873,53.3658,46.6342
1124,002450,康得新,2.1877,2.1316,135.9458,875.6323,53.3579,46.6421
1125,002815,崇达技术,1.4508,1.2521,36.6106,1407.8614,53.3323,46.6677
1126,601311,骆驼股份,1.6406,1.1544,22.0127,729.1618,53.2308,46.7692
1127,000666,经纬纺机,1.2673,1.2034,53.0286,532.828,53.066,46.934
1128,601231,环旭电子,1.8562,1.3847,63.1445,-7645.909,53.0565,46.9435
1129,002421,达实智能,1.8066,1.6485,36.9172,2648.9392,53.0053,46.9947
1130,002299,圣农发展,0.4737,0.1883,8.5482,412.4296,52.9942,47.0058
1131,000948,南天信息,1.473,0.8944,19.4875,-420.0952,52.9478,47.0522
1132,000751,锌业股份,1.2355,0.4961,13.3969,213.5792,52.9349,47.0651
1133,600862,中航高科,1.5827,0.9856,35.9707,-8887.4652,52.9262,47.0738
1134,603505,金石资源,0.5706,0.4427,10.5311,759.9332,52.925,47.075
1135,600478,科力远,1.2914,1.0792,69.0086,-160.0743,52.8262,47.1738
1136,000639,西王食品,1.8621,1.3762,99.2906,702.4315,52.8115,47.1885
1137,300185,通裕重工,1.2149,0.7387,28.3429,262.1597,52.7755,47.2245
1138,002085,万丰奥威,1.3243,1.0566,33.4426,4709.19,52.7727,47.2273
1139,000811,冰轮环境,1.245,0.9874,30.5753,2438.4589,52.7726,47.2274
1140,000809,铁岭新城,4.2853,0.09,6.201,140.8871,52.7677,47.2323
1141,600456,宝钛股份,2.0087,1.1457,36.4796,191.6182,52.7225,47.2775
1142,300700,岱勒新材,1.2175,0.9885,60.5682,733.3309,52.6809,47.3191
1143,002258,利尔化学,1.2248,0.8754,29.7631,5105.46,52.6751,47.3249
1144,603222,济民制药,0.911,0.7462,28.4261,648.2333,52.6677,47.3323
1145,300568,星源材质,2.0587,1.9102,109.6046,3307.5631,52.6237,47.3763
1146,600116,三峡水利,0.9179,0.8263,60.6877,832.5193,52.6007,47.3993
1147,300405,科隆股份,1.4696,1.165,24.2097,135.9659,52.5672,47.4328
1148,603601,再升科技,1.3209,1.1692,53.6594,1713.8736,52.5535,47.4465
1149,600293,三峡新材,1.195,1.0364,25.9763,474.4995,52.5345,47.4655
1150,300368,汇金股份,1.5558,1.1791,12.4539,-91.9929,52.5178,47.4822
1151,002460,赣锋锂业,1.7216,1.2461,53.9262,3144.4325,52.3922,47.6078
1152,000967,盈峰环境,1.4516,1.2991,40.2879,723.3117,52.3875,47.6125
1153,002909,集泰股份,1.4943,1.2499,38.4286,489.5199,52.3831,47.6169
1154,002170,芭田股份,0.6682,0.4464,20.1556,149.8185,52.3738,47.6262
1155,002335,科华恒盛,1.5446,1.3322,45.4368,510.2508,52.1979,47.8021
1156,002855,捷荣技术,1.4861,0.9482,25.3892,879.34,52.1931,47.8069
1157,300541,先进数通,1.81,1.4345,47.4202,401.9798,52.1817,47.8183
1158,300130,新国都,1.3537,1.1948,70.3231,328.4669,52.1734,47.8266
1159,300218,安利股份,1.0635,0.6555,38.4475,17.9096,52.1626,47.8374
1160,002653,海思科,1.1205,1.0329,64.3747,1579.1092,52.1321,47.8679
1161,000536,华映科技,1.2513,1.1462,81.0151,-140.471,52.039,47.961
1162,300497,富祥股份,1.4649,1.232,77.3832,2767.2096,51.9558,48.0442
1163,300201,海伦哲,1.4474,1.1496,22.7266,280.0471,51.9398,48.0602
1164,600460,士兰微,1.4668,1.0406,49.5611,239.4979,51.8751,48.1249
1165,603345,安井食品,1.1538,0.6266,37.1832,8379.3509,51.8415,48.1585
1166,002842,翔鹭钨业,1.4534,0.7796,18.1668,646.7077,51.8374,48.1626
1167,002175,东方网络,0.9994,0.8246,10.8361,-283.0918,51.8186,48.1814
1168,300320,海达股份,1.6125,1.2802,11.7755,1167.6732,51.76,48.24
1169,603887,城地股份,1.8936,0.9134,13.2851,2914.1283,51.7563,48.2437
1170,603577,汇金通,1.6435,0.8744,20.5816,243.4227,51.7373,48.2627
1171,002876,三利谱,1.7829,1.318,49.2354,269.8199,51.7239,48.2761
1172,300013,新宁物流,1.3395,1.279,25.6507,286.375,51.6917,48.3083
1173,000931,中关村,1.6122,1.0673,19.1196,412.9023,51.5454,48.4546
1174,603318,派思股份,1.4173,1.2569,46.6839,322.875,51.4608,48.5392
1175,002590,万安科技,1.3261,1.0456,34.6228,997.6153,51.4206,48.5794
1176,002276,万马股份,1.8915,1.6644,35.2839,188.2524,51.392,48.608
1177,002475,立讯精密,1.4243,1.0998,39.8356,930.7485,51.3827,48.6173
1178,600415,小商品城,0.7854,0.455,25.0567,1196.5432,51.2998,48.7002
1179,002865,钧达股份,1.2476,0.8808,25.8844,780.8823,51.2811,48.7189
1180,002733,雄韬股份,1.6231,1.3934,52.904,240.5198,51.2006,48.7994
1181,600183,生益科技,2.0499,1.553,27.8564,876.2968,51.1692,48.8308
1182,600220,江苏阳光,0.9143,0.5146,28.5232,210.5572,51.0961,48.9039
1183,603393,新天然气,12.6588,12.5722,1189.8933,821.4664,51.067,48.933
1184,002711,欧浦智网,1.5678,1.3683,8.1961,1025.3046,51.0369,48.9631
1185,603225,新凤鸣,1.2628,0.9806,64.3815,1143.1384,51.0292,48.9708
1186,600128,弘业股份,1.384,1.2367,32.585,-427.9653,50.9664,49.0336
1187,000551,创元科技,1.3983,0.926,39.224,1729.4085,50.8557,49.1443
1188,600706,曲江文旅,1.3612,1.2844,23.942,922.4246,50.8007,49.1993
1189,600309,万华化学,0.9181,0.6474,10.5769,2549.9954,50.7827,49.2173
1190,002225,濮耐股份,1.539,1.1179,7.5574,729.138,50.77,49.23
1191,300145,中金环境,1.0594,0.8963,27.7982,754.8474,50.7429,49.2571
1192,600740,山西焦化,0.6805,0.6266,51.1333,766.5721,50.6116,49.3884
1193,002452,长高集团,2.0435,1.2311,32.5175,-608.4226,50.6084,49.3916
1194,600111,北方稀土,2.4443,1.1073,43.5979,361.2332,50.6,49.4
1195,002077,大港股份,1.274,0.7104,21.6086,29.5779,50.5803,49.4197
1196,600971,恒源煤电,1.4689,1.4057,90.305,1160.7755,50.5739,49.4261
1197,300215,电科院,0.7347,0.7335,56.2146,311.5807,50.5699,49.4301
1198,601882,海天精工,1.4053,0.7986,29.5272,3995.4323,50.5555,49.4445
1199,603283,赛腾股份,1.6029,1.081,44.7876,548.2586,50.4944,49.5056
1200,300381,溢多利,1.2861,0.7406,19.9281,233.3996,50.4149,49.5851
1201,002683,宏大爆破,1.445,1.0948,14.375,425.382,50.3797,49.6203
1202,000949,新乡化纤,1.22,0.7151,31.7409,208.0877,50.3356,49.6644
