,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
1203,002527,新时达,1.7016,1.2368,38.3033,297.4918,50.2888,49.7112
1204,002401,中远海科,1.8318,1.2981,88.7239,-919.7593,50.2602,49.7398
1205,603626,科森科技,0.9963,0.854,29.1505,420.5429,50.2536,49.7464
1206,600063,皖维高新,0.8189,0.6384,21.9552,276.6418,50.1455,49.8545
1207,002267,陕天然气,0.7771,0.7344,40.7167,606.0698,50.1426,49.8574
1208,000683,远兴能源,0.5826,0.5621,32.878,1061.7042,50.1298,49.8702
1209,300094,国联水产,2.104,0.8829,15.9452,528.8221,50.1273,49.8727
1210,002236,大华股份,1.7614,1.4304,28.1372,-5382.7959,50.1074,49.8926
1211,600338,西藏珠峰,2.1126,2.0367,85.8727,-2582.5261,50.0915,49.9085
1212,000546,金圆股份,1.0417,0.6071,16.083,444.6928,50.0683,49.9317
1213,002811,亚泰国际,1.6577,1.6148,25.6037,816.2237,50.0362,49.9638
1214,600860,京城股份,1.2368,0.6809,15.4362,-220.0994,50.0011,49.9989
1215,300088,长信科技,0.9738,0.8285,38.0414,870.7112,49.9965,50.0035
1216,002800,天顺股份,1.8441,1.5725,40.1648,144.0927,49.9727,50.0273
1217,600520,文一科技,1.0033,0.7756,41.394,-56.3996,49.9575,50.0425
1218,600716,凤凰股份,4.9389,2.2322,125.304,64.353,49.9325,50.0675
1219,002197,证通电子,1.4639,1.3173,41.0926,170.3794,49.908,50.092
1220,300424,航新科技,1.6598,1.1018,35.1422,1614.7315,49.8669,50.1331
1221,600779,水井坊,1.5268,0.7217,62.1029,-4276.2506,49.8395,50.1605
1222,002226,江南化工,1.9685,1.8903,78.738,230.5799,49.7764,50.2236
1223,603606,东方电缆,1.6014,1.1652,33.3106,455.1822,49.7489,50.2511
1224,002100,天康生物,1.8568,1.3946,88.3364,573.4169,49.7234,50.2766
1225,600298,安琪酵母,0.9359,0.4332,9.062,938.6634,49.6977,50.3023
1226,002149,西部材料,1.6519,1.0787,41.9931,271.1695,49.6573,50.3427
1227,600262,北方股份,1.7089,1.1794,25.0732,3595.7529,49.5838,50.4162
1228,601015,陕西黑猫,1.0719,0.9282,28.323,253.9683,49.5589,50.4411
1229,600272,开开实业,1.8095,1.4096,62.188,-968.7612,49.5302,50.4698
1230,300591,万里马,1.4905,1.0181,34.3213,479.1888,49.5016,50.4984
1231,603278,大业股份,1.5479,1.3592,39.5195,1120.5507,49.472,50.528
1232,002279,久其软件,1.5173,1.4967,63.4126,1681.2388,49.4619,50.5381
1233,600069,银鸽投资,1.171,0.9978,18.2515,112.4627,49.2959,50.7041
1234,002119,康强电子,1.1224,0.7342,14.5432,422.7726,49.2683,50.7317
1235,300545,联得装备,1.6838,1.0183,26.1936,1118.4818,49.2621,50.7379
1236,002402,和而泰,1.5659,1.2057,36.5374,6072.3843,49.2586,50.7414
1237,600420,现代制药,1.3407,0.9588,43.2754,859.292,49.1398,50.8602
1238,002489,浙江永强,1.1846,0.978,62.6112,85.2159,49.0927,50.9073
1239,000533,万家乐,1.5677,1.3984,7.1496,--,49.0796,50.9204
1240,601233,桐昆股份,0.6336,0.3843,21.0,772.0993,49.0561,50.9439
1241,603101,汇嘉时代,0.3689,0.3027,8.8967,683.0038,48.9504,51.0496
1242,000006,深振业A,2.0726,0.5335,46.0143,1377.0993,48.8867,51.1133
1243,002430,杭氧股份,1.5546,1.2444,24.0662,1033.3764,48.8765,51.1235
1244,300068,南都电源,1.5465,0.8834,15.915,652.7884,48.8509,51.1491
1245,600176,中国巨石,0.758,0.6446,21.0493,962.6342,48.8013,51.1987
1246,300040,九洲电气,1.4726,1.2237,7.3709,262.5246,48.7487,51.2513
1247,002008,大族激光,1.7762,1.3164,36.906,5524.8847,48.72,51.28
1248,603269,海鸥股份,1.6428,1.1459,33.2024,500.5479,48.7101,51.2899
1249,600588,用友网络,1.0291,1.0249,53.7972,602.806,48.5998,51.4002
1250,600712,南宁百货,0.6173,0.5051,35.8536,42.9869,48.5982,51.4018
1251,603668,天马科技,1.8519,1.3387,46.8319,490.6515,48.5948,51.4052
1252,603882,金域医学,1.7323,1.6271,47.1902,1125.5957,48.5924,51.4076
1253,600781,辅仁药业,1.2343,1.0697,30.2994,565.2973,48.5921,51.4079
1254,300655,晶瑞股份,1.4823,1.304,34.3327,449.404,48.5768,51.4232
1255,000566,海南海药,1.9787,1.782,112.5235,305.9563,48.5104,51.4896
1256,002738,中矿资源,1.7303,1.4544,51.1439,-578.3095,48.4906,51.5094
1257,603129,春风动力,1.6458,1.2993,61.5389,-755.2457,48.4741,51.5259
1258,600801,华新水泥,0.8739,0.6972,34.9177,1198.4986,48.1702,51.8298
1259,000968,蓝焰控股,1.6698,1.3607,48.9586,656.0633,48.0162,51.9838
1260,600979,广安爱众,0.938,0.8057,56.9156,531.0224,48.0093,51.9907
1261,000877,天山股份,0.5415,0.4377,15.7832,394.5378,47.9755,52.0245
1262,002429,兆驰股份,2.0596,1.775,89.0373,436.1934,47.9548,52.0452
1263,002051,中工国际,1.6648,1.3143,59.2969,13109.5277,47.9008,52.0992
1264,600644,乐山电力,0.5473,0.4459,23.6272,765.0254,47.8743,52.1257
1265,600511,国药股份,1.7722,1.4953,46.5193,1121.8131,47.8287,52.1713
1266,600559,老白干酒,1.057,0.408,25.6801,-6022.936,47.7831,52.2169
1267,600189,吉林森工,1.126,0.7107,36.8271,-452.6885,47.7396,52.2604
1268,600269,赣粤高速,0.9474,0.5764,44.4943,375.9919,47.6895,52.3105
1269,300257,开山股份,1.3556,0.9563,37.4146,783.242,47.6753,52.3247
1270,600410,华胜天成,1.2684,1.1241,29.3945,153.206,47.6673,52.3327
1271,000698,沈阳化工,0.7874,0.6906,23.9933,232.3457,47.6381,52.3619
1272,300439,美康生物,1.0714,0.8714,19.6438,617.6552,47.636,52.364
1273,603039,泛微网络,1.5847,1.5656,99.6698,-416.2551,47.587,52.413
1274,002893,华通热力,0.8665,0.7984,8.6008,714.1443,47.5851,52.4149
1275,002747,埃斯顿,1.4448,1.1859,27.4979,524.2171,47.568,52.432
1276,600131,岷江水电,0.5778,0.5764,54.0403,486.6932,47.5074,52.4926
1277,002464,众应互联,0.3595,0.3595,4.2102,266.2095,47.4123,52.5877
1278,002118,紫鑫药业,2.033,0.6685,15.2245,361.911,47.3843,52.6157
1279,600148,长春一东,1.7982,1.4552,17.9375,5664.4883,47.2846,52.7154
1280,603299,井神股份,0.704,0.4782,14.8052,381.0767,47.2566,52.7434
1281,600782,新钢股份,1.3278,1.1629,54.8698,3484.6072,47.2493,52.7507
1282,002437,誉衡药业,0.7498,0.6098,26.1439,438.4461,47.2436,52.7564
1283,600884,杉杉股份,1.2222,0.895,31.9216,551.4795,47.2087,52.7913
1284,000756,新华制药,1.0873,0.7707,42.7143,915.1254,47.2019,52.7981
1285,300003,乐普医疗,1.3186,1.145,55.7858,1115.1829,47.077,52.923
1286,000059,华锦股份,0.8095,0.5288,27.6613,566.4706,47.0764,52.9236
1287,002848,高斯贝尔,1.4114,1.0559,9.3696,-1819.5765,47.0623,52.9377
1288,600823,世茂股份,1.7742,0.9814,35.4775,3697.0773,46.9812,53.0188
1289,300318,博晖创新,0.7318,0.2098,6.7665,401.6802,46.8782,53.1218
1290,601808,中海油服,1.4685,1.3595,38.2562,45.8099,46.8644,53.1356
1291,000062,深圳华强,1.3776,1.0349,37.0065,910.7222,46.8122,53.1878
1292,002672,东江环保,0.9479,0.8488,34.9085,765.0956,46.8083,53.1917
1293,600505,西昌电力,0.5736,0.5242,29.9106,183.7561,46.7876,53.2124
1294,000937,冀中能源,1.2393,1.1806,30.6085,421.384,46.7748,53.2252
1295,000753,漳州发展,1.6358,0.8466,60.0595,370.543,46.7679,53.2321
1296,000801,四川九洲,1.7836,1.4675,28.9949,263.1409,46.6741,53.3259
1297,002010,传化智联,1.5591,1.313,55.8013,325.1483,46.6234,53.3766
1298,002554,惠博普,1.3162,1.191,27.3029,415.1287,46.6121,53.3879
1299,000718,苏宁环球,1.6987,0.4896,25.1556,3958.9823,46.5647,53.4353
1300,600719,大连热电,0.5715,0.5234,18.75,981.7335,46.4553,53.5447
1301,600231,凌钢股份,0.8106,0.5899,32.8785,1390.2648,46.3973,53.6027
1302,603737,三棵树,1.0663,0.8634,10.5798,-1492.6165,46.3299,53.6701
1303,002714,牧原股份,0.7477,0.2782,10.2208,67.9677,46.3013,53.6987
1304,002662,京威股份,1.034,0.8039,9.0884,372.6844,46.2243,53.7757
1305,603105,芯能科技,0.9365,0.7238,22.5537,567.9709,46.2104,53.7896
1306,000525,红太阳,0.9872,0.7346,36.5734,586.1427,46.1868,53.8132
1307,603717,天域生态,1.5093,0.6495,13.2101,449.6639,46.0727,53.9273
1308,600873,梅花生物,0.8305,0.6956,48.7173,492.4919,46.0311,53.9689
1309,002091,江苏国泰,1.5889,1.4062,37.0942,-26882.3286,45.9914,54.0086
1310,601139,深圳燃气,0.7796,0.7204,47.4808,1194.9808,45.8563,54.1437
1311,600332,白云山,1.6299,1.342,59.5055,-4320.3239,45.8562,54.1438
1312,002165,红宝丽,0.9371,0.7519,13.0924,172.8659,45.8544,54.1456
1313,600515,海航基础,1.589,0.6769,53.2254,405.6885,45.8373,54.1627
1314,600312,平高电气,1.3609,0.9853,10.0001,-68.3843,45.8333,54.1667
1315,002593,日上集团,1.365,0.6328,26.6773,347.5321,45.8243,54.1757
1316,000407,胜利股份,0.7241,0.4901,19.1125,442.7491,45.807,54.193
1317,300265,通光线缆,1.377,1.1956,14.2765,279.4539,45.7914,54.2086
1318,000759,中百集团,0.7496,0.5102,37.2227,2919.1379,45.6794,54.3206
1319,601177,杭齿前进,1.0804,0.5726,14.4204,153.3887,45.6713,54.3287
1320,002531,天顺风能,1.1101,0.9098,19.0196,466.8489,45.6544,54.3456
1321,300274,阳光电源,1.7248,1.2718,15.2881,13264.3871,45.6424,54.3576
1322,300335,迪森股份,0.8444,0.6473,22.3352,829.0834,45.562,54.438
1323,000782,美达股份,1.3228,0.9989,29.6689,243.8988,45.4769,54.5231
1324,600593,大连圣亚,0.4678,0.4639,27.8393,220.4337,45.4618,54.5382
1325,000779,三毛派神,0.8032,0.388,11.7472,-11.6849,45.4296,54.5704
1326,300332,天壕环境,0.6882,0.5417,10.9955,144.3724,45.417,54.583
1327,002068,黑猫股份,1.03,0.8146,17.6176,978.4215,45.3498,54.6502
1328,002426,胜利精密,1.1213,0.8776,20.7192,335.4732,45.3481,54.6519
1329,600303,曙光股份,1.1007,0.9648,42.4276,242.0796,45.3445,54.6555
1330,600936,广西广电,0.7753,0.6427,32.8938,2011.8519,45.3239,54.6761
1331,000851,高鸿股份,1.5675,1.2245,26.4846,226.4474,45.2033,54.7967
1332,600409,三友化工,0.7726,0.6073,26.3438,1032.2376,45.082,54.918
1333,600192,长城电工,1.5037,1.0978,13.8644,223.3792,45.0474,54.9526
1334,300252,金信诺,1.2113,1.0712,43.4518,572.4726,44.9411,55.0589
1335,603013,亚普股份,1.5306,1.0439,49.0579,682.0953,44.93,55.07
1336,300393,中来股份,1.6606,1.3334,51.0463,379.9852,44.9198,55.0802
1337,002822,中装建设,1.6887,1.6081,48.3771,411.9677,44.8852,55.1148
1338,603056,德邦股份,1.2921,1.2906,82.8465,816.3084,44.8678,55.1322
1339,600446,金证股份,1.4407,0.9266,30.9733,-14947.6587,44.7744,55.2256
1340,603787,新日股份,1.3504,1.2141,54.4176,-1456.9534,44.7722,55.2278
1341,600238,*ST椰岛,2.144,1.0512,46.8098,-822.0525,44.6445,55.3555
1342,300450,先导智能,1.4605,0.7068,14.9116,-2023428.1206,44.5589,55.4411
1343,600438,通威股份,0.6419,0.4699,23.3792,997.4127,44.5003,55.4997
1344,600586,金晶科技,0.8401,0.6585,38.8541,374.3718,44.4433,55.5567
1345,002083,孚日股份,1.0634,0.5177,28.7581,455.6721,44.4132,55.5868
1346,300043,星辉娱乐,0.5779,0.5122,15.9226,362.5315,44.3837,55.6163
1347,603466,风语筑,1.6039,1.1383,63.4429,-1502.4985,44.3757,55.6243
1348,002129,中环股份,1.0972,0.8961,48.8533,255.2259,44.3583,55.6417
1349,600228,ST昌九,1.302,1.126,40.0403,971.0068,44.3393,55.6607
1350,002615,哈尔斯,1.0155,0.5778,13.3258,5640.8422,44.2608,55.7392
1351,300376,易事特,1.2806,1.1517,20.4026,680.1248,44.2504,55.7496
1352,601877,正泰电器,1.3913,1.1387,37.3803,1164.1058,44.2325,55.7675
1353,002655,共达电声,0.845,0.5429,13.9823,-18.2616,44.2314,55.7686
1354,002264,新华都,1.0573,0.6498,29.9074,284.0157,44.2272,55.7728
1355,002080,中材科技,1.0368,0.7973,17.2671,389.633,44.2226,55.7774
1356,002219,恒康医疗,0.794,0.5719,7.8571,289.6924,44.1466,55.8534
1357,002637,赞宇科技,0.8414,0.5302,11.7635,273.3429,44.1101,55.8899
1358,000418,小天鹅A,1.6256,1.5718,15.6175,-431.171,44.106,55.894
1359,603955,大千生态,1.8735,1.5004,70.4172,1383.1715,44.0761,55.9239
1360,600151,航天机电,1.0553,0.8488,21.1564,-152.8513,44.0552,55.9448
1361,000417,合肥百货,1.0666,0.7735,64.6446,15809.9625,44.0358,55.9642
1362,601966,玲珑轮胎,1.0296,0.7412,24.488,555.1887,44.0303,55.9697
1363,000711,京蓝科技,1.2713,0.5634,22.8389,253.2433,43.9667,56.0333
1364,002042,华孚时尚,1.1534,0.6231,22.1344,771.996,43.9652,56.0348
1365,600283,钱江水利,0.6978,0.5404,35.9889,411.7257,43.9387,56.0613
1366,603616,韩建河山,1.3863,1.1298,13.6367,154.2249,43.8776,56.1224
1367,002451,摩恩电气,0.8359,0.7291,9.4419,223.4909,43.8766,56.1234
1368,600282,南钢股份,0.8107,0.6137,22.1953,1569.4424,43.8648,56.1352
1369,300638,广和通,1.6665,1.4244,32.1108,1192.9591,43.7805,56.2195
1370,603368,柳药股份,1.6224,1.3846,24.235,1609.4743,43.7767,56.2233
1371,002059,云南旅游,1.1361,0.3683,14.6663,260.6157,43.7607,56.2393
1372,600022,山东钢铁,0.722,0.6001,28.1229,928.3329,43.7002,56.2998
1373,600729,重庆百货,0.9862,0.6653,34.6973,3327.1908,43.6907,56.3093
1374,002407,多氟多,1.0782,0.7767,24.2223,472.3503,43.648,56.352
1375,000028,国药一致,1.5011,1.1809,29.7485,1583.6858,43.6373,56.3627
1376,002383,合众思壮,1.1827,0.9959,30.2725,297.2781,43.5834,56.4166
1377,000905,厦门港务,0.848,0.6583,16.8778,284.9872,43.4779,56.5221
1378,000050,深天马A,0.774,0.6322,18.2928,333.9871,43.4003,56.5997
1379,002579,中京电子,1.0372,0.7335,22.3709,573.1415,43.3867,56.6133
1380,000778,新兴铸管,1.0053,0.8227,27.8784,688.9809,42.5363,57.4637
1381,603501,韦尔股份,1.5328,1.0537,27.0558,942.4359,42.5213,57.4787
1382,603178,圣龙股份,0.7634,0.5644,13.674,399.6943,42.5143,57.4857
1383,000505,京粮控股,1.1972,0.7299,29.5223,408.551,42.4903,57.5097
1384,603936,博敏电子,0.9335,0.6955,13.9149,459.173,42.4562,57.5438
1385,600425,青松建化,0.6528,0.4537,9.3716,145.6233,42.4408,57.5592
1386,601898,中煤能源,0.9153,0.7852,40.7412,442.4524,42.421,57.579
1387,002707,众信旅游,1.4113,1.4097,37.0815,1963.924,42.3871,57.6129
1388,002009,天奇股份,1.2182,0.8709,27.308,556.5962,42.3563,57.6437
1389,300070,碧水源,0.9045,0.789,29.1745,260.7507,42.3429,57.6571
1390,600348,阳泉煤业,0.6214,0.59,27.8052,503.9067,42.3236,57.6764
1391,300021,大禹节水,1.4459,1.0414,43.4556,339.1132,42.315,57.685
1392,002176,江特电机,1.05,0.8722,13.4695,664.1391,42.2544,57.7456
1393,600696,ST岩石,1.3585,1.3585,4.1478,-20126.6696,42.2406,57.7594
1394,002182,云海金属,0.9116,0.5927,6.1641,490.5062,42.2284,57.7716
1395,300495,美尚生态,1.3692,0.9368,35.4534,565.4641,42.22,57.78
1396,600780,通宝能源,1.0232,0.9923,76.847,459.1379,42.216,57.784
1397,000672,上峰水泥,0.9046,0.5983,25.3565,1513.9811,42.1679,57.8321
1398,002541,鸿路钢构,1.331,0.6473,25.5761,421.768,42.1419,57.8581
1399,002731,萃华珠宝,1.4536,0.383,20.4347,247.4701,42.1268,57.8732
1400,600150,*ST船舶,1.8971,1.4471,90.9554,466.1394,42.1073,57.8927
1401,300168,万达信息,1.2058,0.843,26.5426,208.3934,42.0615,57.9385
1402,000605,渤海股份,0.9613,0.7341,26.431,166.5638,42.0205,57.9795
1403,000600,建投能源,0.6163,0.5701,20.4132,246.317,41.9258,58.0742
1404,002682,龙洲股份,1.4351,1.2599,23.1174,430.9628,41.9176,58.0824
1405,002442,龙星化工,1.0018,0.7646,22.3013,348.8838,41.7895,58.2105
1406,002670,国盛金控,1.9022,1.9007,53.8048,-58.1453,41.7568,58.2432
1407,002423,中原特钢,0.7683,0.5512,24.7235,-139.6214,41.7474,58.2526
1408,300237,美晨生态,1.699,0.5167,13.9692,576.8062,41.7036,58.2964
1409,000055,方大集团,1.5783,1.3321,40.6493,968.1009,41.6782,58.3218
1410,300283,温州宏丰,0.9808,0.4335,4.4057,212.1647,41.6196,58.3804
1411,000531,穗恒运A,0.677,0.5443,44.026,167.276,41.5948,58.4052
1412,601058,赛轮金宇,0.8673,0.5971,25.0089,374.0374,41.5676,58.4324
1413,600547,山东黄金,0.5061,0.2672,19.8424,373.4336,41.493,58.507
1414,600127,金健米业,1.0319,0.5492,19.236,186.9944,41.3793,58.6207
1415,000925,众合科技,0.9817,0.8338,20.3884,129.0669,41.3779,58.6221
1416,600774,汉商集团,0.179,0.1637,13.8455,201.8666,41.3567,58.6433
1417,000404,长虹华意,1.3531,1.1564,23.3152,749.1131,41.3465,58.6535
1418,000826,启迪桑德,0.7546,0.7121,20.4357,347.8566,41.3414,58.6586
1419,600323,瀚蓝环境,0.676,0.6124,35.1161,720.053,41.3148,58.6852
1420,600535,天士力,1.7828,1.5149,21.5842,594.5344,41.2814,58.7186
1421,002204,大连重工,1.3547,0.953,7.676,31408.2683,41.2442,58.7558
1422,603031,安德利,0.618,0.2166,11.3638,254.2126,41.2222,58.7778
1423,002617,露笑科技,1.0642,0.9553,19.2594,519.7125,41.2199,58.7801
1424,600784,鲁银投资,1.0241,0.7284,29.2513,425.5766,41.2181,58.7819
1425,002162,悦心健康,0.7679,0.4098,22.8465,161.9877,41.211,58.789
1426,000420,吉林化纤,0.4953,0.3577,15.3804,302.9934,40.8714,59.1286
1427,002045,国光电器,1.4465,1.0033,40.0898,126.7736,40.8036,59.1964
1428,300232,洲明科技,1.1795,0.8002,21.9131,10622.0795,40.7957,59.2043
1429,002660,茂硕电源,1.0023,0.8055,22.1303,119.9921,40.7586,59.2414
1430,002125,湘潭电化,0.8058,0.505,22.8591,301.1229,40.7306,59.2694
1431,002534,杭锅股份,1.4328,1.2281,20.4343,4986.8297,40.551,59.449
1432,002570,*ST因美,0.9789,0.7484,33.1958,132.1923,40.4007,59.5993
1433,002274,华昌化工,0.4487,0.289,14.1013,369.7928,40.3924,59.6076
1434,002248,华东数控,0.5058,0.0934,1.0827,-850.8154,40.3227,59.6773
1435,002482,广田集团,1.4947,1.383,21.7092,496.8165,40.2599,59.7401
1436,600734,实达集团,1.3083,1.1658,18.136,289.1747,40.196,59.804
1437,600507,方大特钢,1.0483,0.8985,40.3931,-8118.252,40.1215,59.8785
1438,002480,新筑股份,1.5293,1.2835,31.0683,143.2694,40.0392,59.9608
1439,002583,海能达,1.0357,0.7547,12.3861,92.0189,40.0202,59.9798
1440,002125,湘潭电化,0.8058,0.505,22.8591,301.1229,40.7306,59.2694
1441,002534,杭锅股份,1.4328,1.2281,20.4343,4986.8297,40.551,59.449
1442,002570,*ST因美,0.9789,0.7484,33.1958,132.1923,40.4007,59.5993
1443,002274,华昌化工,0.4487,0.289,14.1013,369.7928,40.3924,59.6076
1444,002248,华东数控,0.5058,0.0934,1.0827,-850.8154,40.3227,59.6773
1445,002482,广田集团,1.4947,1.383,21.7092,496.8165,40.2599,59.7401
1446,600734,实达集团,1.3083,1.1658,18.136,289.1747,40.196,59.804
1447,600507,方大特钢,1.0483,0.8985,40.3931,-8118.252,40.1215,59.8785
1448,002480,新筑股份,1.5293,1.2835,31.0683,143.2694,40.0392,59.9608
1449,002583,海能达,1.0357,0.7547,12.3861,92.0189,40.0202,59.9798
1450,000021,深科技,1.0824,0.8778,57.5183,-440.7816,39.9391,60.0609
1451,002205,国统股份,0.8531,0.7308,11.968,80.9086,39.9036,60.0964
1452,000830,鲁西化工,0.2989,0.2116,14.0357,990.2865,39.8204,60.1796
1453,600461,洪城水业,0.6194,0.5548,34.7188,582.6358,39.722,60.278
1454,002493,荣盛石化,0.6886,0.5698,34.3403,440.3605,39.7035,60.2965
1455,002813,路畅科技,1.1242,0.6324,15.2659,42.376,39.664,60.336
1456,600328,兰太实业,0.5043,0.3881,8.0467,552.2693,39.5061,60.4939
1457,600517,置信电气,1.311,1.1132,9.5632,-205.2063,39.3877,60.6123
1458,002505,大康农业,1.0467,0.8217,16.4697,101.5432,39.1559,60.8441
1459,300473,德尔股份,0.8145,0.494,10.4218,391.3012,39.1369,60.8631
1460,002535,林州重机,1.0197,0.8136,24.3899,220.9042,39.065,60.935
1461,600248,延长化建,1.3975,0.9912,26.0215,-1249.4943,39.0581,60.9419
1462,600333,长春燃气,0.2575,0.1223,4.9906,-138.5822,39.0294,60.9706
1463,603388,元成股份,1.5686,0.4118,23.2281,585.4699,38.9355,61.0645
1464,300096,易联众,1.5215,1.3732,44.5588,-135.7193,38.7995,61.2005
1465,000983,西山煤电,0.7843,0.6301,29.6455,560.3885,38.5996,61.4004
1466,600590,泰豪科技,1.3971,1.1473,18.7804,232.9711,38.5625,61.4375
1467,002742,三圣股份,1.4837,1.3185,22.5868,292.0893,38.4205,61.5795
1468,603588,高能环境,0.8199,0.3282,9.4372,660.8607,38.38,61.62
1469,002087,新野纺织,1.3965,0.8506,26.8944,281.7735,38.3316,61.6684
1470,603018,中设集团,1.364,1.1838,11.2585,3356.0031,38.0831,61.9169
1471,000900,现代投资,1.1201,0.919,43.4748,364.1044,38.0625,61.9375
1472,300322,硕贝德,1.0201,0.7834,14.6591,514.2307,37.9902,62.0098
1473,002167,东方锆业,0.848,0.6194,23.0123,128.4938,37.8948,62.1052
1474,603903,中持股份,0.8235,0.4911,9.7572,632.8565,37.848,62.152
1475,600741,华域汽车,1.1303,1.002,41.3488,-11326.3381,37.8266,62.1734
1476,300058,蓝色光标,1.1116,1.1116,15.6724,415.4329,37.801,62.199
1477,002105,信隆健康,1.0605,0.7753,24.5852,113.5323,37.627,62.373
1478,300178,腾邦国际,1.2338,1.2338,23.2526,549.1449,37.5535,62.4465
1479,603708,家家悦,1.0438,0.7525,58.5903,-919.8635,37.5463,62.4537
1480,000810,创维数字,1.3711,1.1346,16.1305,2730.28,37.5451,62.4549
1481,600217,中再资环,1.7965,1.6756,31.8072,377.0751,37.527,62.473
1482,601368,绿城水务,1.1676,1.1359,86.1235,373.4212,37.423,62.577
1483,300478,杭州高新,1.4129,1.1314,26.7268,394.0179,37.4067,62.5933
1484,600667,太极实业,1.1384,0.8958,32.4207,406.8147,37.3996,62.6004
1485,000960,锡业股份,0.8523,0.6,41.2065,276.8833,37.3833,62.6167
1486,300014,亿纬锂能,0.9716,0.6863,11.4187,522.3331,37.3026,62.6974
1487,002300,太阳电缆,0.9615,0.6704,13.6108,292.3681,37.1379,62.8621
1488,600769,祥龙电业,0.5708,0.5105,14.6272,-6816.4944,37.1081,62.8919
1489,000065,北方国际,1.4928,1.4096,69.8993,-832.2882,37.0932,62.9068
1490,600051,宁波联合,1.2453,0.3902,24.8737,414.0749,36.8974,63.1026
1491,600835,上海机电,1.3599,0.9384,65.2406,-773.711,36.7763,63.2237
1492,600673,东阳光科,0.8344,0.6421,18.2181,330.5913,36.6923,63.3077
1493,600685,中船防务,1.2724,1.0612,43.1898,-486.7404,36.638,63.362
1494,600622,光大嘉宝,2.1276,0.6979,56.2515,1158.8361,36.6005,63.3995
1495,300284,苏交科,1.2583,1.2366,18.9079,576.0634,36.5818,63.4182
1496,300309,吉艾科技,0.819,0.8003,11.8655,-2235.9927,36.5661,63.4339
1497,601608,中信重工,1.3846,0.9291,50.9286,235.396,36.5616,63.4384
1498,000070,特发信息,1.2671,0.8129,12.9319,530.6695,36.5209,63.4791
1499,600548,深高速,1.0214,0.911,56.4556,361.3489,36.4031,63.5969
1500,002453,华软科技,0.7757,0.6405,15.0761,252.4925,36.4012,63.5988
1501,601016,节能风电,0.8805,0.8495,31.5746,311.7662,36.3043,63.6957
1502,600173,卧龙地产,1.6061,0.7804,52.0472,-2178.5587,36.2797,63.7203
1503,600256,广汇能源,0.3141,0.2857,17.5385,312.7429,36.2412,63.7588
1504,600498,烽火通信,1.4254,0.7837,19.4185,579.4334,36.2371,63.7629
1505,002524,光正集团,0.5378,0.4363,15.2084,-49.2171,36.1967,63.8033
1506,601168,西部矿业,1.1766,0.987,56.1904,517.6052,36.1859,63.8141
1507,600458,时代新材,1.3584,1.0131,16.7162,14188.5289,36.1211,63.8789
1508,000928,中钢国际,1.322,1.1265,24.9888,-13962.3507,36.0557,63.9443
1509,300249,依米康,1.303,1.0889,26.1502,359.4103,35.991,64.009
1510,002321,华英农业,1.2432,0.9862,71.3256,241.6384,35.9404,64.0596
1511,600629,华建集团,1.201,0.6907,25.4559,42199.3541,35.9019,64.0981
1512,603876,鼎胜新材,1.196,0.903,34.9361,264.3288,35.8923,64.1077
1513,600067,冠城大通,1.908,0.456,26.6437,444.8811,35.8518,64.1482
1514,002097,山河智能,1.4022,1.0486,24.6765,659.9064,35.8377,64.1623
1515,002285,世联行,1.2997,1.2968,31.169,686.3377,35.752,64.248
1516,600385,山东金泰,1.4112,1.4112,139.6246,695.8319,35.6326,64.3674
1517,002673,西部证券,--,--,--,--,35.5987,64.4013
1518,000667,美好置业,1.913,0.9136,53.0536,628.2348,35.55,64.45
1519,600829,人民同泰,1.4395,1.2592,14.4494,1644.116,35.4833,64.5167
1520,600736,苏州高新,1.7988,0.7409,17.5512,775.2716,35.4657,64.5343
1521,601330,绿色动力,1.0651,1.0516,76.8164,278.8722,35.3076,64.6924
1522,002544,杰赛科技,1.5028,1.1357,19.8416,268.0968,35.1615,64.8385
1523,600699,均胜电子,1.3878,1.0167,36.1649,379.6507,35.1395,64.8605
1524,002610,爱康科技,0.9027,0.8566,39.2407,130.9511,35.0918,64.9082
1525,600372,中航电子,1.6249,1.2543,34.7646,235.8308,34.8904,65.1096
1526,002336,人人乐,0.7062,0.3218,12.4543,623.7986,34.8479,65.1521
1527,002302,西部建设,1.4694,1.4355,25.6869,402.6457,34.6584,65.3416
1528,600828,茂业商业,0.484,0.3595,11.8063,599.3439,34.632,65.368
1529,002011,盾安环境,0.8697,0.6582,15.9057,141.855,34.6255,65.3745
1530,600580,卧龙电气,1.1131,0.845,20.9476,474.7097,34.3825,65.6175
1531,600903,贵州燃气,0.5795,0.4389,25.6842,258.8632,34.3715,65.6285
1532,600141,兴发集团,0.5752,0.4486,19.91,266.9553,34.1972,65.8028
1533,002926,华西证券,--,--,--,--,34.1324,65.8676
1534,600510,黑牡丹,1.8081,1.17,32.9673,511.3091,34.0755,65.9245
1535,002157,正邦科技,0.8729,0.409,20.6825,-19.0156,34.0447,65.9553
1536,002431,棕榈股份,1.3167,0.6571,23.2414,264.4529,34.0443,65.9557
1537,600881,亚泰集团,0.9764,0.7021,21.4754,116.4601,34.0411,65.9589
1538,601699,潞安环能,0.9184,0.8711,34.8296,447.1456,34.0398,65.9602
